Name,BSE Code,NSE Code,Industry,Current Price,Sales latest quarter,Profit after tax latest quarter,YOY Quarterly sales growth,YOY Quarterly profit growth,Sales growth,Profit growth,Operating profit latest quarter,Other income latest quarter,EBIDT latest quarter,Depreciation latest quarter,EBIT latest quarter,Interest latest quarter,Profit before tax latest quarter,Tax latest quarter,Extraordinary items latest quarter,Net Profit latest quarter,GPM latest quarter,OPM latest quarter,NPM latest quarter,Equity Capital latest quarter,EPS latest quarter,Operating profit 2quarters back,Operating profit 3quarters back,Sales 2quarters back,Sales 3quarters back,Net profit 2quarters back,Net profit 3quarters back,Operating profit growth,Last result date,Expected quarterly sales growth,Expected quarterly sales,Expected quarterly operating profit,Expected quarterly net profit,Expected quarterly EPS,Sales preceding quarter,Operating profit preceding quarter,Other income preceding quarter,EBIDT preceding quarter,Depreciation preceding quarter,EBIT preceding quarter,Interest preceding quarter,Profit before tax preceding quarter,Tax preceding quarter,Profit after tax preceding quarter,Extraordinary items preceding quarter,Net Profit preceding quarter,OPM preceding quarter,NPM preceding quarter,Equity Capital preceding quarter,EPS preceding quarter,Market Capitalization,join_key
Jasch Industries,500220.0,__NA__,Plastics Products,160.05,39.53,0.77,-27.51,-88.28,-26.13,-55.14,1.44,0.5,1.94,0.7,1.24,0.29,0.95,0.19,0.0,0.77,19.0,3.64,1.95,6.8,1.13,6.81,9.66,59.32,55.76,5.08,6.93,-45.46,202403.0,-12.7,48.68,6.39,5.33,7.84,46.74,5.48,0.08,5.56,0.69,4.87,0.28,4.59,1.18,3.41,0.0,3.41,11.72,7.3,11.33,5.01,108.8,500220.0___NA__
Jash Engineering,-1.0,JASH,Engineering,2143.25,217.17,38.95,28.62,17.25,28.28,29.2,53.07,1.56,54.63,2.78,51.85,3.0,48.85,9.89,0.0,38.95,57.31,24.44,17.94,12.38,31.47,14.26,-0.33,95.15,64.22,8.54,-3.37,54.61,202403.0,28.48,82.51,8.35,3.24,2.59,139.13,31.74,2.13,33.87,2.6,31.27,3.06,28.21,5.57,22.64,0.0,22.64,22.81,16.27,12.03,18.82,2681.75,-1.0_JASH
Jattashankar Ind,514318.0,__NA__,Textiles - Processing,26.78,3.94,0.28,41.73,354.55,3.62,375.0,0.14,3.94,0.41,0.06,0.35,0.0,4.02,0.73,3.67,3.29,20.81,3.55,7.11,4.39,7.5,0.01,0.01,4.69,4.23,0.14,0.2,-45.65,202403.0,9.07,4.61,0.05,-0.02,-0.04,3.45,0.07,0.2,0.27,0.06,0.21,0.0,0.21,0.02,0.19,0.0,0.19,2.03,5.51,4.39,0.43,11.76,514318.0___NA__
Jauss Polymers,526001.0,__NA__,Plastics Products,8.98,0.0,-0.19,,-171.43,,-180.0,-0.23,0.0,-0.23,-0.04,-0.19,0.0,-0.19,0.0,0.0,-0.19,,,,4.63,-0.41,-0.12,-0.07,0.0,0.0,-0.19,-0.1,-206.67,202403.0,,,,,,0.0,-0.04,0.0,-0.04,0.04,-0.08,0.0,-0.08,0.0,-0.08,0.0,-0.08,,,4.63,-0.17,4.16,526001.0___NA__
Jay Bharat Maru.,520066.0,JAYBARMARU,Auto Ancillaries,110.0,598.1,11.12,-11.18,-21.19,-2.22,-15.38,43.27,1.99,45.26,20.87,24.39,9.15,15.24,4.11,0.0,11.12,22.02,7.23,1.86,21.65,1.03,45.26,37.44,613.33,533.17,8.69,5.05,-3.91,202403.0,-1.78,523.68,37.61,9.1,0.84,547.51,40.56,0.92,41.48,20.92,20.56,10.53,10.03,3.52,6.5,0.0,6.5,7.41,1.19,21.65,0.6,1190.77,520066.0_JAYBARMARU
Jay Jalaram Tech,-1.0,KORE,Trading,607.95,322.66,,,,116.21,98.01,7.45,,,,,,,,,4.21,,,,,3.78,,,,,,,78.0,202403.0,,,,,,216.06,2.51,,,,,,,,,,0.65,,,,0.58,676.65,-1.0_KORE
Jay Kailash,544160.0,__NA__,Food - Processing - Indian,66.23,7.67,,,,17.55,-21.35,0.96,,,,,,,,,0.6,,,,,1.78,,,,,,,-10.0,202403.0,,,,,,,,,,,,,,,,,,,,,,33.09,544160.0___NA__
Jay Shree Tea,509715.0,JAYSREETEA,Tea,116.5,138.93,-39.1,-5.36,22.37,-6.35,66.3,-50.64,38.55,-36.16,5.7,-41.86,10.77,-28.56,-13.53,24.07,-15.03,33.91,-36.45,-28.14,14.44,-5.2,24.0,-8.04,236.1,179.76,11.31,16.04,-642.67,202403.0,-4.59,171.5,-13.36,-29.23,-10.12,206.23,-14.54,29.94,15.4,5.55,9.85,9.25,0.6,0.41,0.19,0.0,0.19,-7.05,0.09,11.33,0.07,336.44,509715.0_JAYSREETEA
Jay Ushin,513252.0,__NA__,Auto Ancillaries,712.7,185.81,3.47,7.03,20.07,-1.12,12.96,4.16,4.78,8.94,2.93,6.01,3.55,2.46,-1.01,0.0,3.47,18.19,2.24,1.87,3.86,8.98,8.17,5.71,201.16,162.29,4.27,2.71,-20.6,202403.0,-0.51,161.46,5.68,-0.21,-0.55,176.99,7.55,3.16,10.71,2.59,8.12,3.45,4.67,0.82,3.85,0.0,3.85,4.27,2.18,3.86,9.96,275.1,513252.0___NA__
Jayabharat Cred.,501311.0,__NA__,Finance & Investments,11.95,0.0,-0.42,,47.5,,54.31,-0.42,0.01,-0.41,0.01,-0.42,0.0,-0.42,0.0,0.0,-0.42,,,,5.0,-0.84,-0.18,-0.31,0.0,0.0,-0.18,-0.31,0.85,202403.0,,,,,,0.0,-0.24,0.1,-0.14,0.0,-0.14,0.0,-0.14,0.0,-0.14,0.0,-0.14,,,5.0,-0.28,5.98,501311.0___NA__
Jayant Agro Org.,524330.0,JAYAGROGN,Chemicals,316.9,626.05,16.82,3.2,22.06,-22.43,6.95,31.03,0.73,31.76,5.2,26.56,2.94,23.62,5.85,0.0,17.88,16.26,4.96,2.86,15.0,5.61,27.3,20.88,540.05,555.07,16.42,11.61,0.15,202403.0,-18.97,449.75,19.13,12.83,4.02,428.88,18.1,0.22,18.32,3.54,14.78,2.26,12.52,3.07,9.52,0.0,9.6,4.22,2.24,15.0,3.17,950.7,524330.0_JAYAGROGN
Jayant Infratech,543544.0,__NA__,Engineering - Turnkey Services,154.5,57.77,,,,110.22,51.07,3.66,,,,,,,,,2.51,,,,,2.59,,,,,,,51.17,202403.0,,,,,,31.53,3.43,,,,,,,,,,2.36,,,,2.43,149.97,543544.0___NA__
Jayaswal Neco,522285.0,JAYNECOIND,Steel - Large,48.92,1411.43,14.28,-3.94,160.11,-5.77,-17.99,232.53,-15.33,235.45,66.88,168.57,142.29,8.03,6.0,-18.25,2.03,59.52,16.47,1.01,970.99,0.02,295.67,208.13,1501.36,1464.57,91.6,27.59,31.27,202403.0,-6.39,1370.97,222.7,18.82,0.19,1556.19,290.45,9.84,300.29,66.7,233.59,114.95,118.64,29.88,88.76,0.0,88.76,18.66,5.7,970.99,0.91,4750.1,522285.0_JAYNECOIND
Jayatma Industri,531323.0,__NA__,Trading,10.21,0.31,0.02,-98.71,0.0,-48.31,-12.5,-1.3,1.9,0.6,0.21,0.39,0.35,0.04,0.02,0.0,0.02,100.0,-419.35,6.45,6.15,0.03,0.07,0.46,5.5,12.77,0.02,0.03,-456.25,202403.0,-3.12,12.37,-8.42,-10.97,-17.77,9.01,-0.12,0.49,0.37,0.12,0.25,0.24,0.01,0.0,0.0,0.0,0.0,-1.33,0.0,6.15,0.0,6.3,531323.0___NA__
Jaykay Enter.,500306.0,__NA__,Miscellaneous,155.0,30.03,4.89,190.43,345.73,12.14,357.61,-0.1,7.62,7.52,0.01,7.51,1.21,6.3,1.41,0.0,4.89,12.32,-0.33,16.28,5.85,0.87,2.47,0.62,8.14,6.95,3.24,0.75,71.0,202403.0,92.39,13.37,1.38,-1.02,-0.17,7.54,0.4,2.8,3.2,1.0,2.2,1.48,0.72,0.01,0.52,0.0,0.72,5.31,9.55,5.85,0.09,906.09,500306.0___NA__
Jayshree Chem.,506520.0,__NA__,Trading,9.65,3.39,-2.44,21.94,-8233.33,43.4,-865.52,-2.58,-0.79,-2.35,0.06,-2.41,0.03,-3.46,0.0,-1.02,-3.46,8.55,-76.11,-71.98,29.33,-1.18,0.11,-0.23,3.62,2.53,0.27,0.13,-250.0,202403.0,46.9,3.72,-0.68,-0.78,-0.27,3.28,-0.29,0.18,-0.07,0.06,-0.13,0.02,-0.19,0.0,-0.15,-0.04,-0.19,-8.84,-4.57,29.33,-0.06,28.29,506520.0___NA__
JBM Auto,532605.0,JBMA,Auto Ancillaries,2068.7,1485.95,55.75,47.12,98.61,29.86,44.01,172.28,12.32,184.6,47.67,136.93,55.31,81.62,19.12,0.0,62.5,27.75,11.59,4.21,23.65,4.71,139.66,113.62,1231.01,946.22,48.89,30.28,46.62,202403.0,31.65,1245.71,146.56,47.72,3.6,1346.17,156.52,6.37,162.89,42.7,120.19,54.28,65.91,13.85,48.66,0.0,52.06,11.63,3.87,23.65,4.12,24461.77,532605.0_JBMA
JCT,500223.0,__NA__,Textiles - Composite,2.33,113.27,-40.03,-42.09,-1475.98,-34.36,-969.43,-26.4,1.37,-25.03,2.44,-27.47,12.56,-40.03,0.0,0.0,-40.03,26.89,-23.31,-35.34,217.08,-0.46,-13.68,-12.13,153.12,173.34,-18.59,-24.78,-374.25,202306.0,-31.16,119.33,-14.79,-29.86,-0.34,116.82,-24.69,1.48,-23.21,2.81,-26.02,13.43,-39.45,0.0,-39.45,0.0,-39.45,-21.14,-33.77,217.08,-0.45,202.32,500223.0___NA__
Jeena Sikho,-1.0,JSLL,Pharmaceuticals - Indian - Formulations,1070.0,167.05,,,,59.16,107.59,48.06,,,,,,,,,37.38,,,,,15.04,,,,,,,100.71,202403.0,,,,,,157.36,44.92,,,,,,,,,,31.83,,,,12.78,2660.04,-1.0_JSLL
Jeevan Scienti.,538837.0,__NA__,Miscellaneous,51.55,11.07,-0.73,39.6,68.26,9.59,57.52,0.98,0.23,1.21,1.64,-0.43,0.33,-0.76,-0.03,0.0,-0.73,89.61,8.85,-6.59,15.48,-0.47,0.6,2.03,8.06,10.39,-0.61,0.51,253.44,202403.0,11.9,11.63,1.64,-0.44,-0.29,10.13,1.01,-0.11,0.9,1.4,-0.5,0.15,-0.65,-0.16,-0.48,0.0,-0.49,9.97,-4.84,15.48,-0.31,79.81,538837.0___NA__
Jenburkt Pharma,524731.0,__NA__,Pharmaceuticals - Indian - Formulations,870.0,38.84,7.88,10.34,24.09,3.82,5.57,9.85,1.19,11.04,0.62,10.42,0.06,10.36,2.48,0.0,7.88,78.86,25.36,20.29,4.41,17.86,9.1,6.96,38.29,29.18,7.32,5.37,9.05,202403.0,4.17,30.4,7.14,6.56,14.85,35.66,7.19,1.35,8.54,0.63,7.91,0.07,7.84,2.44,5.4,0.0,5.4,20.16,15.14,4.41,12.24,383.97,524731.0___NA__
Jet Airways,532617.0,JETAIRWAYS,Transport - Airlines,42.6,37.57,-50.65,199.84,87.02,-0.49,15.99,-15.18,1.51,-13.67,36.34,-50.01,0.64,-50.65,0.0,0.0,-50.65,99.84,-40.4,-134.82,113.6,-4.46,-209.93,-267.76,12.37,12.45,-248.78,-308.24,16.9,202306.0,93.69,24.11,-336.36,-398.25,-35.06,12.37,-22.21,3.45,-18.76,35.4,-54.16,0.78,-54.94,0.0,-54.94,0.0,-54.94,-179.55,-444.14,113.6,-4.84,483.94,532617.0_JETAIRWAYS
Jet Freight,543420.0,JETFREIGHT,Transport - Airlines,13.65,98.31,2.67,2.46,169.7,-5.89,-14.63,3.95,1.32,5.27,0.3,4.97,1.93,3.04,0.37,0.0,2.67,11.01,4.02,2.72,23.21,0.58,0.27,-1.15,91.68,116.7,-3.57,-3.08,-22.45,202403.0,-5.17,110.66,0.83,-1.74,-0.37,94.56,2.96,2.81,3.12,0.6,2.52,1.39,3.78,-0.4,1.77,2.65,4.18,3.13,1.87,23.2,0.9,63.33,543420.0_JETFREIGHT
Jet Infraventure,538794.0,__NA__,Construction,19.95,0.19,,,,-23.91,0.0,-0.09,,,,,,,,,0.04,,,,,0.1,,,,,,,-33.33,202403.0,,,,,,0.17,-0.06,,,,,,,,,,0.02,,,,0.05,8.36,538794.0___NA__
Jet Knitwears,-1.0,JETKNIT,Textiles - Products,120.25,15.44,,,,-6.46,-53.39,0.82,,,,,,,,,0.06,,,,,0.14,,,,,,,-30.03,202403.0,,,,,,17.31,1.42,,,,,,,,,,0.49,,,,1.11,53.0,-1.0_JETKNIT
Jetking Infotrai,517063.0,__NA__,Computers - Education,57.9,4.35,0.45,-9.0,-71.88,0.37,56.14,-1.15,2.21,1.06,0.56,0.5,0.05,0.45,0.0,0.0,0.45,100.0,-26.44,10.34,5.91,0.76,0.15,-1.02,5.12,4.76,0.13,-1.01,-81.25,202403.0,0.93,4.8,-0.85,-1.47,-2.49,4.69,-0.89,1.42,0.53,0.56,-0.03,0.05,-0.08,0.0,-0.08,0.0,-0.08,-18.98,-1.71,5.91,-0.14,34.2,517063.0___NA__
Jetmall Spices,543286.0,__NA__,Trading,13.2,0.75,0.29,,,-64.01,-86.21,-0.02,0.31,0.42,0.03,0.39,0.0,0.39,0.1,0.0,0.03,13.17,3.91,10.32,5.99,0.05,0.0,,0.83,,0.0,,-163.64,202403.0,,,,,,0.56,-0.05,,,,,,,,,,0.01,,,,0.02,7.91,543286.0___NA__
JFL Life,-1.0,JFLLIFE,Pharmaceuticals - Indian - Formulations,41.7,27.3,,,,8.69,17.79,2.15,,,,,,,,,2.31,,,,,2.1,,,,,,,16.03,202403.0,,,,,,20.69,2.66,,,,,,,,,,1.31,,,,1.19,45.86,-1.0_JFLLIFE
Jhandewala Foods,540850.0,__NA__,Food - Processing - Indian,129.95,16.14,-18.11,-66.88,-44.76,105.83,113.81,-2.7,1.55,-17.25,0.28,-17.53,0.56,-18.09,0.02,0.0,22.66,-41.74,-70.31,-67.73,10.26,22.08,,,,,,,3.49,202403.0,,,,,,10.33,-1.49,0.51,-2.89,0.29,-3.18,2.46,-5.64,-0.02,-5.62,0.0,-0.3,-16.21,-26.79,,-0.29,133.33,540850.0___NA__
Jhaveri Credits,531550.0,__NA__,Finance & Investments,355.8,4.91,0.35,-56.63,-62.37,123.74,126.76,1.17,-0.03,1.14,0.13,1.01,0.03,0.98,0.62,0.0,0.35,27.9,23.83,7.13,8.99,0.39,0.16,0.02,0.23,0.1,0.34,0.02,160.82,202403.0,172.1,0.27,0.11,0.08,0.09,1.41,1.37,0.05,1.42,0.02,1.4,0.0,1.4,0.35,1.06,0.0,1.06,97.16,75.18,6.46,1.64,319.72,531550.0___NA__
JHS Sven.Lab.,532771.0,JHS,Personal Care - Indian,21.0,21.66,-0.75,-0.28,-109.47,-26.41,-339.35,0.84,1.37,2.21,1.9,0.31,0.13,0.18,0.93,0.0,-0.75,32.36,3.88,-3.46,78.4,-0.1,0.41,-2.12,18.93,15.9,-0.73,-2.59,89.79,202403.0,-15.66,13.41,-0.77,-2.08,-0.27,14.3,-0.06,2.34,2.28,1.63,0.65,0.11,0.54,0.54,0.01,0.0,0.01,-0.42,0.07,78.4,0.0,164.63,532771.0_JHS
JHS Svend.Retail,544197.0,RETAIL,Trading,43.73,6.35,,,,-29.17,-569.57,-1.44,,,,,,,,,-0.02,,,,,-0.03,,,,,,,-29.11,202309.0,,,,,,,,,,,,,,,,,,,,,,28.43,544197.0_RETAIL
Jigar Cables,540651.0,__NA__,Cables - Power,50.1,26.22,,,,50.41,2.97,1.1,,,,,,,,,0.68,,,,,0.97,,,,,,,-7.48,202403.0,,,,,,16.41,0.87,,,,,,,,,,0.36,,,,0.51,35.23,540651.0___NA__
Jindal Capital,530405.0,__NA__,Finance & Investments,36.33,0.59,-0.06,-45.87,76.92,-41.68,641.67,0.1,0.55,0.65,0.0,0.65,0.1,0.55,0.6,0.0,-0.06,72.88,16.95,-10.17,7.21,-0.08,0.54,0.27,1.43,0.44,0.51,0.27,383.33,202403.0,1.9,0.45,0.22,0.12,0.16,0.45,0.25,0.02,0.27,0.01,0.26,0.1,0.16,0.0,0.17,0.0,0.17,55.56,37.78,7.21,0.24,26.18,530405.0___NA__
Jindal Drilling,511034.0,JINDRILL,Oil Drilling / Allied Services,630.0,197.92,-15.0,91.65,-247.35,20.47,-46.76,2.59,10.6,13.19,16.04,-2.85,1.91,-4.76,10.24,0.0,-15.0,100.0,1.31,-7.58,14.49,-5.18,44.42,33.29,142.08,93.95,22.12,12.07,-16.47,202403.0,35.26,127.08,35.78,18.83,6.5,183.06,55.04,6.79,61.83,15.92,45.91,3.66,42.25,10.31,31.94,0.0,31.94,30.07,17.45,14.49,11.02,1825.75,511034.0_JINDRILL
Jindal Hotels,507981.0,__NA__,Hotels,127.95,12.78,2.38,17.03,235.21,4.3,18.23,4.2,0.09,4.29,1.25,3.04,1.27,1.77,-0.61,0.0,2.38,82.86,32.86,18.62,7.0,3.4,1.34,2.05,8.75,9.01,-0.99,-0.21,6.74,202403.0,5.28,9.49,2.32,-0.05,-0.07,12.64,3.81,0.03,3.84,1.23,2.61,1.25,1.36,0.14,1.22,0.0,1.22,30.14,9.65,7.0,1.74,89.57,507981.0___NA__
Jindal Leasefin,539947.0,__NA__,Finance & Investments,48.99,0.01,-0.09,0.0,-800.0,0.0,-60.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,-0.1,0.0,0.0,-0.09,100.0,-1000.0,-900.0,3.01,-0.3,-0.01,-0.05,0.0,0.0,0.02,-0.07,-58.33,202403.0,,,,,,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,-0.01,-0.02,0.0,-0.02,,,3.01,-0.07,14.74,539947.0___NA__
Jindal Photo,532624.0,JINDALPHOT,Finance & Investments,885.75,18.98,96.15,143.96,85.22,157.94,58.86,18.88,80.69,99.57,0.01,99.56,3.41,96.15,0.0,0.0,96.15,100.0,99.47,506.59,10.26,93.35,0.31,0.33,0.45,0.45,45.82,33.53,169.47,202403.0,282.96,1.72,1.34,-2.11,-2.05,0.43,0.34,90.09,90.43,0.02,90.41,0.36,90.05,0.0,90.05,0.0,90.05,79.07,20941.86,10.26,87.43,908.8,532624.0_JINDALPHOT
Jindal Poly Film,500227.0,JINDALPOLY,Textiles - Products,691.1,1076.56,-18.88,32.98,96.25,-16.42,-78.11,-7.45,62.35,54.9,44.69,10.21,28.67,-18.46,0.42,0.0,-18.88,26.8,-0.69,-1.75,43.79,-4.31,25.2,12.71,1033.54,831.71,12.17,97.63,-100.51,202403.0,-5.42,786.64,3.94,-93.7,-21.39,983.76,-32.68,129.25,96.57,62.36,34.21,80.59,-46.38,-26.95,-19.41,0.0,-19.43,-3.32,-1.98,43.79,-4.43,3026.07,500227.0_JINDALPOLY
Jindal Poly Inve,536773.0,JPOLYINVST,Finance & Investments,894.3,13.78,98.49,-98.48,-38.62,-98.85,4.57,13.65,85.49,99.14,0.0,99.14,0.37,98.77,0.28,0.0,98.49,100.0,99.06,714.73,10.51,93.69,7.38,7.27,7.46,7.37,54.49,41.54,-96.88,202403.0,-98.8,0.09,0.09,-0.28,-0.27,7.44,7.34,94.74,102.08,0.0,102.08,0.37,101.71,0.66,101.05,0.0,101.05,98.66,1358.2,10.51,96.13,939.89,536773.0_JPOLYINVST
Jindal Saw,500378.0,JINDALSAW,Steel - Large,545.9,5425.16,480.37,4.57,61.47,17.29,242.77,920.31,69.23,989.54,148.61,840.93,174.42,666.51,186.14,0.0,480.37,40.97,16.96,8.85,63.95,15.7,803.64,607.93,5466.13,4410.03,355.55,243.48,98.43,202403.0,18.6,5230.41,788.81,469.7,14.69,5656.09,987.88,40.3,1028.18,146.8,881.38,181.61,699.77,187.34,512.43,0.0,512.43,17.47,9.06,63.95,16.67,17455.38,500378.0_JINDALSAW
Jindal Stain.,532508.0,JSL,Steel - Large,816.45,9454.02,501.83,-3.19,-29.94,8.03,25.77,1035.18,53.42,1090.26,233.35,856.91,153.36,701.89,201.24,-1.66,500.65,24.76,10.95,5.31,164.69,6.08,1230.57,1192.37,9797.04,10183.96,764.03,737.58,31.18,202403.0,9.14,11115.22,1339.17,928.91,11.28,9127.45,1246.17,52.04,1298.21,235.53,1062.68,145.85,916.83,225.61,691.22,0.0,691.22,13.65,7.57,164.69,8.41,67229.31,532508.0_JSL
Jindal Steel,532286.0,JINDALSTEL,Steel - Sponge Iron,1049.9,13486.96,933.46,-1.5,69.51,-5.99,50.71,2444.49,34.55,2479.04,994.9,1484.14,320.62,1163.52,230.06,0.0,933.46,53.58,18.12,6.92,100.24,9.17,2285.43,2627.87,12250.16,12588.34,1390.1,1691.8,2.6,202403.0,-5.0,11959.14,2465.58,1474.25,14.45,11701.32,2842.56,35.2,2877.76,635.67,2242.09,315.14,1926.95,-1.04,1927.99,0.0,1927.99,24.29,16.48,100.5,18.9,107099.09,532286.0_JINDALSTEL
Jindal Worldwide,531543.0,JINDWORLD,Textiles - Products,346.2,573.79,28.17,4.43,6.18,-12.36,-34.63,55.53,0.72,56.25,8.41,47.84,8.9,38.94,10.76,0.0,28.17,27.02,9.68,4.91,20.05,1.4,34.84,42.21,391.83,410.7,12.76,13.69,-23.11,202403.0,-8.54,375.63,38.17,19.18,0.96,437.77,50.64,0.54,51.18,8.39,42.79,14.8,27.99,6.97,21.03,0.0,21.03,11.57,4.8,20.05,1.05,6942.02,531543.0_JINDWORLD
Jio Financial,543940.0,JIOFIN,Finance & Investments,354.1,418.1,310.63,,,4034.43,6282.46,320.34,77.69,398.03,5.36,392.67,0.0,392.67,82.04,0.0,310.63,100.0,76.62,74.3,6353.28,0.49,542.01,375.94,608.04,414.13,668.18,331.92,3867.31,202403.0,,,,,,413.61,320.07,66.83,386.9,5.41,381.49,0.0,381.49,87.67,293.82,0.0,293.82,77.38,71.04,6353.28,0.46,224969.81,543940.0_JIOFIN
JITF Infra Logis,540311.0,JITFINFRA,Miscellaneous,851.45,875.27,20.07,37.91,311.7,106.62,129.6,95.8,52.77,129.97,19.56,110.41,81.92,47.09,6.14,18.6,40.95,24.09,10.95,2.88,5.14,12.67,134.46,99.62,897.38,668.1,25.02,-5.74,82.67,202403.0,131.52,1546.8,227.57,105.11,32.51,842.81,148.45,5.57,154.02,24.39,129.63,79.4,50.23,19.62,13.66,0.0,30.6,17.61,3.63,5.14,5.31,2188.55,540311.0_JITFINFRA
Jiwanram Sheo,-1.0,JIWANRAM,Textiles - Products,14.8,25.46,,,,1.72,-56.68,2.04,,,,,,,,,1.06,,,,,0.43,,,,,,,-10.42,202403.0,,,,,,17.59,1.99,,,,,,,,,,0.69,,,,0.28,36.63,-1.0_JIWANRAM
JK Agri Genetics,536493.0,__NA__,Miscellaneous,415.0,35.75,-8.74,-22.54,-473.5,-26.29,-93.67,-14.34,4.61,-9.73,0.85,-10.58,2.0,-12.58,-3.85,0.0,-8.74,28.06,-40.11,-24.45,4.64,-18.85,-13.47,9.43,9.48,79.82,-11.0,5.42,-206.25,202403.0,-24.64,60.15,-17.81,-22.21,-47.9,23.06,-7.12,0.88,-6.24,0.87,-7.11,2.06,-9.17,-2.66,-6.51,0.0,-6.51,-30.88,-28.23,4.64,-14.04,192.43,536493.0___NA__
JK Lakshmi Cem.,500380.0,JKLAKSHMI,Cement - North India,887.6,1780.85,157.01,-4.36,42.7,5.22,34.21,336.19,26.3,362.49,67.87,294.62,44.62,250.0,87.94,0.0,162.06,55.79,18.88,9.1,58.85,13.34,217.24,196.23,1574.53,1730.25,95.87,79.79,25.42,202403.0,5.69,1828.68,257.36,146.02,12.02,1702.84,302.14,25.66,318.91,65.71,253.2,39.11,222.98,72.83,137.94,8.89,150.15,17.74,8.47,58.85,12.21,10444.4,500380.0_JKLAKSHMI
JK Paper,532162.0,JKPAPER,Paper,543.45,1718.61,275.64,-0.05,-1.65,3.46,-5.98,358.95,57.49,416.44,63.35,353.09,34.62,318.47,39.87,0.0,278.6,37.75,20.89,16.21,169.4,16.27,407.28,477.19,1650.04,1584.36,305.68,312.56,-19.69,202403.0,3.63,1641.81,431.64,297.15,17.35,1706.22,372.24,56.1,428.34,83.34,345.0,80.23,264.77,28.41,235.11,0.0,236.36,21.82,13.85,169.4,13.88,9206.17,532162.0_JKPAPER
JK Tyre & Indust,530007.0,JKTYRE,Tyres,441.1,3698.45,186.1,1.82,82.93,2.44,171.52,481.16,-8.83,496.79,112.0,384.79,108.61,251.72,76.82,-24.46,171.66,40.95,13.01,5.1,52.14,6.49,589.14,457.12,3897.53,3718.08,248.62,158.59,60.09,202403.0,2.44,3808.9,507.4,286.87,10.85,3687.72,550.18,8.21,562.78,110.9,451.88,106.86,340.63,113.64,223.77,-4.39,227.07,14.92,6.24,49.25,8.47,11500.49,530007.0_JKTYRE
JLA Infraville,538765.0,__NA__,Trading,5.21,0.0,,,,-100.0,-42.11,-0.09,,,,,,,,,0.06,,,,,0.09,,,,,,,-5.56,202403.0,,,,,,0.0,-0.09,,,,,,,,,,0.05,,,,0.08,3.38,538765.0___NA__
JM Financial,523405.0,JMFINANCIL,Finance & Investments,87.82,1260.7,23.75,49.09,-26.62,44.61,-88.93,680.73,-831.44,696.15,14.16,681.99,407.25,-572.12,102.76,-846.86,-674.1,100.0,54.0,5.55,95.56,-2.39,662.61,593.88,1197.38,1066.65,205.94,176.56,29.28,202403.0,39.33,1486.12,846.07,421.68,1.5,1235.99,806.12,24.97,831.09,13.68,817.41,400.29,417.12,95.56,277.68,0.0,322.35,65.22,26.08,95.51,2.91,8392.0,523405.0_JMFINANCIL
JMD Ventures,511092.0,__NA__,Finance & Investments,13.48,-0.1,-0.96,-158.82,-265.52,27.29,-15.2,-0.62,-0.39,-1.04,0.02,-1.06,0.0,-1.03,-0.11,0.03,-0.93,,,,28.86,-0.32,1.1,1.26,0.13,0.4,1.18,0.94,4.02,202403.0,80.97,0.72,,,,6.09,0.85,0.39,1.32,0.01,1.31,0.0,1.23,0.33,0.96,-0.08,0.9,13.96,15.76,28.86,0.31,38.9,511092.0___NA__
JMJ Fintech,538834.0,__NA__,Finance & Investments,20.5,3.07,0.46,293.59,187.5,95.29,1845.45,2.13,0.0,2.13,0.18,1.95,0.31,1.64,1.19,0.0,0.46,100.0,69.38,14.98,12.4,0.37,0.96,0.31,1.48,0.78,0.46,0.19,1381.82,202403.0,327.89,3.34,1.8,1.44,1.16,2.14,1.5,0.0,1.5,0.0,1.5,0.25,1.25,0.22,1.03,0.0,1.03,70.09,48.13,12.4,0.83,25.42,538834.0___NA__
JNK,544167.0,JNKINDIA,Engineering,835.35,226.85,16.65,111.22,56.19,17.97,35.31,31.26,1.31,32.57,1.57,31.0,2.58,28.42,11.77,0.0,16.65,42.75,13.78,7.34,9.68,3.44,,,,,,,43.44,202403.0,,,,,,119.77,38.55,2.54,41.09,1.55,39.54,3.78,35.76,5.87,29.9,0.0,29.9,32.19,24.96,,6.18,4646.31,544167.0_JNKINDIA
Jocil,-1.0,JOCIL,Chemicals,204.41,182.32,1.69,-8.89,-46.01,-18.07,-82.63,3.17,1.1,4.27,1.62,2.65,0.05,2.6,0.91,0.0,1.69,21.58,1.74,0.93,8.88,1.9,2.55,2.27,218.38,180.13,1.85,1.34,-71.07,202403.0,-16.17,151.0,1.26,-0.13,-0.15,172.37,-2.88,0.56,-2.32,1.63,-3.95,0.27,-4.22,-1.06,-3.16,0.0,-3.16,-1.67,-1.83,8.88,-3.56,181.51,-1.0_JOCIL
John Cockerill,500147.0,__NA__,Engineering,6002.0,147.06,3.62,-23.64,-63.02,68.22,96.27,4.76,1.75,6.51,1.33,5.18,0.46,4.72,1.09,0.0,3.62,32.1,3.24,2.46,4.94,7.33,6.16,7.19,191.56,221.16,6.98,4.34,364.31,202403.0,217.48,702.15,24.83,19.34,39.17,253.9,12.72,2.55,15.27,1.26,14.01,1.11,12.9,2.58,10.32,0.0,10.32,5.01,4.06,4.94,20.9,2965.02,500147.0___NA__
