Name,BSE Code,NSE Code,Industry,Current Price,Number of equity shares 10years back,Average return on equity 5Years,Average return on equity 3Years,Book value 3years back,Book value 5years back,Book value 10years back,Inventory turnover ratio 3Years back,Inventory turnover ratio 5Years back,Inventory turnover ratio 7Years back,Inventory turnover ratio 10Years back,Exports percentage 3Years back,Exports percentage 5Years back,Average 5years dividend,Average return on capital employed 3Years,Average return on capital employed 5Years,Average return on capital employed 7Years,Average return on capital employed 10Years,Average return on equity 10Years,Average return on equity 7Years,Return on equity 5years growth,OPM 5Year,OPM 10Year,Number of Shareholders 1year back,Average dividend payout 3years,Average debtor days 3years,Debtor days 3years back,Debtor days 5years back,Return on assets 5years,Return on assets 3years,Historical PE 3Years,Historical PE 10Years,Historical PE 7Years,Historical PE 5Years,Market Capitalization 3years back,Market Capitalization 5years back,Market Capitalization 7years back,Market Capitalization 10years back,Average Working Capital Days 3years,Change in FII holding 3Years,Change in DII holding 3Years,Market Capitalization,join_key
Indrapr.Medical,532150.0,INDRAMEDCO,Healthcare,239.0,9.17,19.97,25.33,29.75,29.21,21.25,1.65,2.08,2.02,2.02,0.0,0.0,18.33,33.85,25.02,22.68,21.73,16.87,17.91,18.69,12.69,11.76,49833.0,34.77,19.2,40.1,35.29,12.27,16.85,12.34,15.89,13.42,11.04,492.28,352.48,487.24,356.15,-11.7,1.08,4.89,2190.93,532150.0_INDRAMEDCO
Indraprastha Gas,532514.0,IGL,Miscellaneous,516.45,70.0,20.7,20.79,83.88,72.32,29.97,47.19,71.71,47.35,59.64,0.0,0.0,474.6,27.49,27.11,27.94,28.57,20.49,20.48,3.2,19.77,20.75,305961.0,42.76,24.84,19.26,14.02,13.77,13.31,20.31,24.04,27.36,24.0,35864.54,21381.52,14209.3,4185.3,-79.82,-7.06,9.43,36151.54,532514.0_IGL
Indrayani Biotec,526445.0,__NA__,Hotels,62.71,,,20.74,5.76,84.61,,5.23,,,,0.0,0.0,0.0,17.42,9.86,9.86,9.86,,,,9.84,,21919.0,0.0,79.38,83.74,,,9.0,27.43,25.28,25.28,25.28,21.73,2.55,1.71,1.77,118.99,0.0,-15.29,285.56,526445.0___NA__
Indsil Hydro,522165.0,__NA__,Mining / Minerals / Metals,59.5,1.59,1.02,20.4,21.23,47.25,48.91,0.18,1.79,3.68,2.26,0.0,0.0,0.44,15.44,8.21,10.26,9.14,4.26,4.48,,3.41,8.35,10778.0,-7.44,14.73,47.43,30.17,2.21,7.66,2.91,11.15,6.37,4.27,31.93,172.17,108.35,28.12,297.69,-0.16,3.79,165.36,522165.0___NA__
Inducto Steel,532001.0,__NA__,Miscellaneous,61.01,0.4,0.83,2.33,100.07,103.53,97.55,16.67,6.03,1.94,20.51,0.0,0.0,0.0,5.66,3.01,2.95,6.3,1.67,0.83,-18.69,1.46,-0.12,892.0,0.0,38.27,12.5,7.61,0.35,1.54,29.27,20.31,28.74,27.84,5.62,4.96,10.93,14.0,45.18,0.0,0.0,24.52,532001.0___NA__
Indus Finance,531841.0,__NA__,Finance & Investments,23.5,0.93,-2.15,-3.75,14.18,13.72,17.58,,,,,0.0,0.0,0.06,1.45,2.59,2.06,3.24,-0.05,-1.33,22.74,28.17,27.84,1224.0,12.35,0.0,0.0,0.0,-1.47,-3.11,21.87,29.62,14.45,12.84,7.47,12.5,13.19,49.25,1661.17,0.0,0.0,21.75,531841.0___NA__
Indus Towers,534816.0,INDUSTOWER,Transmisson Line Towers / Equipment,382.15,189.38,22.4,22.1,58.91,73.22,89.87,,,,,0.0,0.0,2065.72,18.7,19.74,20.28,18.84,17.94,20.54,11.87,47.31,46.74,258997.0,15.5,79.3,100.14,29.46,11.42,9.83,13.69,19.34,15.34,13.9,66025.96,57966.72,60278.73,38428.38,53.54,-10.36,7.25,102987.02,534816.0_INDUSTOWER
IndusInd Bank,532187.0,INDUSINDBK,Banks - Private Sector,1457.6,52.95,12.76,13.85,560.73,500.43,201.05,,,,,0.0,0.0,683.13,7.09,7.06,7.27,7.76,13.49,13.08,4.63,54.29,56.59,378303.0,14.44,0.0,0.0,0.0,1.45,1.63,14.61,23.73,20.23,15.64,73814.52,107278.27,85245.16,26369.31,67.29,-11.8,10.35,113506.17,532187.0_INDUSINDBK
Infibeam Avenues,539807.0,INFIBEAM,Computers - Software - Medium / Small,30.74,170.2,3.6,3.92,10.85,10.54,,,,27.54,21.39,0.0,0.0,10.8,5.07,4.54,4.79,3.79,3.66,3.69,7.67,11.14,11.86,241947.0,11.28,16.55,39.36,7.7,2.81,2.92,45.65,63.27,49.19,45.14,6317.16,2746.48,4919.99,,12.92,0.46,0.05,8551.86,539807.0_INFIBEAM
Infinium Pharma,-1.0,INFINIUM,Pharmaceuticals - Indian - Bulk Drugs,220.0,,,53.3,,,,6.8,,,,0.0,0.0,0.0,35.61,34.68,34.68,34.68,,,,11.36,,,0.0,49.17,59.46,,,15.27,24.87,24.87,24.87,24.87,,,,,73.67,,,306.16,-1.0_INFINIUM
Inflame Applian.,541083.0,__NA__,Domestic Appliances,453.3,,-3.72,5.32,7.0,12.6,,2.25,1.75,,,0.0,7.41,0.0,7.83,-4.75,0.0,0.0,,,-40.0,5.55,,1072.0,0.0,102.69,237.52,62.92,-3.51,1.67,104.98,102.49,102.49,99.87,96.0,90.6,,,130.32,5.07,1.42,332.76,541083.0___NA__
Info Edg.(India),532777.0,NAUKRI,Miscellaneous,6912.6,12.02,4.92,5.92,419.0,179.21,117.71,,551.5,26.77,,0.0,0.0,174.65,10.15,4.35,5.84,5.81,4.9,5.1,-0.68,13.66,11.54,329992.0,-59.14,3.46,2.06,2.14,2.43,6.61,124.01,109.47,104.09,128.82,55126.68,22500.52,9711.84,6764.85,253.08,-6.83,6.14,89438.06,532777.0_NAUKRI
InfoBeans Tech.,543644.0,INFOBEAN,Computers - Software - Medium / Small,456.95,0.5,16.46,15.26,75.38,60.14,,,0.72,0.34,,0.0,0.0,2.9,19.24,19.01,19.43,22.92,17.69,16.66,-12.91,18.79,18.97,25237.0,7.32,75.73,79.93,68.12,11.94,10.49,29.54,14.56,15.42,23.27,347.15,168.11,,,57.44,0.29,-0.22,1113.53,543644.0_INFOBEAN
Infollion Resea.,-1.0,INFOLLION,Miscellaneous,236.5,,,49.36,,,,,,,,0.0,0.0,0.0,64.02,59.26,59.26,59.26,,,,17.83,,,0.0,53.74,86.61,,,37.05,28.64,28.64,28.64,28.64,,,,,66.09,,,229.19,-1.0_INFOLLION
Infomedia Press,509069.0,INFOMEDIA,Printing & Stationery,7.68,5.02,,,-8.75,-8.05,-4.71,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,15140.0,0.0,0.0,,,-29.19,-26.67,,,,,15.06,23.84,24.6,12.3,0.0,0.0,-0.25,38.54,509069.0_INFOMEDIA
Informed Techn.,504810.0,__NA__,Computers - Software - Medium / Small,81.1,,4.02,5.87,33.77,29.29,,,,,,0.0,100.0,0.0,6.23,3.54,2.7,2.7,,2.87,37.93,-28.11,,2654.0,0.0,49.73,42.77,66.2,3.38,5.24,17.28,16.96,16.96,16.83,10.01,14.09,10.07,6.57,532.91,0.0,-0.26,33.83,504810.0___NA__
Infosys,500209.0,INFY,Computers - Software - Large,1576.45,459.38,29.19,30.9,179.2,153.67,110.44,,,,,0.0,0.0,13005.32,39.12,36.98,35.27,34.67,26.69,27.72,6.23,24.98,25.53,2801574.0,63.28,67.68,70.09,65.46,19.54,19.84,27.75,20.74,23.35,26.53,582879.7,324982.96,234808.01,187579.19,41.51,0.72,13.64,654525.56,500209.0_INFY
Infronics Sys.,537985.0,__NA__,Computers - Software - Medium / Small,53.99,0.79,,,-1.08,-1.29,3.01,0.0,10.32,0.0,0.0,0.0,0.0,0.0,105.93,105.93,52.7,23.55,,,,19.61,6.13,988.0,0.0,70.37,152.91,182.5,13.92,22.24,48.43,48.65,48.43,48.43,4.55,5.03,5.59,,-36.97,0.0,0.0,42.8,537985.0___NA__
Ingersoll-Rand,500210.0,INGERRAND,Compressors / Drilling Equipment,4592.0,3.16,27.25,31.31,142.76,120.73,303.22,4.22,4.71,4.27,3.56,0.0,0.0,107.97,41.49,35.74,29.61,23.56,14.18,19.42,29.67,19.51,15.26,33856.0,81.04,82.6,107.63,82.79,17.69,20.71,47.3,34.68,33.74,42.09,2155.94,1972.84,2440.68,1465.86,54.06,1.45,0.73,14496.05,500210.0_INGERRAND
Inland Printers,530787.0,__NA__,Printing & Stationery,128.5,0.15,,-16.2,-4.64,-3.86,-1.2,,,,,,,0.0,-11.43,-558.57,-739.05,-612.62,,,,,,1300.0,0.0,0.0,,,-427.47,-12.44,,,,,4.33,5.32,8.06,3.84,0.0,0.0,-0.05,63.52,530787.0___NA__
Innocorp,531929.0,__NA__,Plastics Products,5.5,0.79,,,-0.92,-1.6,6.76,0.33,3.69,2.67,9.2,0.0,0.0,0.0,-16.15,-15.25,-18.45,-18.84,,,14.54,-45.0,-29.41,5140.0,0.0,164.02,228.12,50.34,-9.11,-11.3,1.29,1.3,1.3,1.3,0.82,1.71,2.36,3.16,1911.34,0.0,0.0,4.37,531929.0___NA__
Innokaiz India,543905.0,__NA__,Miscellaneous,46.52,,,,,,,,,,,0.0,0.0,0.0,66.14,70.42,70.42,70.42,,,,4.29,,,0.0,31.37,34.93,,,,11.33,11.33,11.33,11.33,,,,,10.89,,,47.56,543905.0___NA__
Innova Captab,544067.0,INNOVACAP,Pharmaceuticals - Indian - Bulk Drugs & Formln,505.85,,23.97,23.08,,,,4.03,5.55,,,0.0,0.0,0.0,24.26,25.5,25.5,25.5,,,,13.07,,,0.0,99.62,123.15,93.18,11.26,11.07,35.18,35.18,35.18,35.18,,,,,94.41,,,2894.72,544067.0_INNOVACAP
Innovana Think.,-1.0,INNOVANA,Computers - Software - Medium / Small,516.0,,29.34,26.99,32.41,24.33,,0.14,,,,94.33,0.0,0.67,30.69,37.18,49.01,49.01,,31.19,-7.35,39.59,,328.0,3.1,34.42,1.1,0.0,16.47,16.42,28.11,16.09,16.09,13.37,101.13,157.85,,,-52.16,0.14,-0.15,1057.8,-1.0_INNOVANA
Innovassynth Inv,533315.0,__NA__,Finance & Investments,29.0,,,,,,,,,,,,,,-2.23,-2.23,-2.23,-2.23,,,,,,27668.0,0.0,0.0,,,,,59.15,59.15,59.15,59.15,14.03,18.77,34.23,6.8,0.0,0.01,-1.87,70.4,533315.0___NA__
Innovative Ideal,541983.0,__NA__,Trading,25.5,,-23.21,-29.31,15.71,20.88,,0.47,0.56,1.15,,0.0,0.0,0.0,-14.28,-13.7,-2.66,0.2,,-10.88,,-95.55,,1526.0,0.0,592.37,279.8,195.86,-9.34,-8.67,,40.35,40.35,33.33,8.14,181.97,,,1341.74,0.0,0.0,29.02,541983.0___NA__
Innovative Tech,523840.0,__NA__,Plastics Products,30.63,2.19,-2.82,-6.04,19.03,20.04,11.86,6.84,7.75,8.69,11.36,0.0,0.0,0.0,6.22,8.21,10.54,13.93,5.31,0.31,-3.31,10.13,13.57,13758.0,0.0,47.16,65.85,55.06,-0.87,-1.74,36.26,19.08,22.61,18.97,42.01,63.8,144.2,58.6,20.44,0.0,0.0,68.81,523840.0___NA__
Innovators,541353.0,__NA__,Construction,211.25,1.03,5.42,6.6,63.76,63.27,,0.95,1.73,2.85,4.46,0.0,0.0,0.0,10.14,8.21,9.96,9.6,5.84,6.37,5.68,11.76,11.94,1049.0,0.0,72.85,168.01,125.24,2.99,3.5,65.63,30.81,30.81,33.91,74.91,109.43,,,196.41,-0.21,0.0,398.57,541353.0___NA__
Innovatus Enter.,543951.0,__NA__,Miscellaneous,47.7,,,13.37,,,,,,,,0.0,0.0,0.0,12.59,13.6,13.6,13.6,,,,7.16,,,0.0,177.04,217.42,,,6.73,18.56,18.56,18.56,18.56,,,,,129.17,,,18.88,543951.0___NA__
Inox Green,543667.0,INOXGREEN,Engineering - Turnkey Services,175.0,,-11.45,-3.85,,,,0.0,0.0,,,0.0,0.0,0.0,2.51,2.71,3.13,3.13,,,15.0,37.04,,85208.0,0.0,163.48,472.96,410.02,-2.66,-1.44,276.74,276.74,276.74,276.74,,,,,352.91,,,5138.05,543667.0_INOXGREEN
Inox India,544046.0,INOXINDIA,Packaging,1347.6,,30.69,30.62,,,,1.67,1.52,,,0.0,0.0,23.6,38.59,35.63,35.63,35.63,,,,21.68,,,25.96,47.36,71.59,83.24,14.87,15.99,63.43,63.43,63.43,63.43,,,,,41.46,,,12231.3,544046.0_INOXINDIA
Inox Wind,539083.0,INOXWIND,Electric Equipment,140.5,88.77,-23.57,-28.04,14.82,18.99,,0.48,0.28,0.15,4.82,0.0,0.0,0.0,-5.1,-5.81,-4.12,4.13,-5.8,-17.21,2.66,-13.12,6.85,53212.0,0.0,424.95,538.44,414.14,-6.3,-6.66,,12.99,12.71,,1549.04,1478.91,3782.49,,549.65,8.25,9.09,18318.32,539083.0_INOXWIND
Inox Wind Energy,543297.0,IWEL,Power Generation And Supply,6930.0,,,-17.66,,,,,,,,0.0,,,-5.68,-5.68,-5.68,-5.68,,,,,,10590.0,0.0,436.01,533.66,,,-7.2,,,,,,,,,567.51,-1.41,-3.87,8348.95,543297.0_IWEL
Insecticid.India,532851.0,INSECTICID,Pesticides / Agrochemicals - Indian,679.85,2.85,11.06,10.14,264.0,235.56,102.25,1.69,1.57,1.7,1.89,0.0,0.0,7.22,13.03,13.62,15.5,15.43,13.0,12.65,-12.11,9.5,10.81,16355.0,9.43,61.74,65.43,74.7,6.35,5.93,17.76,16.47,13.96,13.65,980.22,1367.5,1096.56,278.87,118.76,-0.56,-0.59,2012.21,532851.0_INSECTICID
Insolation Ener,543620.0,__NA__,Electric Equipment,3365.0,,,,,,,,,,,,,,41.73,41.73,41.73,41.73,,,,,,892.0,0.0,26.38,,,,,41.49,41.49,41.49,41.49,,,,,53.03,,,7009.95,543620.0___NA__
Inspire,-1.0,INSPIRE,Entertainment / Electronic Media Software,30.55,,,21.72,,,,,,,,0.0,,,22.43,22.43,22.43,22.43,,,,,,,0.0,145.83,146.15,,,6.08,0.02,0.02,0.02,0.02,,,,,104.01,,,41.58,-1.0_INSPIRE
Inspirisys Sol.,532774.0,INSPIRISYS,Computers - Software - Medium / Small,118.9,2.98,,,3.86,4.45,40.64,10.03,10.09,7.03,4.19,0.0,0.0,0.0,17.83,14.55,16.13,13.08,,,,4.2,3.6,7546.0,0.0,74.73,85.63,137.56,1.58,2.73,19.16,20.49,15.49,20.08,177.29,178.63,212.2,126.79,23.54,0.13,0.0,471.05,532774.0_INSPIRISYS
Intec Capital,526871.0,__NA__,Finance & Investments,16.49,1.84,-22.6,-24.04,35.86,26.16,86.52,,,,,0.0,0.0,0.0,-10.02,-8.43,-5.1,-0.26,-9.0,-19.04,-28.36,-134.92,34.13,1296.0,0.0,0.0,0.0,0.0,-9.47,-11.26,2.35,10.94,13.33,2.3,23.42,61.53,90.91,172.46,295.55,0.0,0.0,30.29,526871.0___NA__
Integ. Capital,539149.0,__NA__,Miscellaneous,3.97,3.62,3.14,5.98,1.62,1.55,,,,,,0.0,0.0,0.0,2.4,1.02,1.24,3.42,4.22,1.74,14.39,26.8,28.77,3161.0,0.0,97.46,16.85,34.65,1.89,4.1,5.65,5.67,4.9,3.14,7.29,4.91,7.95,,-464.38,0.0,0.0,14.14,539149.0___NA__
Integ. Hitech,532303.0,__NA__,Computers - Software - Medium / Small,6.79,1.0,-16.78,-29.25,10.59,10.65,10.79,,,,,0.0,0.0,0.0,-37.53,-22.86,-19.02,-14.16,-7.84,-11.57,,-2165.79,-540.54,21081.0,0.0,23441.11,6570.0,3847.71,-22.63,-37.17,,,,,4.57,4.57,4.57,3.95,30132.78,0.0,0.0,6.79,532303.0___NA__
Integ. Industrie,531889.0,__NA__,Trading,215.05,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,5962.0,,107.47,,,,,128.21,128.21,128.21,128.21,1.28,0.7,0.79,1.06,30.89,5.85,-0.15,412.0,531889.0___NA__
Integ. Proteins,519606.0,__NA__,Solvent Extraction,15.83,0.37,1.53,2.12,6.67,6.61,6.53,,,,,,,0.0,2.41,1.85,1.94,2.43,1.78,1.26,34.24,,,1757.0,0.0,0.0,,,1.4,1.95,184.19,178.62,182.12,184.19,1.19,0.9,0.82,0.72,-73.36,0.0,0.0,5.82,519606.0___NA__
Integra Capital,531314.0,__NA__,Finance & Investments,18.2,0.47,2.98,5.98,8.59,7.76,8.08,0.0,,4.68,3.8,0.0,0.0,0.0,6.21,3.46,3.38,3.66,3.29,3.04,52.96,31.12,16.38,957.0,0.0,5.84,92.91,176.61,2.65,5.56,22.8,30.85,27.61,26.54,4.8,21.33,10.06,7.78,2723.87,0.0,0.0,8.55,531314.0___NA__
Integra Engg.,505358.0,__NA__,Engineering,266.75,3.42,24.19,25.89,10.09,8.48,3.34,3.05,3.19,3.71,1.94,0.0,0.0,0.0,23.08,20.97,21.22,16.4,24.73,27.36,-19.92,15.1,12.96,19727.0,0.0,119.56,140.36,107.18,11.44,13.18,34.64,37.84,31.08,27.77,91.43,184.75,111.3,35.58,139.68,0.03,0.0,916.69,505358.0___NA__
Integra Essentia,535958.0,ESSENTIA,Trading,4.07,,,,,,,,,,,,,,15.54,15.54,15.54,15.54,,,,,,30374.0,0.0,36.37,,,,,47.86,47.86,47.86,47.86,68.28,25.6,49.07,20.27,8.84,0.13,-4.29,434.55,535958.0_ESSENTIA
Integra Switch,517423.0,__NA__,Electric Equipment,168.7,0.32,-22.78,-26.95,2.57,3.14,4.93,,,,0.12,,0.0,0.0,-18.85,-13.69,-10.84,-10.12,-15.33,-18.04,-0.92,,,2075.0,0.0,0.0,,9672.5,-13.44,-17.56,,,,,1.37,1.37,1.37,1.37,0.0,0.0,0.0,53.77,517423.0___NA__
Integra Tele.,536868.0,__NA__,Computers - Software - Medium / Small,6.86,1.06,4.28,7.55,8.07,8.24,10.67,,,,1.79,0.0,0.0,0.0,8.39,4.48,2.86,0.55,0.27,2.79,34.97,65.75,,,0.0,1178.46,,,3.95,7.49,26.82,30.94,30.94,30.94,43.51,53.86,51.32,,1242.45,0.0,0.0,7.24,536868.0___NA__
Integrated Perso,-1.0,IPSL,Miscellaneous,146.0,,,18.67,,,,,,,,0.0,0.0,0.0,17.26,16.5,16.5,16.5,,,,4.08,,341.0,0.0,73.04,77.17,,,7.63,12.31,12.31,12.31,12.31,,,,,68.51,,,105.22,-1.0_IPSL
Intellect Design,538835.0,INTELLECT,Computers - Software - Medium / Small,1112.35,12.3,15.02,16.22,104.74,78.96,50.34,,,,,0.0,0.0,23.09,21.26,17.5,15.61,11.07,,14.25,0.34,19.99,13.67,112927.0,12.41,66.24,45.52,51.05,9.81,11.71,29.77,32.14,32.14,32.09,9840.11,2679.64,1345.55,,72.45,0.52,1.45,15264.88,538835.0_INTELLECT
Intense Tech.,532326.0,INTENTECH,Computers - Software - Medium / Small,147.65,1.93,19.67,15.7,34.04,26.22,29.1,,,29.5,,0.0,0.0,1.15,20.57,26.81,23.9,16.31,,18.24,-9.68,24.67,17.23,18921.0,9.41,184.3,268.73,186.62,17.24,13.14,9.05,8.55,8.15,8.15,71.2,84.06,343.59,75.1,178.46,-1.38,0.0,346.5,532326.0_INTENTECH
Inter Globe Fin,511391.0,__NA__,Finance & Investments,83.78,0.68,3.59,5.19,129.93,130.92,135.88,1.6,0.26,0.82,7.31,0.0,0.0,0.0,7.95,6.05,5.53,4.34,2.17,2.84,48.23,7.8,5.8,6564.0,0.0,1.97,0.26,0.0,2.97,4.23,11.52,10.85,10.4,10.31,9.04,5.33,16.85,7.89,153.36,0.0,0.0,57.14,511391.0___NA__
Inter State Oil,530259.0,__NA__,Miscellaneous,38.09,0.5,6.04,6.33,30.07,25.06,25.76,,,,,0.0,0.0,0.0,9.13,8.76,6.56,6.45,3.05,3.14,18.89,8.05,8.1,3574.0,0.0,69.54,73.47,69.78,3.03,3.14,9.14,10.51,10.94,10.58,4.49,6.48,5.61,3.73,71.55,0.0,0.0,19.01,530259.0___NA__
Interactive Fin,539692.0,__NA__,Finance & Investments,24.39,0.3,9.85,11.17,16.13,13.64,,,,,,0.0,0.0,0.0,17.63,14.28,14.48,10.1,8.21,10.25,-15.97,50.37,34.57,2358.0,0.0,15.61,63.79,30.12,9.38,11.49,3.8,5.98,5.47,4.42,1.61,9.96,9.42,,647.28,0.0,0.0,7.35,539692.0___NA__
Interglobe Aviat,539448.0,INDIGO,Transport - Airlines,4250.55,0.03,,,1.84,152.35,,12.9,50.77,45.53,53.26,0.0,0.0,0.0,6.68,2.24,7.33,19.71,,,,13.74,12.54,106266.0,0.0,3.86,5.46,4.64,-4.38,-1.5,20.33,20.5,23.75,26.13,62815.39,54899.06,38004.79,,-57.98,4.49,11.11,164062.59,539448.0_INDIGO
Interiors,-1.0,INM,Miscellaneous,264.0,,,73.74,,,,,,,,0.0,,,37.93,37.93,37.93,37.93,,,,,,,0.0,56.54,79.02,,,18.63,8.17,8.17,8.17,8.17,,,,,218.94,,,184.68,-1.0_INM
Interworld Digi.,532072.0,__NA__,Computers - Software - Medium / Small,0.55,47.84,-0.11,0.04,2.54,2.54,2.64,,,2.0,21.15,,,0.0,-0.12,-0.2,-0.4,-0.37,-0.37,-0.35,9.98,,,13072.0,0.0,70654.54,,,-0.1,0.0,17.5,82.0,17.5,17.5,7.18,7.18,7.18,15.79,54128.15,0.0,0.0,26.31,532072.0___NA__
Intl. Combustion,505737.0,__NA__,Engineering,1555.0,0.24,5.24,10.76,373.8,396.31,386.27,1.29,1.35,1.57,1.33,0.0,0.0,0.48,15.36,8.44,6.9,5.16,2.78,3.92,37.92,7.33,6.12,4861.0,8.71,78.62,97.22,110.89,2.76,6.07,17.5,20.56,17.92,18.19,37.18,60.31,144.63,39.83,95.01,0.0,0.0,371.65,505737.0___NA__
Intl. Conveyors,509709.0,INTLCONV,Miscellaneous,83.59,6.75,14.34,16.53,22.81,18.12,11.01,3.97,2.56,2.47,2.5,0.0,0.0,5.79,18.39,15.27,11.5,9.16,7.87,9.84,53.61,12.3,8.92,19091.0,25.89,43.43,36.38,110.15,8.6,10.6,16.75,27.34,25.89,22.94,293.62,179.55,128.25,73.98,389.18,-17.66,0.0,529.78,509709.0_INTLCONV
Intl. Data Mgt.,517044.0,__NA__,Computers - Software - Medium / Small,25.5,,,,-10.0,-9.59,,,,,,,,0.0,-138.36,-86.25,-79.72,-79.72,,,,,,17069.0,0.0,0.0,,,-80.8,-129.3,,,,,0.86,2.07,4.39,3.58,0.0,0.0,0.0,5.61,517044.0___NA__
Intl. Travel Hse,500213.0,__NA__,Travel Agencies,614.5,0.8,-2.23,11.6,131.84,188.15,181.76,,,,,0.0,0.0,1.36,9.79,-2.16,-0.26,3.81,2.2,-0.57,67.22,1.9,7.43,9116.0,9.2,143.87,188.68,233.34,-1.88,7.28,15.29,16.29,18.42,15.78,46.85,110.92,156.37,126.55,93.65,0.0,0.0,491.0,500213.0___NA__
Intrasoft Tech.,533181.0,ISFT,Miscellaneous,127.5,1.47,4.81,5.87,104.17,100.39,53.97,0.0,0.0,0.01,0.07,0.0,0.0,1.18,6.66,5.4,5.58,6.48,5.81,4.86,19.31,2.46,2.21,9554.0,9.67,2.95,1.17,5.07,2.48,3.12,20.66,27.25,22.93,20.73,98.04,192.69,486.81,61.87,71.65,-13.18,0.0,207.98,533181.0_ISFT
Inv.& Prec.Cast.,504786.0,__NA__,Castings & Forgings,575.0,0.5,3.37,5.67,146.66,145.98,97.1,0.85,0.71,1.19,1.42,7.61,0.0,0.36,9.07,7.21,9.23,9.57,5.92,5.94,-7.22,12.52,14.22,3385.0,29.65,77.68,97.96,62.71,1.28,2.21,33.02,30.61,29.05,28.7,89.97,145.3,113.0,26.5,114.49,0.0,0.0,287.52,504786.0___NA__
Inventure Grow.,533506.0,INVENTURE,Finance & Investments,3.02,84.0,5.01,6.02,2.2,2.04,2.15,0.02,0.15,115.1,0.14,0.0,0.0,0.0,8.16,7.06,5.5,5.24,2.96,3.73,39.28,33.25,14.57,233946.0,0.0,45.91,53.45,14.34,3.59,4.36,20.0,23.75,24.38,21.79,246.12,109.2,107.52,82.32,68.08,-0.03,0.0,253.68,533506.0_INVENTURE
Invigorated Bus.,511716.0,__NA__,Finance & Investments,6.54,4.03,,,-44.34,-44.35,-44.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-166.67,-158.37,24212.0,0.0,0.0,,0.0,-3.0,-5.88,155.33,81.5,97.0,79.38,12.88,12.24,49.95,13.32,-29991.16,0.0,0.0,26.32,511716.0___NA__
IOL Chemicals,524164.0,IOLCP,Pharmaceuticals - Indian - Bulk Drugs & Formln,407.1,4.77,20.97,10.44,214.7,141.37,42.22,4.78,6.01,3.15,1.62,0.0,0.0,25.72,14.73,33.44,34.03,25.07,19.97,23.28,-34.03,18.1,17.48,140177.0,17.54,80.78,55.73,43.13,17.9,7.77,15.0,13.95,12.33,10.41,3233.79,1084.84,353.81,55.61,80.29,-3.65,0.25,2389.9,524164.0_IOLCP
ION Exchange,500214.0,IONEXCHANG,Engineering,654.45,14.53,26.39,24.53,34.48,24.75,10.74,6.93,7.36,5.99,6.9,0.0,0.0,11.67,32.3,34.42,33.23,29.6,24.38,26.27,-5.76,12.34,10.64,31155.0,6.54,130.22,113.05,133.21,9.61,10.13,23.7,24.18,20.48,20.1,1916.64,584.01,570.37,138.47,5.36,4.14,4.37,9598.59,500214.0_IONEXCHANG
IP Rings,523638.0,__NA__,Auto Ancillaries,195.2,,,,,,,,,,,,,,5.06,5.06,5.06,5.06,,,,,,6457.0,35.62,88.15,,,,,19.5,19.5,19.5,19.5,96.34,131.26,161.55,35.27,58.6,0.0,0.0,247.43,523638.0___NA__
Ipca Labs.,524494.0,IPCALAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,1142.95,25.24,15.02,11.47,185.32,143.08,87.5,1.33,1.54,1.46,1.45,54.92,0.0,83.67,14.86,18.9,17.19,14.76,13.31,14.51,-8.37,20.3,18.46,110296.0,14.09,65.14,54.92,66.41,11.37,8.23,35.33,34.32,34.33,31.47,24149.2,12405.8,7873.11,10662.13,140.52,-7.3,8.93,28997.13,524494.0_IPCALAB
IRB Infra. Trust,-1.0,IRBIT,Construction,220.22,,,,,,,,,,,,,,3.45,3.45,3.45,3.45,,,,,,,-31.01,1.1,,,,,,,,,,,,,-185.66,,,24525.75,-1.0_IRBIT
IRB Infra.Devl.,532947.0,IRB,Construction,65.13,351.45,4.97,4.59,19.64,19.02,12.41,1.26,1.16,0.21,1.68,0.0,0.0,231.41,8.82,9.92,10.52,10.59,8.08,6.78,-20.48,44.2,46.81,203654.0,47.01,64.36,23.44,6.18,1.17,1.3,29.71,14.04,18.33,26.05,3816.75,5092.51,8308.28,3433.28,90.56,32.8,-5.75,39332.02,532947.0_IRB
IRB InvIT Fund,540526.0,IRBINVIT,Construction,65.49,,6.33,8.38,74.99,79.68,,,,,,0.0,0.0,1195.11,8.52,7.12,7.02,7.02,,5.96,22.4,75.33,,,540.52,0.0,0.0,0.12,2.21,2.79,11.39,12.73,12.73,11.74,3099.87,3871.35,,,-61.17,,,3801.7,540526.0_IRBINVIT
Ircon Intl.,541956.0,IRCON,Construction,269.8,19.8,13.43,15.23,46.82,44.35,,2.66,1.14,2.45,0.28,0.0,0.0,234.65,16.08,14.71,13.41,15.35,12.8,12.85,8.01,8.14,9.49,297623.0,35.98,29.52,43.04,50.66,4.58,5.12,9.17,9.38,9.38,9.45,4152.31,3783.63,,,-55.21,2.34,0.37,25375.11,541956.0_IRCON
