Name,BSE Code,NSE Code,Industry,Current Price,Debt,Equity capital,Preference capital,Reserves,Secured loan,Unsecured loan,Balance sheet total,Gross block,Revaluation reserve,Accumulated depreciation,Net block,Capital work in progress,Investments,Current assets,Current liabilities,Book value of unquoted investments,Market value of quoted investments,Contingent liabilities,Total Assets,Working capital,Lease liabilities,Inventory,Trade receivables,Face value,Cash Equivalents,Advance from Customers,Trade Payables,Number of equity shares preceding year,Debt preceding year,Working capital preceding year,Net block preceding year,Gross block preceding year,Capital work in progress preceding year,Working capital 3Years back,Working capital 5Years back,Working capital 7Years back,Working capital 10Years back,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back,Net block 3Years back,Net block 5Years back,Net block 7Years back,Market Capitalization,join_key
Lloyds Engineeri,539992.0,LLOYDSENGG,Engineering,71.67,75.31,114.46,0.0,296.74,3.19,49.01,571.28,65.06,0.0,31.72,77.49,10.65,4.9,448.28,139.57,0.0,0.0,57.9,571.28,367.58,14.49,101.98,151.81,1.0,125.22,89.13,28.0,104.69,52.2,188.98,33.34,65.06,25.55,99.59,94.29,86.12,0.04,4.81,1.18,0.0,0.0,14.04,11.54,11.52,8203.62,539992.0_LLOYDSENGG
Lloyds Enterpris,512463.0,__NA__,Trading,32.29,124.87,127.21,0.0,1537.5,96.68,28.19,2406.05,196.21,0.0,87.11,109.09,10.65,1245.98,795.36,332.77,0.0,951.1,130.63,2406.05,570.52,15.0,219.18,152.35,1.0,179.1,65.64,28.71,127.21,69.92,233.42,33.34,65.08,25.55,1.95,0.06,0.13,,2.12,0.0,0.0,,0.0,0.0,0.0,4107.71,512463.0___NA__
Lloyds Luxuries,-1.0,LLOYDS,Miscellaneous,105.65,0.0,22.5,0.0,39.95,0.0,0.0,68.19,35.23,0.0,16.52,18.4,0.78,0.02,10.2,4.92,10.07,0.0,0.0,68.19,5.28,0.0,5.28,0.89,10.0,2.53,1.8,1.97,2.25,0.0,-1.23,18.71,35.23,1.36,0.33,,0.18,,33.08,,6.11,,14.87,,9.19,239.33,-1.0_LLOYDS
Lloyds Metals,512455.0,LLOYDSME,Mining / Minerals / Metals,749.0,32.2,50.53,0.0,2760.41,0.0,4.37,3936.37,914.97,0.0,382.6,1233.77,1268.15,29.27,1127.02,985.45,0.0,0.0,100.06,3936.37,145.08,32.2,231.09,79.91,1.0,286.95,305.82,395.07,50.48,4.37,438.17,532.37,914.97,373.1,107.72,108.45,61.27,-57.85,154.95,92.51,26.03,21.42,361.67,358.18,319.89,37843.47,512455.0_LLOYDSME
Logica Infoway,543746.0,__NA__,Trading,254.75,107.93,2.85,0.0,44.18,41.81,22.1,218.24,3.74,0.0,3.26,0.9,0.0,12.77,192.93,154.5,0.08,0.0,0.0,218.24,144.63,0.0,92.81,80.79,10.0,0.67,0.09,41.9,1.71,63.91,103.27,0.48,3.74,0.0,67.39,,,,44.14,,,,0.64,,,435.73,543746.0___NA__
Lokesh Mach.,532740.0,LOKESHMACH,Engineering,417.1,118.05,18.5,0.0,177.5,88.09,0.0,390.58,252.67,0.0,130.19,171.43,15.85,1.3,187.6,132.67,0.0,0.0,30.16,390.58,127.68,0.0,117.45,48.4,10.0,8.49,0.0,36.63,1.79,88.09,108.53,122.48,252.67,15.68,108.5,85.33,79.61,54.05,87.0,77.13,97.36,125.07,116.23,101.75,85.71,771.51,532740.0_LOKESHMACH
Longspur Intl,504340.0,__NA__,Trading,7.52,0.0,13.65,0.0,15.34,0.0,0.49,30.93,0.12,0.0,0.06,0.03,0.0,1.0,0.31,1.94,0.0,0.0,0.0,30.93,-1.63,0.0,0.0,0.0,10.0,0.12,0.0,1.56,1.24,0.49,-1.47,0.06,0.12,0.0,-0.89,1.76,0.6,0.8,1.47,0.0,0.31,0.0,0.01,0.03,0.05,10.26,504340.0___NA__
Longview Tea,526568.0,__NA__,Trading,40.97,0.0,3.0,0.0,14.81,0.0,0.05,18.04,0.42,0.0,0.07,0.31,0.0,7.85,14.83,0.2,0.0,0.2,0.33,18.04,14.63,0.0,0.0,0.0,10.0,0.17,0.0,0.0,0.3,0.05,9.36,0.35,0.42,0.0,8.44,7.32,5.71,6.4,0.0,0.0,0.6,0.6,0.31,0.0,0.0,12.29,526568.0___NA__
Looks Health,534422.0,__NA__,Healthcare,6.26,0.0,10.5,0.0,4.3,0.0,0.0,14.85,1.49,0.0,0.85,0.5,0.0,0.0,0.21,0.01,0.0,0.0,0.08,14.85,0.2,0.0,0.0,0.0,10.0,0.08,0.0,0.0,1.05,0.0,0.29,0.64,1.49,0.0,0.19,-0.02,0.0,5.29,0.0,0.0,8.4,0.0,0.93,1.35,1.63,6.57,534422.0___NA__
Lords Chloro,500284.0,LORDSCHLO,Chlor Alkali / Soda Ash,132.5,43.11,25.15,0.0,139.33,9.75,12.73,262.35,226.96,0.0,103.25,135.13,24.09,0.35,86.78,33.28,0.0,0.27,0.0,262.35,66.14,6.27,21.83,25.7,10.0,33.85,3.02,8.85,2.52,22.48,73.39,123.7,226.96,10.85,36.97,18.6,28.2,6.79,64.62,68.15,67.36,17.29,120.76,124.33,82.79,333.24,500284.0_LORDSCHLO
Lords Ishwar,530065.0,__NA__,Hotels,17.0,2.83,7.47,0.0,-1.92,0.0,3.1,9.37,15.89,0.0,10.04,5.72,0.0,1.01,2.43,0.66,0.0,0.0,0.04,9.37,1.77,0.0,0.49,1.01,10.0,0.58,0.0,0.2,0.75,3.1,1.49,5.85,15.89,0.0,1.01,1.86,1.4,3.13,3.1,4.27,4.74,4.78,5.96,6.46,7.03,12.7,530065.0___NA__
Lorenzini Appar.,540952.0,LAL,Textiles - Processing,22.36,19.0,15.67,0.0,5.04,5.66,10.22,62.16,14.49,0.0,6.26,5.98,0.0,9.89,54.68,31.08,0.03,0.0,0.12,62.16,37.65,3.0,32.19,11.67,1.0,0.19,0.08,10.05,15.7,15.88,21.86,8.23,14.49,0.0,16.72,11.76,4.01,,8.94,3.26,2.23,,2.3,1.7,1.88,350.39,540952.0_LAL
Lotus Chocolate,523475.0,__NA__,Food - Processing - Indian,590.0,5.29,12.84,,26.29,,,69.77,,,,15.64,0.58,0.0,48.27,22.4,,,,69.77,31.16,0.0,10.92,26.9,10.0,5.69,,15.48,,,,,,,,,,,,,,,,,,757.53,523475.0___NA__
Lotus Eye Hospit,532998.0,LOTUSEYE,Healthcare,57.81,0.0,20.8,0.0,38.61,0.0,0.67,66.63,90.18,0.0,46.0,48.65,0.08,0.0,14.02,6.23,0.0,0.0,0.88,66.63,7.79,0.0,3.21,1.26,10.0,7.04,0.33,3.46,2.08,0.67,10.0,44.18,90.18,0.0,8.05,1.06,2.57,-0.11,0.4,0.22,0.48,0.18,40.54,44.14,41.32,120.25,532998.0_LOTUSEYE
Lovable Lingerie,533343.0,LOVABLE,Textiles - Products,139.45,10.06,14.8,0.0,161.54,3.89,2.64,210.74,47.25,0.0,22.04,23.8,0.0,89.86,86.59,15.79,0.0,0.0,1.83,210.74,77.7,3.16,55.01,21.87,10.0,0.45,0.0,6.7,1.48,6.53,70.68,25.21,47.25,0.0,55.39,83.46,99.04,57.6,0.0,0.0,14.63,11.5,23.66,24.72,45.74,206.39,533343.0_LOVABLE
Loyal Equipments,539227.0,__NA__,Engineering,209.65,12.22,10.2,0.0,19.38,10.57,1.53,53.93,27.22,0.0,13.0,13.05,0.0,0.09,39.45,20.47,0.0,0.0,0.0,53.93,28.83,0.0,17.08,12.87,10.0,8.31,3.4,3.55,1.02,12.1,21.07,14.22,27.22,0.0,22.01,17.36,8.88,3.91,15.43,7.71,4.04,2.06,10.31,4.88,5.13,213.85,539227.0___NA__
Loyal Textile,514036.0,LOYALTEX,Textiles - Composite,595.7,622.16,4.82,0.0,285.77,662.27,0.0,1087.45,637.37,0.0,306.58,333.46,0.0,2.01,721.03,795.27,0.0,0.0,0.0,1087.45,547.92,0.0,415.59,158.49,10.0,16.86,0.0,111.96,0.48,662.27,634.5,330.79,637.37,3.1,278.09,253.17,214.47,160.17,379.52,486.1,559.93,583.38,318.67,392.2,452.03,287.14,514036.0_LOYALTEX
LTIMindtree,540005.0,LTIM,Computers - Software - Large,5486.7,2070.6,29.6,0.0,19987.6,40.7,2029.9,27544.3,8572.3,0.0,3591.5,4980.8,550.7,8743.6,12093.0,5743.2,1541.3,8096.3,712.8,27544.3,6693.2,2029.9,3.0,5706.0,1.0,2816.0,0.0,1493.9,29.58,1541.2,7315.4,3679.1,6890.4,902.3,2031.6,1783.6,1144.4,720.16,798.3,0.0,0.0,110.01,1906.0,929.9,541.9,162495.96,540005.0_LTIM
Lucent Industrie,539682.0,__NA__,Miscellaneous,123.65,5.0,15.0,0.0,-0.64,0.0,3.9,19.37,0.0,0.0,0.0,0.0,0.0,18.36,1.0,0.01,0.0,0.0,0.0,19.37,0.99,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.5,3.9,0.02,0.0,0.0,0.0,2.09,14.68,5.21,1.01,3.52,0.0,0.0,0.0,0.0,0.18,0.26,185.48,539682.0___NA__
Ludlow Jute,526179.0,__NA__,Textiles - Jute - Yarn / Products,85.8,120.15,10.8,0.0,154.35,105.1,15.6,365.5,304.98,0.0,124.57,189.65,2.87,0.15,169.22,180.57,0.0,0.0,13.73,365.5,92.82,0.33,124.05,34.09,10.0,0.85,0.0,60.52,1.08,120.7,108.54,180.41,304.98,12.08,96.18,78.97,58.54,14.04,99.16,74.52,45.32,9.07,161.38,151.13,141.67,92.41,526179.0___NA__
Luharuka Media,512048.0,__NA__,Finance & Investments,4.61,0.88,9.37,0.0,6.07,0.0,0.0,16.57,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.25,0.0,0.0,0.0,16.57,1.04,0.0,0.0,0.02,1.0,1.25,0.0,0.0,9.37,0.0,6.63,0.0,0.0,0.0,7.76,5.29,3.72,0.92,1.3,0.87,0.56,0.65,0.0,0.01,0.02,43.22,512048.0___NA__
Lumax Auto Tech.,532796.0,LUMAXTECH,Auto Ancillaries,585.0,809.91,13.63,0.0,775.98,525.11,139.02,2598.81,1396.68,0.0,368.38,1013.88,35.85,405.82,1317.82,1110.51,0.0,0.0,13.94,2598.81,584.69,129.62,248.82,585.43,2.0,75.1,49.62,485.82,6.82,664.13,307.27,1028.3,1396.68,12.86,146.58,143.46,79.95,2.34,98.4,69.74,35.22,51.89,380.72,307.46,248.18,3987.25,532796.0_LUMAXTECH
Lumax Industries,517206.0,LUMAXIND,Auto Ancillaries,2801.3,722.59,9.35,0.0,662.2,317.24,113.28,2601.0,1163.02,0.0,414.23,968.33,177.71,178.86,1213.58,1518.95,0.0,0.0,64.41,2601.0,145.72,125.58,581.54,347.83,10.0,46.52,70.45,698.08,0.93,430.52,91.56,748.79,1163.02,42.98,11.41,-109.62,-108.29,,338.13,139.68,92.4,,627.14,549.45,418.71,2619.22,517206.0_LUMAXIND
Lupin,500257.0,LUPIN,Pharmaceuticals - Indian - Bulk Drugs & Formln,1603.55,2921.77,91.14,0.0,14199.15,0.0,4541.52,23997.18,18077.42,0.0,9722.18,9055.16,595.67,1074.63,13447.65,8501.5,0.0,0.0,393.72,23997.18,7712.64,251.86,4953.9,4692.05,2.0,1202.54,15.25,2958.11,45.5,4541.52,7073.78,8355.24,18077.42,1237.99,8027.74,7194.06,6022.54,3696.87,5129.08,8496.07,7966.09,653.74,7880.76,11086.71,11032.93,73108.43,500257.0_LUPIN
Lux Industries,539542.0,LUXIND,Textiles - Composite,1424.0,210.88,6.26,2.0,1560.41,207.91,57.88,2189.35,377.47,0.0,89.58,343.03,3.09,206.0,1824.51,601.96,0.0,93.05,52.64,2189.35,1410.09,0.0,644.33,723.63,2.0,52.67,3.82,336.34,3.01,265.79,1265.35,287.89,377.47,49.82,856.86,459.03,,,134.84,180.89,,,199.47,132.38,,4282.2,539542.0_LUXIND
LWS Knitwear,531402.0,__NA__,Trading,49.76,19.48,5.06,0.0,7.13,9.29,6.68,43.17,1.31,0.0,1.01,0.39,0.0,0.0,37.51,17.06,0.0,0.0,0.0,43.17,26.01,0.0,14.84,17.72,10.0,0.41,0.0,10.75,0.51,15.97,16.3,0.3,1.31,0.0,3.28,4.8,5.76,-0.13,0.55,0.6,4.91,0.79,0.5,0.69,0.2,25.18,531402.0___NA__
Lyka Labs,500259.0,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,108.5,58.66,33.09,1.08,35.06,4.01,70.02,156.72,157.96,0.0,89.87,58.78,21.97,0.09,50.65,37.64,0.0,0.0,23.9,156.72,27.5,2.08,9.57,26.99,10.0,5.95,0.97,12.1,3.07,74.03,20.36,68.1,157.96,16.23,-9.67,-33.45,-52.43,,162.63,95.53,125.63,,98.19,107.73,132.9,359.03,500259.0_LYKALABS
Lykis,530689.0,__NA__,Trading,57.48,88.78,19.93,0.0,11.56,123.61,19.99,141.27,8.31,0.0,3.24,4.53,0.0,0.83,133.01,105.75,0.0,0.0,0.51,141.27,112.39,4.16,9.85,96.68,10.0,7.02,0.79,11.43,1.94,143.6,164.64,5.08,8.31,0.0,46.58,47.25,94.33,46.96,51.34,42.91,85.9,45.49,3.22,13.0,12.98,111.38,530689.0___NA__
Lynx Machinery,505320.0,__NA__,Miscellaneous,125.5,9.17,0.6,0.0,-1.61,0.0,1.31,8.68,0.12,0.0,0.06,0.05,0.0,0.0,7.81,0.52,0.0,0.0,0.0,8.68,7.29,0.0,0.0,0.24,10.0,0.34,0.0,0.0,0.06,1.31,-0.64,0.06,0.12,0.0,-0.58,-0.34,0.18,-0.55,0.53,0.0,0.0,0.08,0.58,0.6,0.56,7.53,505320.0___NA__
Lypsa Gems,534532.0,LYPSAGEMS,Trading,5.69,0.0,29.48,0.0,2.22,0.0,6.0,75.5,6.59,0.0,3.44,2.91,0.0,0.0,72.59,43.46,0.0,0.0,0.0,75.5,29.13,0.0,0.86,71.24,10.0,0.45,0.0,6.14,2.95,6.0,67.03,3.15,6.59,0.0,116.87,157.61,110.28,50.95,20.6,26.54,23.96,21.12,3.69,4.68,5.4,16.77,534532.0_LYPSAGEMS
M & M,500520.0,M&M,Automobiles - Passenger Cars,2864.35,106625.52,557.38,0.0,65633.17,47246.27,45000.58,236300.73,52089.81,0.0,24949.83,32707.38,3461.33,35208.1,98265.64,75545.65,4847.39,45788.02,7053.04,236300.73,58811.9,3422.29,18590.47,7459.4,5.0,12012.75,0.0,25665.64,124.35,92246.85,40817.07,27139.98,52089.81,3968.58,15844.94,15230.5,14376.27,12586.74,80624.83,70848.3,48761.91,35166.79,21379.68,28982.74,20989.01,356190.23,500520.0_M&M
M & M Fin. Serv.,532720.0,M&MFIN,Finance & Investments,304.6,98319.13,246.88,0.0,19686.37,64322.42,17106.14,123715.79,1608.52,0.0,737.92,1113.4,0.0,9598.46,5233.49,5236.3,10064.11,0.0,2166.6,123715.79,-2.81,0.0,0.0,173.35,2.0,3455.01,0.0,1679.02,123.56,81428.56,1991.76,870.6,1608.52,2.64,418.77,-2769.15,9644.6,6662.04,65100.95,58801.62,40643.76,25892.93,399.04,201.45,133.39,37636.01,532720.0_M&MFIN
M B Agro Prod.,-1.0,MBAPL,Fertilizers,231.32,286.55,43.81,0.0,304.55,321.72,0.93,794.67,300.4,0.0,97.25,196.81,31.59,0.0,516.68,336.07,0.0,0.0,0.38,794.67,423.07,0.1,202.95,232.44,10.0,10.6,16.1,68.95,8.76,322.65,464.27,203.15,300.4,0.0,63.05,37.19,25.16,11.9,70.32,26.47,33.56,9.67,85.14,92.51,93.95,2026.99,-1.0_MBAPL
M E T S,538401.0,__NA__,Healthcare,170.05,5.35,5.51,0.0,25.02,0.0,4.79,57.27,11.42,0.0,2.96,8.44,3.48,0.0,45.05,25.31,0.0,0.0,0.0,57.27,25.05,0.0,5.53,15.72,10.0,23.02,0.17,3.63,0.55,4.79,23.06,8.46,11.42,0.0,16.8,8.68,7.42,5.25,2.1,2.56,3.88,3.53,7.89,8.22,8.44,93.72,538401.0___NA__
M K Exim India,538890.0,__NA__,Trading,72.76,0.62,40.37,0.0,41.11,0.07,2.36,83.59,9.17,0.0,2.23,9.88,0.0,1.12,72.16,1.97,0.0,0.0,0.0,83.59,70.69,0.0,6.0,14.34,10.0,22.85,4.13,0.15,4.04,2.43,60.0,6.94,9.17,0.0,36.3,21.07,19.78,16.93,2.83,3.69,4.26,2.13,1.7,2.08,2.31,293.71,538890.0___NA__
M K Proteins,543919.0,MKPL,Solvent Extraction,12.48,20.08,37.54,0.0,23.54,44.52,0.0,96.25,11.47,0.0,9.12,2.77,5.9,0.0,85.84,33.96,0.0,0.0,0.0,96.25,70.99,0.99,79.27,3.57,1.0,0.09,0.4,11.49,37.5,44.52,91.77,2.36,11.47,0.0,50.8,38.22,27.05,23.12,25.13,26.16,30.77,27.92,2.45,4.39,6.98,468.45,543919.0_MKPL
M Lakhamsi Ind,512153.0,__NA__,Trading,3.76,0.0,6.16,,1.79,,,54.37,,,,0.15,0.0,2.38,49.69,46.41,,,,54.37,3.28,0.0,10.24,31.51,10.0,0.7,,22.46,0.61,0.0,3.62,0.19,,0.0,,,,,,,,,,,,2.24,512153.0___NA__
M M Forgings,522241.0,MMFL,Castings & Forgings,1244.55,925.28,24.14,0.0,792.19,885.45,39.83,1995.93,1600.35,0.0,782.82,817.53,112.07,41.27,868.46,740.5,0.0,0.5,0.0,1995.93,666.21,0.0,322.48,316.34,10.0,209.24,0.0,163.39,2.41,755.9,547.54,718.61,1430.08,61.11,309.56,365.32,166.96,118.31,532.34,687.84,223.58,151.08,617.51,588.06,319.94,3004.45,522241.0_MMFL
M M Rubber,509196.0,__NA__,Miscellaneous,98.16,7.41,1.25,0.0,16.66,1.26,1.28,32.28,23.43,9.06,3.93,21.87,0.0,0.0,9.96,8.68,0.0,0.0,0.0,32.28,6.65,0.0,6.28,2.83,2.0,0.47,0.01,1.9,0.62,2.54,5.14,19.5,23.43,0.0,4.89,3.55,3.91,3.71,3.74,5.29,4.79,4.61,11.73,8.59,9.01,61.16,509196.0___NA__
M P Agro Inds.,506543.0,__NA__,Fertilizers,20.33,0.0,5.8,0.0,0.08,0.0,0.0,5.96,0.01,0.0,0.01,0.0,0.0,3.88,1.93,0.08,3.86,0.0,0.0,5.96,1.85,0.0,0.0,0.0,10.0,1.09,0.0,0.08,0.58,0.0,1.82,0.0,0.01,0.0,0.98,1.53,0.65,0.88,0.0,0.0,0.0,0.23,0.0,0.0,0.0,11.8,506543.0___NA__
M R P L,500109.0,MRPL,Refineries,214.9,12687.04,1752.66,0.0,11529.85,7883.46,9055.58,35430.03,28706.69,0.0,8310.93,20432.39,721.41,48.33,12727.76,12365.82,0.0,0.0,2348.72,35430.03,3925.76,235.29,8306.03,3860.14,10.0,38.61,0.0,7203.59,175.26,16939.04,4194.09,20395.76,28706.69,474.81,4321.01,319.95,405.67,1428.81,24062.41,15617.68,15476.89,9839.87,19596.44,20002.38,20618.42,37663.35,500109.0_MRPL
M T N L,500108.0,MTNL,Telecommunications - Service Provider,41.82,30141.28,630.0,0.0,-24274.1,6797.82,21553.13,10717.34,28947.35,0.0,23980.18,4332.88,85.8,3.51,5390.98,9766.21,0.0,0.0,8389.32,10717.34,1692.91,113.46,5.78,512.42,10.0,108.43,319.53,1077.98,63.0,28350.95,2217.2,4967.17,28947.35,59.49,2938.19,1834.09,2275.25,-892.1,25600.27,19737.16,15201.19,14216.41,6252.59,7466.42,8759.49,2634.66,500108.0_MTNL
M.V.K. Agro,-1.0,MVKAGRO,Sugar,42.6,147.48,,,64.96,,,282.18,,,,74.76,0.0,14.36,191.21,156.74,,,,282.18,138.61,0.0,100.61,1.35,10.0,54.45,,34.27,0.5,,,,,,,,,,,,,,,,,66.0,-1.0_MVKAGRO
Maagh Advertisin,543624.0,__NA__,Miscellaneous,13.28,0.0,3.28,0.0,0.51,0.0,0.0,25.22,2.73,0.0,0.0,4.09,0.0,3.58,15.4,1.77,0.0,0.0,0.0,25.22,13.63,0.0,0.0,8.6,1.0,0.67,0.0,3.01,4.1,0.0,9.93,2.73,2.73,0.0,-2.33,,,,0.0,,,,2.93,,,298.82,543624.0___NA__
Maan Aluminium,532906.0,MAANALU,Aluminium and Aluminium Products,143.55,32.6,27.04,0.0,136.04,51.72,4.39,225.09,69.0,0.0,18.13,53.98,1.58,4.51,148.32,58.14,0.0,0.0,13.82,225.09,121.86,0.68,39.77,89.31,5.0,0.67,1.7,21.29,5.4,56.11,135.29,50.86,69.0,0.85,101.21,71.45,78.05,25.69,73.15,52.97,68.05,19.42,37.22,27.13,21.47,776.4,532906.0_MAANALU
Mac Charles(I),507836.0,__NA__,Power Generation And Supply,455.0,827.44,13.1,0.0,162.2,531.98,0.0,1021.07,318.73,0.0,13.32,526.98,0.0,19.95,367.36,17.28,0.0,0.0,3.17,1021.07,350.15,0.0,0.0,1.64,10.0,338.04,0.0,1.8,1.31,531.98,267.86,305.41,318.73,0.0,21.02,-182.66,34.04,33.83,119.87,166.73,40.0,2.82,161.26,203.26,177.8,596.05,507836.0___NA__
Mac Hotels,541973.0,__NA__,Hotels,38.5,1.73,3.0,0.0,-2.76,2.08,0.45,7.66,9.0,0.0,3.85,4.95,0.0,0.02,2.22,5.84,0.0,0.0,0.0,7.66,-3.47,0.0,0.66,0.94,10.0,0.53,0.0,3.36,0.3,2.53,-3.1,5.15,9.0,0.0,-1.17,0.45,0.48,-1.29,2.46,1.79,1.88,1.78,4.82,4.38,4.52,11.55,541973.0___NA__
Macfos,543787.0,__NA__,Trading,761.0,8.18,8.84,,18.49,,,50.16,,,,6.11,0.0,0.0,38.15,20.15,,,,50.16,23.98,0.0,24.39,3.48,10.0,0.68,,7.75,,,,,,,,,,,,,,,,,,716.62,543787.0___NA__
Machhar Industri,543934.0,__NA__,Miscellaneous,368.1,1.14,0.74,0.0,11.34,0.77,0.37,14.97,11.33,0.0,3.45,7.88,0.0,0.64,5.88,1.67,0.0,0.0,0.0,14.97,4.61,0.0,0.4,1.73,10.0,2.59,0.0,0.69,0.07,1.77,4.41,8.07,11.02,0.0,,,,,,,,,,,,27.27,543934.0___NA__
Machino Plastics,523248.0,__NA__,Auto Ancillaries,230.0,88.34,6.14,0.0,48.45,65.43,22.11,204.28,357.84,9.78,260.6,100.14,0.0,1.25,101.13,119.94,0.0,0.0,0.25,204.28,42.36,0.05,34.19,49.37,10.0,0.3,6.16,41.76,0.61,87.54,40.05,97.23,357.84,0.0,36.26,18.57,31.67,-0.48,102.24,114.33,111.93,51.99,117.5,141.01,132.2,141.22,523248.0___NA__
Macpower CNC,-1.0,MACPOWER,Engineering,1420.35,0.48,10.0,0.0,109.11,0.0,0.41,186.3,58.7,0.0,15.13,47.16,2.71,3.05,135.62,63.89,0.0,0.0,0.0,186.3,71.86,0.48,90.45,21.8,10.0,12.86,7.2,43.3,1.0,0.41,50.06,43.57,58.7,0.09,12.97,50.44,3.12,3.82,0.22,0.25,4.01,9.24,37.48,5.93,2.95,1420.94,-1.0_MACPOWER
Macro Intl.,512600.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,54.75,0.31,9.85,0.0,13.49,0.0,0.0,36.61,0.08,0.0,0.07,0.69,0.0,0.0,26.73,13.01,0.0,0.0,0.0,36.61,13.77,0.0,1.06,15.82,10.0,6.08,0.0,11.52,0.4,0.0,1.38,0.01,0.08,0.0,-0.01,5.05,5.11,5.19,0.0,0.0,0.0,0.0,0.05,0.08,0.1,53.82,512600.0___NA__
Macrotech Devel.,543287.0,LODHA,Construction,1516.65,7697.6,994.5,9.5,16474.8,9039.1,11.7,47225.2,3735.0,433.3,1907.5,1173.0,0.0,2500.3,44557.6,27427.4,0.0,34.6,224.1,47225.2,22844.6,17.7,33993.0,799.9,10.0,2634.8,7351.2,2531.4,96.36,9050.8,18649.8,1827.5,3735.0,0.0,15988.24,23500.96,14486.41,,18192.89,25640.56,16182.91,,1946.29,2138.82,1753.35,150898.23,543287.0_LODHA
Madhav Copper,-1.0,MCL,Mining / Minerals / Metals,36.83,13.42,13.57,0.0,27.45,0.35,0.69,63.79,13.44,0.0,2.24,9.89,2.93,0.02,50.63,19.6,0.0,0.0,0.0,63.79,40.98,0.0,30.72,5.14,5.0,0.27,1.2,7.7,2.71,1.04,26.49,11.2,13.44,2.61,30.43,10.48,12.55,1.84,2.95,11.92,11.09,3.97,15.3,12.1,3.84,99.98,-1.0_MCL
Madhav Infra,539894.0,__NA__,Construction,11.0,153.48,26.96,7.56,161.53,140.87,58.86,500.75,239.26,0.0,107.62,127.24,3.28,21.24,328.35,182.11,0.0,0.0,232.39,500.75,184.88,0.0,95.88,98.65,1.0,50.54,4.58,130.17,26.96,199.73,196.27,131.64,239.26,7.1,188.75,136.73,76.76,,252.2,293.03,433.62,,184.85,207.7,398.91,296.53,539894.0___NA__
Madhav Marbles,515093.0,MADHAV,Miscellaneous,48.2,15.07,8.95,0.0,116.02,9.61,0.0,142.49,109.28,0.0,78.98,27.59,2.81,0.2,61.85,18.44,0.12,0.0,44.54,142.49,56.68,0.0,27.74,14.81,10.0,0.97,0.81,3.25,0.89,9.61,55.31,30.3,109.28,2.82,61.05,61.2,,,11.36,19.09,,,33.53,42.38,,43.13,515093.0_MADHAV
Madhucon Project,531497.0,MADHUCON,Construction,12.09,3813.37,7.4,0.0,-1510.13,2988.84,1021.78,4212.53,550.74,0.0,498.12,168.74,87.09,0.55,2283.5,4238.44,0.0,0.0,274.91,4212.53,283.13,0.0,2.09,35.72,1.0,39.09,303.15,368.84,7.38,4010.62,-483.72,52.61,550.74,231.58,-933.52,-1865.53,-1663.79,-476.54,4240.69,7069.5,6747.96,5954.12,749.19,4336.19,4791.43,89.23,531497.0_MADHUCON
Madhur Inds,519279.0,__NA__,Food - Processing - Indian,7.13,0.01,4.09,0.0,0.88,0.0,0.2,7.66,5.19,0.0,4.64,0.5,0.0,0.0,5.9,2.67,0.0,0.0,0.07,7.66,3.23,0.0,0.05,3.86,10.0,1.43,0.3,2.23,0.41,0.2,3.68,0.55,5.19,0.0,4.27,4.09,4.63,3.84,0.1,0.06,0.99,0.34,0.71,0.93,1.15,2.92,519279.0___NA__
Madhusudan Inds.,515059.0,__NA__,Miscellaneous,64.29,0.0,2.69,0.0,25.59,0.0,0.0,32.02,2.75,0.0,0.85,1.8,0.0,18.99,16.2,0.23,0.0,0.0,1.4,32.02,15.97,0.0,0.0,0.0,5.0,10.09,0.0,0.0,0.54,0.0,9.97,1.9,2.75,0.0,7.71,6.54,5.87,4.9,0.0,0.0,0.0,0.0,2.02,2.23,2.5,34.58,515059.0___NA__
Madhusudan Masa,-1.0,MADHUSUDAN,Food - Processing - Indian,159.15,52.14,5.0,0.0,33.15,21.21,20.96,105.25,9.53,0.0,5.48,12.2,0.0,0.0,90.33,50.81,0.0,0.0,0.0,105.25,83.5,0.0,42.48,35.79,10.0,0.4,0.25,3.39,0.5,42.17,43.44,4.05,9.53,5.64,16.17,,,,9.66,,,,4.63,,,205.3,-1.0_MADHUSUDAN
Madhusudan Sec.,511000.0,__NA__,Finance & Investments,32.48,0.0,8.7,0.0,147.85,0.0,0.0,167.99,0.0,0.0,0.0,0.0,0.0,112.83,0.01,11.44,0.0,0.0,0.0,167.99,-11.43,0.0,0.0,0.0,10.0,0.01,0.0,0.0,0.87,0.0,-1.72,0.0,0.0,0.0,-1.54,-1.1,-0.87,-0.15,0.0,0.0,0.0,0.35,0.0,0.0,0.0,34.42,511000.0___NA__
