Name,BSE Code,NSE Code,Industry,Current Price,Sales,OPM,Profit after tax,Return on capital employed,EPS,Change in promoter holding,Sales last year,Operating profit last year,Other income last year,EBIDT last year,Depreciation last year,EBIT last year,Interest last year,Profit before tax last year,Tax last year,Profit after tax last year,Extraordinary items last year,Net Profit last year,Dividend last year,Material cost last year,Employee cost last year,OPM last year,NPM last year,Operating profit,Interest,Depreciation,EPS last year,EBIT,Net profit,Current Tax,Tax,Other income,Last annual result date,Sales preceding year,Operating profit preceding year,Other income preceding year,EBIDT preceding year,Depreciation preceding year,EBIT preceding year,Interest preceding year,Profit before tax preceding year,Tax preceding year,Profit after tax preceding year,Extraordinary items preceding year,Net Profit preceding year,Dividend preceding year,OPM preceding year,NPM preceding year,EPS preceding year,Sales preceding 12months,Net profit preceding 12months,Market Capitalization,join_key
Panacea Biotec,531349.0,PANACEABIO,Pharmaceuticals - Indian - Bulk Drugs & Formln,135.4,559.17,-3.59,-34.55,-3.6,-0.24,0.0,559.17,-20.06,61.83,5.74,36.71,-30.97,3.58,1.48,2.98,-34.55,36.03,-1.5,0.0,41.15,149.57,-3.59,-6.18,-20.06,3.58,36.71,-0.24,-30.97,-1.5,0.69,2.98,61.83,202403.0,459.95,-97.95,154.32,-51.58,39.12,-90.7,4.44,12.81,46.55,-93.71,107.95,-33.75,0.0,-21.3,-20.69,-5.42,551.64,-12.19,829.33,531349.0_PANACEABIO
Panache Digilife,-1.0,PANACHE,Computers - Hardware,117.5,96.54,6.38,3.67,12.7,0.46,0.0,96.54,6.16,-0.17,9.22,0.88,8.34,4.45,0.66,0.11,3.67,-3.23,0.55,0.0,85.2,3.78,6.38,3.8,6.16,4.45,0.88,0.46,8.34,0.55,0.01,0.11,-0.17,202403.0,111.8,5.73,0.41,6.63,0.79,5.84,4.06,1.29,0.46,1.31,-0.49,0.82,0.0,5.13,1.17,0.68,96.2,1.48,141.0,-1.0_PANACHE
Panafic Industri,538860.0,__NA__,Finance & Investments,1.23,0.68,5.88,0.02,0.3,0.0,0.0,0.68,0.04,0.0,0.04,0.01,0.03,0.0,0.03,0.01,0.02,0.0,0.02,0.0,0.0,0.12,5.88,2.94,0.04,0.0,0.01,0.0,0.03,0.02,0.01,0.01,0.0,202403.0,0.7,0.16,0.02,0.18,0.01,0.17,0.0,0.17,0.06,0.11,0.0,0.11,0.0,22.86,15.71,0.01,1.33,0.74,10.09,538860.0___NA__
Panama Petrochem,524820.0,PANAMAPET,Petrochemicals,397.4,2356.74,10.78,195.15,24.86,32.26,-1.47,2356.74,254.08,14.48,268.56,9.83,258.73,17.96,240.77,45.62,195.15,0.0,195.15,24.2,83.41,14.62,10.78,8.28,254.08,17.96,9.83,32.26,258.73,195.15,44.32,45.62,14.48,202403.0,2248.72,308.97,6.58,315.25,9.43,305.82,11.57,294.55,61.58,232.73,0.3,232.97,48.4,13.74,10.35,38.51,2126.17,184.98,2404.01,524820.0_PANAMAPET
Panasonic Carbon,508941.0,__NA__,Electrodes - Graphites,527.65,51.31,29.92,18.56,16.63,38.73,0.0,51.31,15.35,10.42,25.73,0.72,25.01,0.0,25.05,6.46,18.56,0.04,18.59,5.76,30.03,9.29,29.92,36.17,15.35,0.0,0.72,38.73,25.01,18.59,6.49,6.46,10.42,202403.0,50.12,10.83,7.44,18.27,0.77,17.5,0.0,17.5,4.67,12.83,0.0,12.83,5.76,21.61,25.6,26.73,46.86,16.0,253.25,508941.0___NA__
Panasonic Energy,504093.0,__NA__,Dry Cells,520.0,292.42,5.57,11.64,15.84,15.52,0.0,292.42,16.28,3.06,19.34,3.73,15.61,0.14,15.47,3.83,11.64,0.0,11.64,0.0,62.64,48.31,5.57,3.98,16.28,0.14,3.73,15.52,15.61,11.64,1.66,3.83,3.06,202403.0,253.29,-6.2,-4.48,-3.81,3.17,-6.98,0.27,-14.12,-3.49,-3.77,-6.87,-10.64,0.0,-2.45,-1.49,-14.19,280.74,4.73,390.0,504093.0___NA__
Panch.Organics,531726.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,183.8,105.22,18.0,14.11,17.35,11.98,0.0,105.22,18.94,2.46,21.4,1.74,19.66,0.27,19.39,5.28,14.11,0.0,14.11,0.94,65.12,6.55,18.0,13.41,18.94,0.27,1.74,11.98,19.66,14.11,5.26,5.28,2.46,202403.0,103.18,20.02,1.18,21.2,1.58,19.62,0.55,19.07,5.0,14.07,0.0,14.07,0.94,19.4,13.64,11.94,103.48,14.33,216.55,531726.0___NA__
Panchmahal Steel,513511.0,__NA__,Steel - Medium / Small,226.95,427.62,3.67,2.97,5.55,1.56,0.0,427.62,15.7,4.25,19.95,8.09,11.86,7.94,3.92,0.94,2.97,0.0,2.97,0.0,71.69,21.79,3.67,0.69,15.7,7.94,8.09,1.56,11.86,2.97,1.2,0.94,4.25,202403.0,488.61,15.54,1.4,16.95,7.96,8.99,7.08,1.9,0.53,1.38,-0.01,1.38,0.0,3.18,0.28,0.72,459.01,1.6,433.02,513511.0___NA__
Panjon,526345.0,__NA__,Pharmaceuticals - Indian - Formulations,19.7,12.55,-0.4,0.16,1.18,0.1,0.0,12.55,-0.05,0.45,0.4,0.22,0.18,0.03,0.15,0.0,0.16,0.0,0.16,0.0,73.07,1.04,-0.4,1.27,-0.05,0.03,0.22,0.1,0.18,0.16,0.0,0.0,0.45,202403.0,6.09,0.0,0.38,0.38,0.21,0.17,0.05,0.12,-0.69,0.81,0.0,0.81,0.0,0.0,13.3,0.52,8.65,0.1,32.13,526345.0___NA__
Pankaj Piyush,506122.0,__NA__,Finance & Investments,244.5,0.0,,0.51,1.99,-113.75,0.0,0.0,-1.27,-3.26,0.53,0.01,0.52,0.0,-4.54,0.0,0.51,-5.06,-4.55,0.0,,0.65,,-1.33,-1.27,0.0,0.01,-113.75,0.52,-4.55,0.0,0.0,-3.26,202403.0,3.75,-0.01,0.0,-0.01,0.01,-0.02,0.0,-0.02,0.03,-0.05,0.0,-0.05,0.0,-0.27,-1.33,-1.25,4.14,-0.35,9.78,506122.0___NA__
Pankaj Polymers,531280.0,__NA__,Trading,9.83,1.76,-32.39,-0.13,0.97,-0.24,0.0,1.76,-0.57,0.81,0.24,0.11,0.13,0.27,-0.14,-0.01,-0.13,0.0,-0.13,0.0,99.43,0.19,-32.39,-7.39,-0.57,0.27,0.11,-0.24,0.13,-0.13,0.0,-0.01,0.81,202403.0,1.78,-0.61,1.14,0.33,0.11,0.22,0.36,0.06,0.0,-0.14,0.2,0.05,0.0,-34.27,-7.87,0.09,2.09,-0.04,5.45,531280.0___NA__
Panorama Studios,539469.0,__NA__,Entertainment / Electronic Media Software,905.0,439.6,13.77,38.1,44.78,28.55,-4.94,439.6,60.53,4.63,65.16,0.96,64.2,11.92,52.28,14.06,38.1,0.0,38.22,1.34,0.0,5.91,13.77,8.69,60.53,11.92,0.96,28.55,64.2,38.22,7.35,14.06,4.63,202403.0,371.48,52.94,5.0,57.94,0.75,57.19,7.77,49.42,14.09,35.33,0.0,35.33,0.0,14.25,9.51,29.93,214.97,14.42,1207.87,539469.0___NA__
Pansari Develop.,-1.0,PANSARI,Construction,102.15,56.49,12.94,5.21,5.09,2.99,0.0,56.49,7.31,5.19,12.5,1.92,10.58,4.39,6.19,0.98,5.21,0.0,5.21,0.0,3.82,0.96,12.94,9.22,7.31,4.39,1.92,2.99,10.58,5.21,0.95,0.98,5.19,202403.0,22.51,4.55,0.81,5.26,1.86,3.4,0.79,2.71,0.7,1.93,0.1,2.01,0.0,20.21,8.57,1.15,48.82,4.2,178.23,-1.0_PANSARI
Panth Infinity,539143.0,__NA__,Trading,7.2,4.72,-11.44,-0.55,-2.91,-0.3,-0.01,4.72,-0.54,0.0,-0.54,0.01,-0.55,0.0,-0.55,0.0,-0.55,0.0,-0.55,0.0,100.0,0.08,-11.44,-11.65,-0.54,0.0,0.01,-0.3,-0.55,-0.55,0.0,0.0,0.0,202403.0,15.74,0.63,-2.85,0.88,0.01,0.87,0.0,-2.23,0.0,0.86,-3.1,-2.24,0.0,4.0,5.46,-1.21,5.99,-3.15,13.3,539143.0___NA__
Panyam Cement,500322.0,__NA__,Cement - South India,229.3,120.12,-26.49,-55.02,-22.65,-68.59,0.0,120.12,-31.82,14.42,-17.4,16.21,-33.61,21.4,-55.01,0.0,-55.02,0.0,-55.02,0.0,11.15,8.91,-26.49,-45.8,-31.82,21.4,16.21,-68.59,-33.61,-55.02,0.0,0.0,14.42,202403.0,38.86,-26.18,-29.19,-25.93,4.44,-30.37,0.05,-59.86,0.0,-30.41,-29.44,-59.85,0.0,-67.37,-78.26,-74.61,83.5,-71.88,183.93,500322.0___NA__
Paos Industries,530291.0,__NA__,Detergents / Intermediates,29.29,0.0,,-0.3,-200.0,-0.49,0.0,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.17,-0.3,0.0,-0.3,0.0,-0.3,0.0,,0.05,,,-0.13,0.17,0.0,-0.49,-0.13,-0.3,0.0,0.0,0.0,202403.0,0.0,-0.14,0.0,-0.14,0.0,-0.14,0.15,-0.29,0.0,-0.29,0.0,-0.29,0.0,,,-0.48,0.0,-0.3,17.88,530291.0___NA__
Par Drugs & Che.,-1.0,PAR,Pharmaceuticals - Indian - Bulk Drugs,245.0,95.64,23.86,14.5,25.02,11.78,0.0,95.64,22.82,0.24,23.06,3.44,19.62,0.11,19.51,5.02,14.5,0.0,14.5,0.0,35.33,5.5,23.86,15.16,22.82,0.11,3.44,11.78,19.62,14.5,4.98,5.02,0.24,202403.0,95.75,18.2,0.24,18.3,3.23,15.07,0.13,15.08,3.75,11.22,0.14,11.33,0.0,19.01,11.72,9.21,97.31,14.23,301.47,-1.0_PAR
Paradeep Phosph.,543530.0,PARADEEP,Fertilizers,85.83,11575.12,5.6,99.91,6.44,1.23,0.0,11575.12,648.02,69.51,717.53,210.67,506.86,366.03,140.83,40.92,99.91,0.0,99.91,40.74,77.74,229.79,5.6,0.86,648.02,366.03,210.67,1.23,506.86,99.91,-2.8,40.92,69.51,202403.0,13340.72,816.1,76.46,906.75,175.15,731.6,291.24,426.17,121.98,314.43,-14.19,304.19,40.72,6.12,2.36,3.73,12976.32,88.39,6993.24,543530.0_PARADEEP
Parag Milk Foods,539889.0,PARAGMILK,Food - Processing - Indian,175.95,3138.7,6.28,90.58,10.97,7.59,0.98,3138.7,197.14,25.21,222.35,60.25,162.1,76.24,85.86,-4.73,90.58,0.0,90.58,0.0,76.15,116.45,6.28,2.89,197.14,76.24,60.25,7.59,162.1,90.58,0.82,-4.73,25.21,202403.0,2892.62,120.03,45.04,165.19,57.28,107.91,56.73,51.06,-2.19,53.37,-0.12,53.25,0.0,4.15,1.85,4.54,3149.55,103.13,2100.45,539889.0_PARAGMILK
Paragon Finance,531255.0,__NA__,Finance & Investments,57.69,3.54,30.79,0.86,3.65,2.02,0.0,3.54,1.09,0.09,1.18,0.11,1.07,0.03,1.04,0.18,0.86,0.0,0.86,0.0,0.0,1.76,30.79,24.29,1.09,0.03,0.11,2.02,1.07,0.86,0.0,0.18,0.09,202403.0,1.71,-0.04,0.12,0.06,0.15,-0.09,0.03,-0.1,0.03,-0.15,0.02,-0.13,0.0,-2.34,-8.77,-0.31,3.05,-0.58,24.52,531255.0___NA__
Paragon Fine,-1.0,PARAGON,Chemicals,124.0,121.33,16.33,14.31,42.54,7.31,0.99,121.33,19.81,1.33,21.14,0.91,20.23,1.0,19.23,4.92,14.31,0.0,14.31,0.0,69.0,5.84,16.33,11.79,19.81,1.0,0.91,7.31,20.23,14.31,4.88,4.92,1.33,202403.0,102.27,12.83,2.75,15.55,0.83,14.72,1.19,13.56,3.68,9.87,0.03,9.89,0.0,12.55,9.65,27.47,,,242.62,-1.0_PARAGON
Paramount Comm.,530555.0,PARACABLES,Cables - Power,72.95,1070.6,8.34,85.63,15.43,2.82,-4.2,1070.6,89.31,7.96,97.27,9.38,87.89,5.91,81.98,-3.65,85.63,0.0,85.63,0.0,73.87,27.02,8.34,8.0,89.31,5.91,9.38,2.82,87.89,85.63,0.21,-3.65,7.96,202403.0,793.53,48.03,16.18,64.27,9.26,55.01,7.18,47.77,0.0,47.83,-0.06,47.77,0.0,6.05,6.03,2.46,949.31,69.85,2213.57,530555.0_PARACABLES
Paramount Cosmet,507970.0,__NA__,Personal Care - Indian,42.74,21.81,2.06,0.02,5.64,0.04,0.0,21.81,0.45,2.06,2.51,0.67,1.84,1.74,0.1,0.08,0.02,0.0,0.02,0.0,71.07,2.27,2.06,0.09,0.45,1.74,0.67,0.04,1.84,0.02,0.0,0.08,2.06,202403.0,26.72,2.65,0.2,2.85,0.81,2.04,1.7,0.34,0.13,0.21,0.0,0.21,0.0,9.92,0.79,0.43,24.14,0.28,20.74,507970.0___NA__
Paras Defence,543367.0,PARAS,Engineering,1451.95,253.5,20.12,30.03,9.8,8.22,0.0,253.5,51.0,8.27,59.27,13.36,45.91,5.44,40.47,10.44,30.03,0.0,30.03,0.0,47.57,30.9,20.12,11.85,51.0,5.44,13.36,8.22,45.91,30.03,12.57,10.44,8.27,202403.0,222.43,57.71,8.16,65.93,11.27,54.66,7.75,46.85,10.9,35.99,-0.06,35.94,0.0,25.95,16.18,9.25,238.91,32.27,5662.64,543367.0_PARAS
Paras Petrofils,521246.0,PARASPETRO,Textiles - Manmade,3.71,0.0,,-0.37,-1.55,-0.01,0.0,0.0,-1.67,1.3,-0.37,0.0,-0.37,0.0,-0.37,0.0,-0.37,0.0,-0.37,0.0,,0.02,,,-1.67,0.0,0.0,-0.01,-0.37,-0.37,0.0,0.0,1.3,202403.0,0.0,-0.87,1.21,0.34,0.0,0.34,0.0,0.34,0.0,0.34,0.0,0.34,0.0,,,0.01,0.0,0.56,124.0,521246.0_PARASPETRO
Parin Furniture,-1.0,PARIN,Miscellaneous,235.0,81.93,10.7,2.27,7.27,2.04,0.0,81.93,8.77,0.19,8.96,1.57,7.39,4.34,3.05,0.78,2.27,0.0,2.27,0.0,58.43,12.16,10.7,2.77,8.77,4.34,1.57,2.04,7.39,2.27,0.91,0.78,0.19,202403.0,81.19,9.17,0.54,9.6,1.54,8.06,3.61,4.56,1.47,3.0,0.11,3.09,0.0,11.29,3.71,2.77,,,261.27,-1.0_PARIN
Parker Agrochem,524628.0,__NA__,Miscellaneous,19.74,5.46,22.34,1.07,25.53,2.24,0.0,5.46,1.22,0.06,1.28,0.19,1.09,0.07,1.02,-0.05,1.07,0.0,1.07,0.0,0.0,0.69,22.34,19.6,1.22,0.07,0.19,2.24,1.09,1.07,0.0,-0.05,0.06,202403.0,4.31,0.74,0.05,0.79,0.1,0.69,0.03,0.66,0.0,0.65,0.0,0.65,0.0,17.17,15.08,1.36,6.15,2.51,9.44,524628.0___NA__
Parle Industries,532911.0,__NA__,Construction,11.82,0.0,,0.03,0.33,0.02,0.0,0.0,-0.35,0.46,0.11,0.04,0.07,0.02,0.05,0.02,0.03,0.0,0.03,0.0,,0.04,,62.5,-0.35,0.02,0.04,0.02,0.07,0.03,0.01,0.02,0.46,202403.0,0.08,-0.42,0.66,0.28,0.0,0.28,0.12,0.12,0.08,0.05,-0.04,0.04,0.0,-525.0,62.5,0.03,0.11,0.0,16.53,532911.0___NA__
Parmax Pharma,540359.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,30.79,11.05,-30.5,-5.75,-58.35,-15.37,0.03,11.05,-3.37,0.05,-3.32,1.71,-5.03,0.62,-5.65,0.09,-5.75,0.0,-5.75,0.0,63.8,2.91,-30.5,-52.04,-3.37,0.62,1.71,-15.37,-5.03,-5.75,0.0,0.09,0.05,202403.0,15.4,2.28,0.04,2.32,1.88,0.44,0.4,0.04,0.15,-0.1,0.0,-0.1,0.0,14.81,-0.65,-0.27,13.18,-4.13,11.52,540359.0___NA__
Parnax Lab,506128.0,__NA__,Pharmaceuticals - Indian - Formulations,102.0,188.71,12.47,9.61,12.92,8.37,0.0,188.71,23.54,0.82,24.36,6.96,17.4,5.35,12.05,2.42,9.61,0.0,9.63,0.0,54.49,23.72,12.47,5.1,23.54,5.35,6.96,8.37,17.4,9.63,1.6,2.42,0.82,202403.0,167.61,22.99,0.77,23.75,6.53,17.22,4.95,12.28,3.65,8.61,0.01,8.63,0.0,13.72,5.14,7.51,183.25,8.82,117.15,506128.0___NA__
Parshva Enterpr.,542694.0,__NA__,Trading,175.95,25.12,2.03,0.27,3.63,0.26,0.03,25.12,0.51,-0.01,0.51,0.04,0.47,0.12,0.34,0.08,0.27,-0.01,0.26,0.0,5.81,0.29,2.03,1.07,0.51,0.12,0.04,0.26,0.47,0.26,0.08,0.08,-0.01,202403.0,18.29,0.46,-0.01,0.46,0.05,0.41,0.11,0.29,0.08,0.22,-0.01,0.21,0.0,2.52,1.2,0.21,21.74,0.27,176.83,542694.0___NA__
Parshwanath Corp,511176.0,__NA__,Construction,61.2,0.59,-30.51,0.46,4.2,1.66,0.0,0.59,-0.18,0.73,0.49,0.0,0.49,0.0,0.55,0.03,0.46,0.06,0.52,0.0,0.0,0.42,-30.51,77.97,-0.18,0.0,0.0,1.66,0.49,0.52,0.03,0.03,0.73,202403.0,0.52,-0.23,0.57,0.28,0.0,0.28,0.0,0.34,0.06,0.24,0.06,0.29,0.0,-44.23,46.15,0.93,0.8,0.57,19.17,511176.0___NA__
Parsvnath Devl.,532780.0,PARSVNATH,Construction,13.42,462.19,-17.13,-643.95,-5.18,-13.63,0.0,462.19,-79.16,92.8,-47.62,57.26,-104.88,463.69,-507.31,86.84,-643.95,61.26,-594.14,0.0,75.95,14.04,-17.13,-139.54,-79.16,463.69,57.26,-13.63,-104.88,-594.14,0.18,86.84,92.8,202403.0,438.05,-107.47,-86.0,-69.19,66.13,-135.32,392.66,-652.26,146.96,-703.71,-124.28,-801.28,0.0,-24.53,-160.87,-18.39,655.19,-707.87,584.02,532780.0_PARSVNATH
Party Cruisers,-1.0,PARTYCRUS,Miscellaneous,130.5,60.79,16.4,6.22,35.08,5.53,-0.25,60.79,9.97,0.39,10.36,1.97,8.39,0.06,8.33,2.11,6.22,0.0,6.22,0.0,17.32,6.07,16.4,10.23,9.97,0.06,1.97,5.53,8.39,6.22,2.15,2.11,0.39,202403.0,39.78,7.83,-1.4,8.02,1.41,6.61,0.07,4.95,1.13,5.03,-1.59,3.82,0.0,19.68,12.64,3.41,,,146.66,-1.0_PARTYCRUS
Parvati Sweetner,541347.0,__NA__,Sugar,12.4,80.58,13.59,1.43,4.5,0.1,0.0,80.58,10.95,0.1,11.05,4.61,6.44,3.45,2.99,1.57,1.43,0.0,1.43,0.0,77.84,3.14,13.59,1.77,10.95,3.45,4.61,0.1,6.44,1.43,0.0,1.57,0.1,202403.0,89.19,9.48,0.0,9.48,4.5,4.98,3.65,1.33,-0.02,1.35,0.0,1.35,0.0,10.63,1.51,0.09,64.95,1.81,184.93,541347.0___NA__
Pasari Spinning,521080.0,__NA__,Textiles - Cotton/Blended,9.55,0.69,73.91,0.43,24.29,0.31,0.0,0.69,0.51,0.0,0.51,0.08,0.43,0.02,0.41,-0.02,0.43,0.0,0.43,0.0,0.0,0.0,73.91,62.32,0.51,0.02,0.08,0.31,0.43,0.43,0.0,-0.02,0.0,202403.0,0.68,-0.17,0.01,-0.16,0.08,-0.24,0.05,-0.29,-0.02,-0.27,0.0,-0.27,0.0,-25.0,-39.71,-0.2,0.69,-0.17,13.17,521080.0___NA__
Pashupati Cotsp.,-1.0,PASHUPATI,Textiles - Cotton/Blended,475.0,658.38,4.6,8.3,9.9,5.43,0.0,658.38,30.28,9.24,39.52,11.33,28.19,17.02,11.17,2.87,8.3,0.0,8.3,1.15,87.71,15.59,4.6,1.26,30.28,17.02,11.33,5.43,28.19,8.3,0.23,2.87,9.24,202403.0,442.73,17.1,7.53,24.63,8.68,15.95,9.81,6.14,2.03,4.11,0.0,4.11,1.15,3.86,0.93,2.69,,,725.99,-1.0_PASHUPATI
Pasupati Acrylon,500456.0,PASUPTAC,Textiles - Manmade,38.0,575.23,2.8,13.19,6.09,1.48,0.0,575.23,16.08,10.77,26.85,5.87,20.98,2.58,18.4,5.21,13.19,0.0,13.19,0.0,77.78,24.89,2.8,2.29,16.08,2.58,5.87,1.48,20.98,13.19,4.52,5.21,10.77,202403.0,827.96,49.78,8.42,58.2,6.15,52.05,3.61,48.44,12.54,35.91,0.0,35.91,0.0,6.01,4.34,4.03,576.65,10.82,338.7,500456.0_PASUPTAC
Pasupati Fincap,511734.0,__NA__,Finance & Investments,3.26,0.07,-114.29,-0.12,,-0.26,0.0,0.07,-0.08,0.0,-0.08,0.0,-0.08,0.03,-0.11,0.0,-0.12,0.0,-0.12,0.0,0.0,0.11,-114.29,-171.43,-0.08,0.03,0.0,-0.26,-0.08,-0.12,0.0,0.0,0.0,202403.0,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,-0.13,0.0,,,-0.28,0.07,-0.11,1.53,511734.0___NA__
Pasupati Spinng.,503092.0,__NA__,Textiles - Spinning - Synthetic / Blended,36.05,107.93,5.34,0.59,7.1,0.63,0.0,107.93,5.76,2.24,8.0,2.21,5.79,4.97,0.82,0.23,0.59,0.0,0.59,0.0,38.5,19.58,5.34,0.55,5.76,4.97,2.21,0.63,5.79,0.59,-0.03,0.23,2.24,202403.0,137.44,6.57,1.26,7.76,2.03,5.73,4.75,1.05,-0.05,1.04,0.07,1.1,0.0,4.78,0.76,1.18,115.66,0.1,33.67,503092.0___NA__
Patanjali Foods,500368.0,PATANJALI,Solvent Extraction,1641.35,31721.35,4.03,765.15,11.05,21.14,-0.05,31721.35,1278.54,240.27,1518.81,268.83,1249.98,189.9,1060.08,294.94,765.15,0.0,765.15,434.28,87.66,354.11,4.03,2.41,1278.54,189.9,268.83,21.14,1249.98,765.15,329.03,294.94,240.27,202403.0,31524.66,1293.52,289.81,1590.32,159.63,1430.69,244.74,1178.96,292.52,891.55,-6.99,886.44,217.14,4.1,2.83,24.49,31372.61,822.54,59416.02,500368.0_PATANJALI
Patdiam Jeweller,539401.0,__NA__,Diamond Cutting / Jewellery,219.0,103.4,7.22,6.17,15.36,14.29,0.0,103.4,7.47,3.1,10.57,0.86,9.71,1.27,8.44,2.27,6.17,0.0,6.17,0.0,78.12,2.61,7.22,5.97,7.47,1.27,0.86,14.29,9.71,6.17,2.27,2.27,3.1,202403.0,105.68,9.06,4.11,13.17,0.46,12.71,1.3,11.41,3.17,8.23,0.0,8.23,0.0,8.57,7.79,19.06,,,94.54,539401.0___NA__
Patel Engineerin,531120.0,PATELENG,Construction,66.27,4544.11,15.19,221.67,13.89,3.49,-3.31,4544.11,690.28,162.56,779.19,97.61,681.58,362.09,393.14,103.52,221.67,73.65,290.24,0.0,72.44,354.04,15.19,5.25,690.28,362.09,97.61,3.49,681.58,290.24,56.98,103.52,162.56,202403.0,4201.97,624.93,119.48,743.16,93.3,649.86,418.42,232.69,53.89,182.7,1.25,183.48,0.0,14.87,4.35,2.37,4405.99,231.78,5595.67,531120.0_PATELENG
Patel Integrated,526381.0,PATINTLOG,Miscellaneous,22.96,290.55,3.13,5.54,5.66,0.86,0.0,290.55,9.1,1.97,11.07,2.8,8.27,2.59,5.68,0.14,5.54,0.0,5.54,0.0,0.0,12.47,3.13,1.91,9.1,2.59,2.8,0.86,8.27,5.54,0.16,0.14,1.97,202403.0,278.28,10.32,2.01,12.33,2.92,9.41,4.77,4.64,-0.25,4.9,0.0,4.9,0.65,3.71,1.76,0.76,268.84,5.24,148.27,526381.0_PATINTLOG
Patels Airtemp,517417.0,__NA__,Engineering,710.0,370.76,9.46,14.69,14.35,26.85,0.0,370.76,35.08,1.99,37.07,4.06,33.01,12.86,20.15,5.44,14.69,0.0,14.69,0.0,65.92,14.67,9.46,3.96,35.08,12.86,4.06,26.85,33.01,14.69,7.77,5.44,1.99,202403.0,281.48,30.19,1.33,31.49,4.11,27.38,12.05,15.36,4.17,11.17,0.03,11.19,1.64,10.73,3.97,20.46,356.52,13.79,388.39,517417.0___NA__
Patidar Buildcon,524031.0,__NA__,Construction,9.5,0.23,-239.13,-0.1,-0.81,-0.18,0.0,0.23,-0.55,0.48,-0.07,0.01,-0.08,0.0,-0.08,0.01,-0.1,0.0,-0.1,0.0,100.0,0.16,-239.13,-43.48,-0.55,0.0,0.01,-0.18,-0.08,-0.1,0.01,0.01,0.48,202403.0,0.96,-0.18,0.22,0.01,0.02,-0.01,0.0,0.02,0.0,-0.01,0.03,0.02,0.0,-18.75,-1.04,0.04,0.38,-0.11,5.23,524031.0___NA__
Patron Exim,543798.0,__NA__,Trading,8.45,6.58,-41.79,0.67,2.34,0.29,0.0,6.58,-2.75,3.65,0.9,0.0,0.9,0.0,0.9,0.23,0.67,0.0,0.67,0.0,42.4,0.09,-41.79,10.18,-2.75,0.0,0.0,0.29,0.9,0.67,0.23,0.23,3.65,202403.0,12.95,-3.97,5.93,1.96,0.01,1.95,0.0,1.95,0.57,1.38,0.0,1.38,0.0,-30.66,10.66,0.6,,,19.59,543798.0___NA__
Patspin India,514326.0,__NA__,Textiles - Cotton/Blended,14.1,43.84,-8.78,-8.9,-2.1,-2.15,0.0,43.84,-3.85,7.88,1.78,3.14,-1.36,7.54,-6.65,0.0,-8.9,2.25,-6.65,0.0,13.85,17.37,-8.78,-20.3,-3.85,7.54,3.14,-2.15,-1.36,-6.65,0.0,0.0,7.88,202403.0,74.87,-8.08,7.6,-7.77,7.15,-14.92,10.52,-18.15,0.0,-25.44,7.29,-18.15,0.0,-10.79,-33.98,-5.87,56.92,-14.51,43.6,514326.0___NA__
Pattech Fitwell,-1.0,PATTECH,Castings & Forgings,114.0,37.72,8.48,1.44,16.02,1.86,0.0,37.72,3.2,0.02,3.22,0.23,2.99,1.06,1.93,0.49,1.44,0.0,1.44,0.0,89.21,0.33,8.48,3.82,3.2,1.06,0.23,1.86,2.99,1.44,0.54,0.49,0.02,202403.0,11.8,1.41,0.06,1.47,0.24,1.23,0.57,0.66,0.17,0.49,0.0,0.49,0.0,11.95,4.15,0.91,,,88.43,-1.0_PATTECH
Paul Merchants,539113.0,__NA__,Finance & Investments,841.3,6666.58,1.74,54.86,12.34,177.14,0.0,6666.58,115.72,5.73,121.76,6.04,115.72,42.6,72.81,18.17,54.86,-0.31,54.63,0.0,95.33,57.36,1.74,0.82,115.72,42.6,6.04,177.14,115.72,54.63,18.48,18.17,5.73,202403.0,7011.94,82.95,0.78,83.81,3.93,79.88,20.18,59.62,15.63,44.07,-0.08,44.01,0.0,1.18,0.63,141.97,7463.04,53.72,259.45,539113.0___NA__
Paushak,532742.0,__NA__,Chemicals,6000.0,206.26,31.27,54.35,18.68,176.34,0.0,206.26,64.49,20.49,84.98,13.84,71.14,0.15,70.99,16.64,54.35,0.0,54.35,6.16,21.73,30.48,31.27,26.35,64.49,0.15,13.84,176.34,71.14,54.35,14.05,16.64,20.49,202403.0,212.35,75.28,10.67,81.05,13.42,67.63,0.31,72.22,18.22,50.35,4.9,54.01,5.39,35.45,23.71,175.24,208.89,50.45,1849.26,532742.0___NA__
Pavna Industries,543915.0,PAVNAIND,Auto Ancillaries,532.55,316.87,10.88,10.56,13.19,8.67,0.0,316.87,34.49,3.0,37.49,10.7,26.79,11.08,15.71,3.71,10.56,0.0,12.0,0.0,63.9,31.51,10.88,3.79,34.49,11.08,10.7,8.67,26.79,12.0,3.84,3.71,3.0,202403.0,359.29,33.17,1.91,34.37,11.81,22.56,11.16,12.11,3.47,7.87,0.71,8.64,1.22,9.23,2.26,6.86,319.55,15.1,648.69,543915.0_PAVNAIND
