Name,BSE Code,NSE Code,Industry,Current Price,Return over 3months,Return over 6months,Volume 1month average,Volume 1week average,Volume,High price,Low price,High price all time,Low price all time,Return over 1day,Return over 1week,Return over 1month,DMA 50,DMA 200,DMA 50 previous day,DMA 200 previous day,RSI,MACD,MACD Previous Day,MACD Signal,MACD Signal Previous Day,Return over 1year,Return over 3years,Return over 5years,Volume 1year average,Return over 7years,Return over 10years,Market Capitalization,join_key
Jayatma Industri,531323.0,__NA__,Trading,10.21,-24.37,-35.17,502,569,240,19.05,8.01,20.85,1.51,0.0,-2.95,-18.77,12.62,12.9,12.72,12.93,30.28,-0.95,-0.97,-0.87,-0.85,-21.4,0.8,-7.41,1042,14.37,13.03,6.3,531323.0___NA__
Jaykay Enter.,500306.0,__NA__,Miscellaneous,155.2,30.82,34.06,112802,85303,51773,169.0,59.05,169.0,1.3,-1.3,-3.23,28.47,137.81,117.7,137.02,117.31,63.96,8.31,8.38,6.01,5.44,149.88,60.34,102.13,85941,51.89,47.99,907.27,500306.0___NA__
Jayshree Chem.,506520.0,__NA__,Trading,9.65,-7.77,-15.49,37397,36936,46636,13.75,5.56,34.06,2.21,1.69,-2.16,4.63,9.59,9.49,9.6,9.49,50.15,0.03,0.04,-0.02,-0.04,46.0,25.16,7.86,76737,-2.0,1.11,28.29,506520.0___NA__
JBM Auto,532605.0,JBMA,Auto Ancillaries,2055.9,13.84,22.63,441894,484975,107737,2428.35,1113.35,2428.35,1.61,0.22,-0.59,-1.92,1984.6,1709.42,1981.88,1705.99,51.92,33.01,37.21,38.34,39.67,53.4,127.14,86.43,308394,51.71,50.38,24310.43,532605.0_JBMA
JCT,500223.0,__NA__,Textiles - Composite,2.33,-18.06,-28.57,994900,0,0,4.57,1.75,22.2,0.46,-4.9,0.0,5.15,2.67,2.83,2.68,2.84,44.26,-0.09,-0.1,-0.11,-0.11,16.67,5.78,18.02,2383181,-6.96,-2.33,202.32,500223.0___NA__
Jeena Sikho,-1.0,JSLL,Pharmaceuticals - Indian - Formulations,1070.0,21.57,79.18,82288,26595,13320,1226.8,255.56,1226.8,70.56,-0.47,2.21,-1.05,1056.19,818.91,1055.42,816.34,49.0,-6.73,-7.41,-3.55,-2.75,306.93,,,38096,,,2660.04,-1.0_JSLL
Jeevan Scienti.,538837.0,__NA__,Miscellaneous,51.55,-1.36,-12.62,14620,10357,4016,70.94,42.16,229.45,12.15,-1.17,2.15,5.22,51.61,54.36,51.59,54.38,51.26,0.5,0.57,0.78,0.84,13.19,-15.82,14.12,19687,1.13,,79.81,538837.0___NA__
Jenburkt Pharma,524731.0,__NA__,Pharmaceuticals - Indian - Formulations,880.05,17.24,26.14,4790,2394,1749,925.0,586.9,925.0,13.45,0.88,-0.7,4.06,818.22,759.37,816.0,758.24,57.84,20.27,20.81,18.44,17.98,20.73,22.61,10.61,2913,7.9,16.85,388.42,524731.0___NA__
Jet Airways,532617.0,JETAIRWAYS,Transport - Airlines,42.5,-13.2,-26.64,51107,46952,46601,75.29,35.55,1382.75,13.0,-0.28,-1.93,-3.79,45.47,51.82,45.58,51.91,30.92,-0.76,-0.74,-0.74,-0.73,-11.48,-29.21,-9.16,81109,-31.18,-16.99,482.81,532617.0_JETAIRWAYS
Jet Freight,543420.0,JETFREIGHT,Transport - Airlines,13.67,1.86,7.45,249533,544727,165660,16.9,9.2,46.01,5.81,-0.22,4.1,-1.79,13.63,13.47,13.63,13.47,51.78,0.06,0.05,-0.01,-0.02,20.7,-0.48,3.03,288659,-4.58,,63.42,543420.0_JETFREIGHT
Jet Infraventure,538794.0,__NA__,Construction,19.95,73.93,87.5,20267,10000,8000,23.54,7.76,54.91,0.0,0.0,-0.25,-6.6,17.15,16.41,17.04,16.37,55.44,0.99,1.08,1.44,1.55,53.46,-20.7,-12.77,20212,-7.53,,8.36,538794.0___NA__
Jet Knitwears,-1.0,JETKNIT,Textiles - Products,120.25,-10.93,-8.9,2250,0,0,138.6,63.25,142.0,18.0,9.97,0.0,9.97,101.61,73.44,100.85,72.97,55.4,8.6,9.41,10.18,10.57,89.67,32.67,31.96,5464,8.01,,53.0,-1.0_JETKNIT
Jetking Infotrai,517063.0,__NA__,Computers - Education,57.9,7.15,-20.85,3465,3177,1482,75.0,42.1,289.14,16.2,1.97,-0.14,3.63,56.98,55.15,56.99,55.13,50.06,0.03,0.04,-0.13,-0.18,26.97,11.83,7.28,8658,3.05,0.12,34.2,517063.0___NA__
Jetmall Spices,543286.0,__NA__,Trading,13.2,-21.19,-27.51,41538,18000,24000,27.8,0.0,33.85,0.0,4.51,11.11,0.0,14.76,19.05,14.82,19.1,50.13,-0.94,-1.13,-1.22,-1.29,-42.73,-8.8,,33652,,,7.91,543286.0___NA__
JFL Life,-1.0,JFLLIFE,Pharmaceuticals - Indian - Formulations,42.9,-6.51,-3.25,9059,12000,14000,56.0,36.05,70.0,30.1,6.72,-1.83,8.5,41.53,43.8,41.59,43.84,46.5,-0.15,-0.09,-0.21,-0.23,0.5,,,20651,,,47.18,-1.0_JFLLIFE
Jhandewala Foods,540850.0,__NA__,Food - Processing - Indian,129.95,51.39,251.03,22667,23333,10000,191.0,6.87,191.0,3.7,-0.95,-4.97,-13.54,139.81,87.46,140.21,87.03,35.83,-4.82,-4.32,-3.28,-2.9,,142.43,52.86,49519,,,133.33,540850.0___NA__
Jhaveri Credits,531550.0,__NA__,Finance & Investments,355.1,-30.01,25.63,3363,3603,3912,527.3,85.73,527.3,0.0,2.56,-0.14,-3.86,361.7,319.36,362.33,319.09,49.74,-7.31,-8.66,-10.49,-11.28,295.71,293.1,153.46,6042,82.17,50.01,319.09,531550.0___NA__
JHS Sven.Lab.,532771.0,JHS,Personal Care - Indian,21.0,19.49,-19.96,123140,74581,34232,39.5,15.53,124.0,4.2,-1.55,-3.59,5.26,20.24,21.7,20.2,21.71,56.01,0.76,0.85,0.81,0.82,-6.11,-1.66,0.15,314590,-15.23,10.55,164.63,532771.0_JHS
JHS Svend.Retail,544197.0,RETAIL,Trading,43.73,,,33177,33177,7879,43.73,35.0,43.73,35.0,3.8,,,38.45,38.28,38.29,38.24,,0.43,0.15,0.11,0.03,,,,33177,,,28.43,544197.0_RETAIL
Jigar Cables,540651.0,__NA__,Cables - Power,50.1,-22.92,11.33,4250,4000,2000,75.0,33.8,75.0,14.25,-8.91,0.2,-7.79,58.61,46.17,58.95,46.13,34.84,-3.4,-3.14,-2.65,-2.46,43.14,9.18,4.09,10773,,,35.23,540651.0___NA__
Jindal Capital,530405.0,__NA__,Finance & Investments,35.34,-4.05,-8.75,8323,8528,17158,47.98,18.0,90.75,3.14,0.91,0.69,-4.42,35.61,34.4,35.63,34.4,48.58,-0.35,-0.4,-0.4,-0.41,55.3,41.12,46.16,8461,34.02,15.91,25.47,530405.0___NA__
Jindal Drilling,511034.0,JINDRILL,Oil Drilling / Allied Services,631.5,-4.96,-14.01,79169,118598,61876,915.0,334.0,1088.28,40.55,0.14,0.63,-2.04,672.18,647.42,673.88,647.59,42.81,-17.53,-18.56,-20.54,-21.3,84.6,71.48,45.41,121183,22.3,8.38,1830.09,511034.0_JINDRILL
Jindal Hotels,507981.0,__NA__,Hotels,127.95,109.18,152.82,7653,15705,29521,142.0,39.99,142.0,12.76,-4.98,21.47,32.33,102.91,76.94,101.61,76.36,79.72,5.3,3.62,1.23,0.21,225.95,56.32,27.8,17284,16.89,14.74,89.57,507981.0___NA__
Jindal Leasefin,539947.0,__NA__,Finance & Investments,48.99,41.88,28.82,1263,1017,1245,63.0,28.02,84.9,7.24,-3.01,-7.46,-11.63,49.27,41.15,49.22,41.05,44.95,1.04,1.46,2.46,2.82,51.91,57.61,29.82,1088,,,14.74,539947.0___NA__
Jindal Photo,532624.0,JINDALPHOT,Finance & Investments,878.2,50.98,44.01,139397,531906,292291,969.0,318.6,969.0,7.25,-1.72,26.81,32.21,688.71,602.68,680.35,599.76,79.76,47.44,38.86,27.28,22.25,155.75,133.66,95.8,69273,42.97,24.4,901.06,532624.0_JINDALPHOT
Jindal Poly Film,500227.0,JINDALPOLY,Textiles - Products,694.65,29.37,5.69,229879,324236,96151,743.0,449.2,1449.0,48.74,0.74,-0.11,37.44,571.94,596.79,567.14,595.86,76.81,45.45,44.28,31.89,28.5,5.32,-7.54,23.32,72348,8.89,10.62,3041.62,500227.0_JINDALPOLY
Jindal Poly Inve,536773.0,JPOLYINVST,Finance & Investments,895.2,36.37,41.19,56895,191306,69751,969.65,449.0,969.65,7.15,0.39,10.36,22.91,747.57,671.46,741.69,669.24,72.29,40.02,35.86,27.06,23.82,49.74,188.34,104.39,29610,43.75,22.73,940.83,536773.0_JPOLYINVST
Jindal Saw,500378.0,JINDALSAW,Steel - Large,545.25,11.67,20.75,1125849,938814,471175,598.05,257.05,598.05,24.23,0.26,-3.89,1.12,538.14,461.37,537.9,460.54,48.1,3.57,4.74,5.85,6.42,112.52,64.42,45.47,1375371,30.1,21.43,17434.6,500378.0_JINDALSAW
Jindal Stain.,532508.0,JSL,Steel - Large,814.3,14.91,37.76,1449548,813107,1051881,841.0,330.45,841.0,10.72,-1.0,2.7,3.65,753.61,618.28,750.79,616.23,61.5,20.74,20.53,22.67,23.16,148.94,95.99,90.54,1905343,41.76,41.95,67052.29,532508.0_JSL
Jindal Steel,532286.0,JINDALSTEL,Steel - Sponge Iron,1053.05,16.45,42.68,2628298,1878790,2413231,1097.1,580.0,1097.1,27.67,0.83,-2.47,1.58,996.67,832.8,994.72,830.67,53.6,15.11,16.69,17.71,18.36,79.74,39.09,48.59,2420495,34.86,12.39,107420.42,532286.0_JINDALSTEL
Jindal Worldwide,531543.0,JINDWORLD,Textiles - Products,344.7,4.27,11.98,73164,84426,25014,439.8,267.75,477.0,0.93,-0.3,-2.15,6.84,346.01,340.7,346.02,340.65,48.1,2.86,3.7,3.62,3.82,10.15,75.47,36.96,319993,27.41,38.31,6911.94,531543.0_JINDWORLD
Jio Financial,543940.0,JIOFIN,Finance & Investments,354.2,0.29,52.73,25508531,21720278,24399058,394.7,202.8,394.7,202.8,-1.1,0.79,4.01,353.61,307.81,353.42,307.31,51.13,0.45,0.38,0.28,0.23,,,,36202277,,,225033.35,543940.0_JIOFIN
JITF Infra Logis,540311.0,JITFINFRA,Miscellaneous,855.85,45.32,50.48,68510,29911,35186,990.0,402.0,990.0,3.15,-0.27,-3.45,-4.03,796.22,613.63,793.7,611.17,52.38,17.7,19.51,25.01,26.84,51.12,251.27,148.26,53337,52.4,,2199.86,540311.0_JITFINFRA
Jiwanram Sheo,-1.0,JIWANRAM,Textiles - Products,14.8,-4.52,-10.84,31667,22500,30000,30.0,13.25,30.0,13.25,-1.33,-3.9,0.68,15.27,18.55,15.29,18.59,48.56,-0.03,-0.03,-0.14,-0.16,,,,96293,,,36.63,-1.0_JIWANRAM
JK Agri Genetics,536493.0,__NA__,Miscellaneous,445.4,-3.32,-6.22,1529,1417,997,550.0,360.0,1925.0,200.0,14.43,-1.92,4.62,390.39,410.57,390.44,410.78,50.38,1.51,1.74,0.77,0.58,-15.33,-22.13,-10.48,1479,-12.12,-3.52,206.53,536493.0___NA__
JK Lakshmi Cem.,500380.0,JKLAKSHMI,Cement - North India,889.55,-0.6,0.31,501542,1143544,392063,999.9,607.2,999.9,15.12,0.63,4.58,12.71,822.99,807.94,820.5,807.17,69.46,20.39,18.54,13.24,11.45,23.02,14.81,21.57,324113,9.13,14.15,10467.34,500380.0_JKLAKSHMI
JK Paper,532162.0,JKPAPER,Paper,544.6,58.2,36.27,3458206,3010860,1351645,562.0,306.4,562.0,13.4,0.45,1.53,40.64,428.99,389.51,424.37,387.98,71.92,43.99,44.11,36.77,34.96,69.29,35.15,32.8,1311740,29.01,30.96,9225.65,532162.0_JKPAPER
JK Tyre & Indust,530007.0,JKTYRE,Tyres,441.35,-0.05,8.3,1614792,4322176,11937271,554.35,227.75,554.35,5.12,2.7,9.52,6.05,408.36,382.31,407.48,381.83,62.8,-0.26,-3.02,-2.29,-2.79,81.52,43.38,40.02,1870411,14.27,20.93,11507.01,530007.0_JKTYRE
JLA Infraville,538765.0,__NA__,Trading,5.21,33.59,-3.52,18750,15000,15000,6.03,2.17,32.9,1.85,-4.4,-4.4,19.22,4.38,4.6,4.35,4.6,63.78,0.29,0.28,0.16,0.13,73.67,-4.06,-8.33,23163,14.66,,3.38,538765.0___NA__
JM Financial,523405.0,JMFINANCIL,Finance & Investments,89.18,9.25,-13.39,6131645,5068474,8509053,114.95,69.0,191.6,4.64,1.85,5.77,11.4,82.66,84.69,82.46,84.66,61.04,1.32,1.05,0.74,0.6,19.21,-0.97,2.83,6799970,-3.91,7.84,8521.96,523405.0_JMFINANCIL
JMD Ventures,511092.0,__NA__,Finance & Investments,13.48,29.96,-52.96,29213,25044,45361,45.45,9.98,379.0,1.5,-1.96,-3.44,11.79,13.31,18.41,13.29,18.46,59.87,0.43,0.45,0.3,0.27,-44.22,92.09,39.32,70576,-2.14,-2.92,38.9,511092.0___NA__
JMJ Fintech,538834.0,__NA__,Finance & Investments,20.49,-3.77,-7.39,7801,7336,5212,32.26,12.11,365.0,2.18,1.54,-1.94,-7.52,21.44,21.32,21.49,21.33,41.14,-0.45,-0.44,-0.38,-0.36,23.8,63.35,14.49,12171,-22.73,,25.41,538834.0___NA__
JNK,544167.0,JNKINDIA,Engineering,827.5,,,484381,156878,135372,897.25,550.0,897.25,550.0,-0.16,-2.73,35.91,708.86,691.91,703.97,690.54,66.69,57.97,59.68,43.65,40.07,,,,1171074,,,4602.65,544167.0_JNKINDIA
Jocil,-1.0,JOCIL,Chemicals,205.5,14.77,-11.27,31864,42553,23697,263.45,162.65,319.8,11.8,-1.15,1.59,12.38,193.16,197.76,192.55,197.66,64.55,4.84,4.44,2.98,2.52,9.88,1.81,17.77,27311,1.29,4.5,182.48,-1.0_JOCIL
John Cockerill,500147.0,__NA__,Engineering,5969.8,82.87,99.14,8631,16798,5611,6443.0,2374.0,6443.0,68.9,-0.47,9.8,64.82,4179.11,3394.14,4104.86,3367.97,79.51,572.05,532.49,369.71,319.12,103.5,87.56,39.48,5968,42.73,26.27,2949.11,500147.0___NA__
Johnson Con. Hit,523398.0,JCHAC,Air-conditioners,2035.1,76.22,77.19,102233,125268,64733,2085.0,937.95,3484.4,25.78,3.07,8.46,9.61,1599.03,1307.21,1583.7,1300.5,69.02,116.29,116.2,124.84,126.98,88.83,-3.92,2.89,86935,-0.14,20.97,5533.39,523398.0_JCHAC
Johnson Pharma,532154.0,__NA__,Trading,1.0,28.0,29.73,1872707,2466281,1040709,1.38,0.45,21.01,0.11,4.17,4.35,-7.69,0.94,0.82,0.94,0.82,52.17,-0.01,-0.02,-0.01,-0.01,81.13,63.41,31.95,3176644,23.43,-16.9,55.0,532154.0___NA__
Joindre Capital,531861.0,__NA__,Finance & Investments,51.0,11.72,-0.16,12600,3062,1253,71.4,29.25,90.95,5.57,0.0,-4.46,19.19,48.48,45.95,48.38,45.9,55.5,1.71,1.86,1.63,1.6,53.99,23.46,26.09,19106,9.28,16.56,70.58,531861.0___NA__
Jointeca Educati,534659.0,__NA__,Computers - Software - Medium / Small,13.24,7.38,42.52,8000,8000,8000,14.71,7.43,22.35,5.33,4.66,4.66,-0.53,11.05,12.81,10.96,12.81,65.28,1.19,1.18,0.88,0.8,86.22,-4.07,-2.47,8348,-2.67,-3.72,13.27,534659.0___NA__
Jonjua Overseas,542446.0,__NA__,Computers - Software - Medium / Small,11.32,-0.63,3.28,15368,20410,32656,21.45,8.13,60.73,4.3,2.82,7.62,10.21,10.71,11.12,10.69,11.12,54.67,-0.05,-0.11,-0.1,-0.11,1.38,-15.7,11.32,32524,,,8.98,542446.0___NA__
Josts Engg. Co.,505750.0,__NA__,Engineering,981.55,27.22,58.69,4074,11089,3282,1140.8,365.15,1140.8,8.54,-0.24,6.71,8.01,930.77,735.48,928.6,732.98,54.62,10.91,9.53,-1.87,-5.06,141.36,80.97,49.43,3591,24.25,28.4,479.9,505750.0___NA__
JP Associates,532532.0,JPASSOCIAT,Construction,10.34,-47.97,-53.72,22077292,14822451,9646982,27.17,7.5,340.0,1.05,0.88,0.0,-33.66,14.15,16.1,14.31,16.15,33.31,-1.47,-1.55,-1.6,-1.64,28.93,-7.38,27.43,41675525,-9.55,-17.82,2538.08,532532.0_JPASSOCIAT
JP Power Ven.,532627.0,JPPOWER,Power Generation And Supply,19.87,16.67,23.66,55139427,39466339,25067344,24.0,5.9,144.0,0.35,1.38,-2.68,1.82,18.91,15.86,18.88,15.82,53.71,0.21,0.22,0.16,0.15,218.7,50.5,57.85,132441584,20.38,-1.5,13617.82,532627.0_JPPOWER
JPT Securities,530985.0,__NA__,Finance & Investments,8.28,-6.65,-8.7,2234,0,0,10.5,5.83,353.25,3.6,-4.94,0.0,-12.2,8.69,8.35,8.69,8.34,44.27,0.05,0.1,0.21,0.25,56.65,-4.18,9.63,1558,-10.15,-3.74,2.49,530985.0___NA__
JSL Industries,504080.0,__NA__,Electric Equipment,2146.0,148.76,94.69,308,330,242,2189.75,381.3,2189.75,41.0,-2.0,21.54,82.48,1334.25,988.06,1299.33,975.98,87.01,239.53,214.47,157.78,137.34,432.79,138.7,89.29,199,54.12,29.57,251.91,504080.0___NA__
JSW Energy,533148.0,JSWENERGY,Power Generation And Supply,746.0,35.47,78.6,4488832,3437886,2052372,750.45,274.05,750.45,33.65,1.57,-1.69,19.82,636.27,514.21,632.26,512.0,65.07,33.72,33.41,28.68,27.42,169.29,63.42,59.28,5245020,41.4,24.21,130383.53,533148.0_JSWENERGY
JSW Holdings,532642.0,JSWHL,Finance & Investments,7331.55,-1.73,41.44,15375,23118,56268,7825.0,4310.15,7825.0,112.0,1.97,-3.01,9.74,6736.11,5989.97,6717.59,5977.91,59.97,145.55,136.51,103.12,92.51,56.7,14.4,19.75,17047,22.58,23.58,8138.01,532642.0_JSWHL
JSW Infrast,543994.0,JSWINFRA,Miscellaneous,347.3,30.32,53.71,6778023,4747765,7071296,349.35,141.75,349.35,141.75,5.76,1.37,16.02,281.58,234.85,279.67,233.91,68.78,14.15,13.53,11.91,11.35,,,,7070378,,,72933.05,543994.0_JSWINFRA
JSW Steel,500228.0,JSWSTEEL,Steel - Large,943.45,5.94,11.2,2730444,2637011,2617904,950.0,723.0,950.0,16.01,1.28,-0.41,5.79,896.48,838.8,895.05,837.87,55.86,12.14,12.48,11.42,11.24,18.69,11.54,27.41,2590869,24.14,22.04,230716.36,500228.0_JSWSTEEL
JTEKT India,520057.0,JTEKTINDIA,Auto Ancillaries,213.9,17.7,20.32,918153,1095715,552458,221.25,126.05,221.25,5.25,0.19,0.91,26.14,179.95,160.02,178.58,159.48,76.74,11.6,11.18,8.62,7.87,49.56,24.72,17.46,474888,11.77,19.01,5439.06,520057.0_JTEKTINDIA
JTL Industries,534600.0,JTLIND,Steel - Medium / Small,220.0,3.74,-10.76,1622620,1697130,657083,278.0,166.9,278.0,2.85,-1.15,3.58,6.42,219.37,216.76,219.24,216.71,53.42,0.97,0.79,0.46,0.33,24.25,65.39,79.39,1812684,67.45,45.51,3772.8,534600.0_JTLIND
Jubilant Food.,533155.0,JUBLFOOD,Hotels,569.85,22.93,1.67,3966435,3447447,2472673,586.95,420.85,918.0,16.0,1.17,-1.11,14.02,508.57,498.81,506.33,498.17,66.44,19.26,19.21,18.77,18.64,12.37,-3.62,17.62,3044004,28.02,15.76,37601.3,533155.0_JUBLFOOD
Jubilant Inds.,533320.0,JUBLINDS,Chemicals,1653.1,31.58,166.91,35909,40435,12655,1787.0,494.15,1787.0,26.15,2.42,-0.2,26.07,1331.61,992.22,1320.09,985.97,65.56,123.08,128.31,112.07,109.31,204.96,72.11,76.1,48448,30.23,32.39,2490.74,533320.0_JUBLINDS
Jubilant Ingrev.,543271.0,JUBLINGREA,Chemicals,522.1,12.4,5.23,339246,215519,250891,581.75,399.0,877.95,241.3,0.63,-1.31,3.74,514.89,487.13,514.73,486.81,49.48,3.79,4.63,3.55,3.49,21.65,-1.52,,496448,,,8316.04,543271.0_JUBLINGREA
Jubilant Pharmo,530019.0,JUBLPHARMA,Pharmaceuticals - Indian - Bulk Drugs,734.35,25.5,27.58,307580,191479,268270,775.0,318.75,999.0,57.95,-0.73,0.95,7.51,700.15,583.89,698.53,582.32,55.49,11.2,11.49,11.98,12.18,85.61,0.77,10.94,460849,2.72,14.86,11698.23,530019.0_JUBLPHARMA
Julien Agro,536073.0,__NA__,Trading,29.1,1.26,10.49,46497,45706,46791,34.0,12.0,34.0,3.25,0.83,0.49,1.58,28.69,25.23,28.68,25.19,52.1,-0.06,-0.1,-0.13,-0.15,,,,38754,23.25,15.05,57.58,536073.0___NA__
Jullundur Motor,-1.0,JMA,Auto Ancillaries,105.03,4.65,23.7,45742,31048,13831,140.7,65.45,140.7,14.5,-1.56,0.0,5.79,103.06,95.77,102.91,95.66,54.83,1.96,2.05,1.92,1.92,58.18,14.22,29.14,79684,12.55,,239.9,-1.0_JMA
Jumbo Bag,516078.0,__NA__,Packaging,39.5,-1.99,1.27,4989,4184,3715,62.98,21.4,78.2,3.42,-0.98,-0.35,-2.94,41.68,37.79,41.75,37.76,43.75,-0.59,-0.59,-0.61,-0.61,78.64,39.07,31.88,10473,13.25,18.64,33.07,516078.0___NA__
Juniper Hotels,544129.0,JUNIPER,Hotels,419.05,-16.94,,236231,237638,555849,538.25,361.2,538.25,361.2,-1.02,-5.89,-2.23,445.91,432.27,446.83,432.36,42.7,-2.42,-0.96,-1.17,-0.86,,,,936956,,,9323.93,544129.0_JUNIPER
Jupiter Info.,534623.0,__NA__,Miscellaneous,36.32,-3.92,11.41,7334,8278,6896,57.98,18.4,95.0,10.55,0.0,-4.27,-0.63,39.28,35.42,39.4,35.41,39.47,-0.59,-0.44,-0.26,-0.18,76.48,16.03,-10.13,27731,-10.01,8.8,36.39,534623.0___NA__
Jupiter Life Lin,543980.0,JLHL,Healthcare,1292.3,8.83,18.07,75538,57225,58093,1653.95,960.0,1653.95,960.0,-0.45,2.94,10.33,1226.12,1175.51,1223.18,1174.28,60.9,21.48,19.14,14.43,12.67,,,,170626,,,8473.09,543980.0_JLHL
Jupiter Wagons,533272.0,JWL,Engineering,692.15,78.29,116.88,4395124,2848174,1593743,727.85,169.35,727.85,6.75,0.42,1.16,14.46,564.81,406.12,559.73,403.27,63.73,42.44,43.84,47.43,48.68,296.58,168.14,107.31,2280755,80.72,40.9,28536.91,533272.0_JWL
Just Dial,535648.0,JUSTDIAL,Miscellaneous,1029.15,19.21,27.37,413541,478494,139610,1162.65,693.05,1894.7,250.0,0.13,0.81,10.25,984.96,878.02,983.21,876.52,54.73,16.37,16.98,12.32,11.31,39.14,0.91,5.45,472764,15.2,-3.89,8751.92,535648.0_JUSTDIAL
Jyothi Infra.,531537.0,__NA__,Construction,25.21,,,300,300,300,25.21,8.76,49.5,5.59,5.0,5.0,5.0,14.13,17.55,13.67,17.48,95.25,3.85,3.7,3.15,2.98,,,,51,,15.75,3.9,531537.0___NA__
Jyothy Labs,532926.0,JYOTHYLAB,Personal Care - Indian,453.9,-3.8,-10.92,1113546,700618,1128131,554.0,214.95,554.0,10.5,5.17,0.59,7.77,434.37,412.08,434.48,411.88,49.6,-1.91,-2.18,0.22,0.76,99.95,36.96,21.98,1446852,13.61,16.89,16667.59,532926.0_JYOTHYLAB
Jyoti,504076.0,__NA__,Electric Equipment,93.9,60.77,89.63,42542,136603,431702,94.27,35.0,208.15,2.38,4.58,21.52,26.82,70.08,57.26,69.28,56.94,80.69,3.85,2.82,1.47,0.87,139.12,91.78,66.82,51517,10.37,2.5,216.86,504076.0___NA__
Jyoti CNC Auto.,544081.0,JYOTICNC,Engineering,1331.5,77.26,,472788,339830,254681,1450.0,368.0,1450.0,368.0,-1.7,9.87,34.3,1030.55,716.84,1017.32,710.43,70.03,114.01,114.93,106.05,104.06,,,,1079448,,,30281.42,544081.0_JYOTICNC
Jyoti Resins,514448.0,__NA__,Chemicals,1429.85,-1.3,-7.77,24457,31589,11038,1780.05,1181.05,1818.45,0.31,0.45,-1.06,8.29,1387.18,1415.37,1385.7,1415.29,54.92,24.38,26.77,24.74,24.83,0.9,74.65,96.71,16534,60.39,80.44,1715.82,514448.0___NA__
Jyoti Structures,513250.0,JYOTISTRUC,Transmisson Line Towers / Equipment,28.3,20.13,50.74,7242464,5873287,2279061,34.03,7.65,311.78,0.72,2.87,-1.82,8.09,26.01,21.51,25.95,21.45,53.92,0.8,0.88,0.7,0.68,221.75,48.44,61.29,4151359,15.42,-7.61,2397.98,513250.0_JYOTISTRUC
Jyotirgamya Ent.,539246.0,__NA__,Trading,80.77,,,254,338,20,80.77,60.3,80.77,12.5,4.99,15.73,21.51,38.95,22.76,37.24,22.17,98.31,11.76,10.6,7.6,6.56,,33.5,21.11,241,,,18.58,539246.0___NA__
K C P,590066.0,KCP,Cement - South India,243.9,29.29,57.46,2843034,1541049,805684,274.0,106.0,274.0,8.1,-0.13,1.93,39.51,205.73,172.88,204.16,172.17,65.15,15.04,15.37,15.29,15.36,128.99,18.41,23.76,988487,12.44,16.96,3144.41,590066.0_KCP
K E C Intl.,532714.0,KEC,Transmisson Line Towers / Equipment,887.85,20.67,48.55,1185972,1173539,398203,953.15,550.0,953.15,21.6,0.11,1.23,20.09,797.1,695.07,793.44,693.14,61.09,32.34,32.77,31.5,31.3,60.92,27.3,22.0,710457,18.9,20.89,22825.57,532714.0_KEC
K G Denim,500239.0,__NA__,Textiles - Cotton/Blended,26.31,0.15,-27.94,16702,9590,5845,41.9,22.6,111.25,4.27,-1.83,-1.4,-2.23,27.35,29.54,27.37,29.57,47.65,0.09,0.13,0.1,0.1,-7.2,-13.18,-8.24,21477,-13.39,3.34,67.45,500239.0___NA__
K K Fincorp,503669.0,__NA__,Finance & Investments,30.84,33.64,28.66,1856,588,171,42.26,18.65,42.26,3.52,-4.99,-9.83,-3.39,32.49,27.16,32.49,27.11,42.55,0.92,1.29,1.99,2.26,82.67,56.0,,2508,29.73,,17.27,503669.0___NA__
K P R Mill Ltd,532889.0,KPRMILL,Textiles - Products,910.5,3.52,13.86,252394,280786,125142,928.15,615.0,928.15,1.9,3.21,-1.1,14.6,839.25,786.23,837.5,785.26,62.68,19.08,19.76,16.02,15.25,32.73,42.15,48.14,351925,27.82,41.78,31122.16,532889.0_KPRMILL
K Z Leasing,511728.0,__NA__,Finance & Investments,32.0,-9.8,22.49,977,1734,442,42.5,13.67,77.25,1.58,-0.93,6.78,4.9,32.46,29.39,32.47,29.36,51.73,-0.65,-0.81,-0.68,-0.69,95.76,44.34,29.26,1380,19.97,23.45,9.73,511728.0___NA__
K-Lifestyle,514221.0,__NA__,Textiles - Products,0.33,-5.88,18.52,1501866,0,0,0.38,0.19,6.18,0.15,3.12,0.0,14.29,0.29,0.25,0.29,0.25,57.75,0.0,0.0,0.01,0.01,60.0,18.98,10.99,680422,3.01,-2.91,33.74,514221.0___NA__
K.P. Energy,539686.0,__NA__,Engineering - Turnkey Services,424.0,6.22,67.03,243812,297638,305611,513.9,110.88,513.9,3.59,3.09,3.8,-1.0,410.94,321.25,410.93,320.34,48.95,-6.17,-7.08,-4.54,-4.13,259.06,198.4,68.31,186456,47.52,,2827.64,539686.0___NA__
K&R Rail Engine.,514360.0,__NA__,Construction,462.0,-21.67,-35.41,24720,16493,9960,863.35,414.0,863.35,9.0,0.98,-6.28,-6.45,507.05,568.14,509.08,569.25,41.26,-11.43,-10.92,-12.31,-12.53,-7.82,170.95,,16764,,,978.08,514360.0___NA__
