Name,BSE Code,NSE Code,Industry,Current Price,Operating profit preceding quarter,Sales preceding year quarter,Operating profit preceding year quarter,Other income preceding year quarter,EBIDT preceding year quarter,Depreciation preceding year quarter,EBIT preceding year quarter,Interest preceding year quarter,Profit before tax preceding year quarter,Tax preceding year quarter,Profit after tax preceding year quarter,Extraordinary items preceding year quarter,Net Profit preceding year quarter,OPM preceding year quarter,NPM preceding year quarter,Equity Capital preceding year quarter,EPS preceding year quarter,Market Capitalization,join_key
Lak. Fin. & Indl,-1.0,LFIC,Finance & Investments,212.0,4.68,1.34,-0.57,0.01,-0.56,0.04,-0.6,0.01,-0.61,-0.27,-0.34,0.0,-0.34,-42.54,-25.37,3.0,-1.13,63.59,-1.0_LFIC
Lak. Mach. Works,500252.0,LAXMIMACH,Textile Machinery,17291.75,116.81,1303.04,118.27,47.87,166.14,21.73,144.41,0.0,144.41,50.3,94.11,0.0,94.11,9.08,7.22,10.68,88.09,18472.79,500252.0_LAXMIMACH
Lak. Prec. Screw,506079.0,LAKPRE,Fasteners,5.78,1.54,61.4,-1.7,1.4,-0.34,6.74,-7.08,11.06,-18.1,0.0,-18.14,0.04,-18.1,-2.77,-29.54,,-16.54,6.32,506079.0_LAKPRE
Lakhotia Poly.,535387.0,__NA__,Textiles - Spinning - Synthetic / Blended,36.0,0.27,8.96,-2.02,0.47,-1.55,0.01,-1.56,0.18,-1.74,-0.25,-1.49,0.0,-1.49,-22.54,-16.63,10.47,-1.42,37.71,535387.0___NA__
Lakshmi Mills,502958.0,__NA__,Textiles - Composite,6819.0,3.78,44.84,-1.25,0.69,-0.56,2.51,-3.07,1.88,-4.95,-1.26,-3.68,0.0,-3.68,-2.79,-8.21,6.96,-52.9,474.64,502958.0___NA__
Lambodhara Text.,590075.0,LAMBODHARA,Textiles - Cotton/Blended,152.25,3.77,44.91,4.68,0.78,5.46,2.03,3.43,1.11,2.32,1.96,0.36,0.0,0.36,10.42,0.8,5.19,0.35,158.0,590075.0_LAMBODHARA
Lancer Containe.,539841.0,__NA__,Miscellaneous,51.33,30.34,200.95,20.53,4.32,24.85,5.34,19.51,4.02,15.49,4.53,10.97,0.0,10.97,10.22,5.46,30.14,0.59,1207.38,539841.0___NA__
Lancor Holdings,509048.0,LANCORHOL,Construction,42.71,5.03,26.5,4.65,0.32,4.97,0.54,4.43,4.41,0.02,0.39,-0.38,0.0,-0.38,17.55,-1.43,,-0.06,311.77,509048.0_LANCORHOL
Landmarc Leisur.,532275.0,__NA__,Entertainment / Electronic Media Software,0.92,-0.14,0.6,-0.79,0.01,-0.78,0.0,-0.78,0.0,-0.78,0.0,-0.78,0.0,-0.78,-131.67,-130.0,80.0,-0.01,73.6,532275.0___NA__
Landmark Cars,543714.0,LANDMARK,Trading,724.2,65.24,853.8,60.81,1.23,63.85,22.72,41.13,10.18,29.14,4.88,25.47,-1.81,24.26,7.12,3.01,18.31,6.07,2992.9,543714.0_LANDMARK
Landmark Prop.,533012.0,LPDC,Construction,10.09,-0.08,0.41,-6.61,-0.41,-7.02,0.0,-7.02,0.0,-7.02,-0.76,-6.26,0.0,-6.26,-1612.2,-1526.83,13.41,-0.47,135.36,533012.0_LPDC
Larsen & Toubro,500510.0,LT,Engineering - Turnkey Services,3522.4,7198.65,58335.15,8354.24,740.91,9095.15,853.5,8241.65,2334.29,5907.36,1460.62,3986.78,0.0,4458.58,14.32,7.64,281.01,28.37,484276.5,500510.0_LT
Lasa Supergeneri,540702.0,LASA,Pharmaceuticals - Indian - Bulk Drugs & Formln,22.8,1.06,35.32,4.34,-18.97,5.27,4.17,1.1,0.41,-19.21,-4.21,4.9,-19.9,-15.0,12.29,13.87,50.1,-2.99,114.23,540702.0_LASA
Last Mile Enter.,526961.0,__NA__,Construction,785.0,-0.41,14.5,13.06,0.19,13.25,0.05,13.2,0.83,12.37,2.5,9.87,0.0,9.87,90.07,68.07,,8.45,1614.68,526961.0___NA__
Latent View,543398.0,LATENTVIEW,Computers - Software - Medium / Small,501.45,36.78,141.06,30.13,15.04,45.17,2.24,42.93,0.66,42.27,8.06,34.21,0.0,34.21,21.36,24.25,20.04,1.67,10329.76,543398.0_LATENTVIEW
Latteys Industri,-1.0,LATTEYS,Engineering,16.61,1.13,,,,,,,,,,,,,,,,,95.5,-1.0_LATTEYS
Laurus Labs,540222.0,LAURUSLABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,428.6,181.42,1380.9,285.54,1.71,287.25,87.01,200.24,53.1,147.14,39.9,102.98,0.0,105.27,20.68,7.62,107.47,1.91,23107.01,540222.0_LAURUSLABS
Laxmi Cotspin,-1.0,LAXMICOT,Textiles - Cotton/Blended,31.19,-1.07,41.37,0.05,-0.06,-0.01,0.81,-0.82,0.71,-1.53,-0.78,-0.75,0.0,-0.75,0.12,-1.81,17.15,-0.44,53.49,-1.0_LAXMICOT
Laxmi Goldorna,-1.0,LGHL,Construction,334.0,4.91,26.53,2.15,0.03,2.18,0.1,2.08,1.61,0.47,0.14,0.34,0.0,0.34,8.1,1.28,,0.16,697.11,-1.0_LGHL
Laxmi Organic,543277.0,LXCHEM,Chemicals,255.4,51.56,730.48,57.99,6.55,64.54,23.05,41.49,-1.24,42.73,18.46,24.27,0.0,24.27,7.94,3.32,52.73,0.92,7060.48,543277.0_LXCHEM
Laxmipati Engg,537669.0,__NA__,Miscellaneous,70.35,2.56,10.37,0.84,,,,,,,,,,-1.34,,,,-2.33,40.45,537669.0___NA__
LCC Infotech,532019.0,LCCINFOTEC,Computers - Education,4.0,0.06,1.13,0.45,0.06,0.51,0.01,0.5,0.01,0.49,0.0,0.49,0.0,0.49,39.82,43.36,25.32,0.04,50.63,532019.0_LCCINFOTEC
Le Lavoir,539814.0,__NA__,Miscellaneous,269.95,0.3,0.63,0.26,0.17,0.43,0.06,0.37,0.0,0.37,0.09,0.27,0.0,0.27,41.27,42.86,3.24,0.83,87.46,539814.0___NA__
Le Merite Export,-1.0,LEMERITE,Trading,140.35,3.76,195.69,1.46,,,,,,,,,,0.04,,,,0.02,329.56,-1.0_LEMERITE
Le Travenues,544192.0,IXIGO,Travel Agencies,158.5,,,,,,,,,,,,,,,,,,6140.65,544192.0_IXIGO
Lead Financial S,531288.0,__NA__,Finance & Investments,18.0,0.1,0.07,0.02,0.01,0.03,0.0,0.03,0.0,0.03,0.01,0.03,0.0,0.03,28.57,42.86,3.3,0.09,5.93,531288.0___NA__
Lead Reclaim,-1.0,LRRPL,Miscellaneous,32.85,0.59,3.84,0.44,,,,,,,,,,0.34,,,,0.46,24.12,-1.0_LRRPL
Leading Lea. Fin,540360.0,__NA__,Finance & Investments,2.95,0.9,0.87,0.8,0.0,0.8,0.02,0.78,0.04,0.74,0.19,0.55,0.0,0.55,91.95,63.22,5.34,0.05,31.48,540360.0___NA__
Lee & Nee Soft.,517415.0,__NA__,Computers - Software - Medium / Small,10.22,-0.24,1.62,-0.1,0.29,0.19,0.02,0.17,0.0,0.17,0.1,0.07,0.0,0.07,-6.17,4.32,55.77,0.01,57.0,517415.0___NA__
Lehar Footwears,532829.0,__NA__,Leather / Leather Products,163.45,3.92,50.39,4.06,0.62,4.68,0.89,3.79,1.46,2.33,0.62,1.71,0.0,1.71,8.06,3.39,13.68,1.09,288.98,532829.0___NA__
Lemon Tree Hotel,541233.0,LEMONTREE,Hotels,145.15,139.74,252.69,139.89,2.17,142.06,23.52,118.54,45.17,73.37,14.35,43.97,0.0,59.02,55.36,23.36,790.81,0.56,11499.47,541233.0_LEMONTREE
Lerthai Finance,502250.0,__NA__,Finance & Investments,398.0,-0.16,0.0,-0.21,1.32,1.11,0.0,1.11,0.0,1.11,0.17,0.95,0.0,0.95,,,,13.57,27.86,502250.0___NA__
Lesha Industries,533602.0,__NA__,Trading,3.89,0.35,1.29,-0.25,-0.14,-0.39,0.01,-0.4,0.0,-0.4,-0.06,-0.34,0.0,-0.34,-19.38,-26.36,11.0,-0.03,42.79,533602.0___NA__
Lex Nimble Solu.,541196.0,__NA__,Computers - Software - Medium / Small,74.2,0.08,2.41,0.32,,,,,,,,,,0.49,,,,1.17,31.09,541196.0___NA__
Lexus Granito,-1.0,LEXUS,Ceramics - Tiles / Sanitaryware,42.51,-0.1,37.68,1.71,0.46,2.17,4.38,-2.21,1.1,-3.31,0.07,-3.38,0.0,-3.38,4.54,-8.97,,-1.76,85.83,-1.0_LEXUS
LGB Forge,533007.0,LGBFORGE,Castings & Forgings,12.32,0.49,26.64,0.95,-1.26,1.33,0.7,0.63,0.65,-1.66,0.0,-0.02,-1.64,-1.66,3.57,-0.08,23.82,-0.07,293.48,533007.0_LGBFORGE
Libas Consumer,-1.0,LIBAS,Food - Processing - Indian,18.11,1.74,22.39,1.49,0.54,2.03,0.06,1.97,0.07,1.9,0.11,1.8,0.0,1.8,6.65,8.04,17.64,0.68,47.71,-1.0_LIBAS
Liberty Shoes,526596.0,LIBERTSHOE,Leather / Leather Products,380.15,10.66,166.07,13.6,-0.08,13.68,10.38,3.3,3.37,-0.23,0.06,-0.17,-0.16,-0.29,8.19,-0.1,17.04,-0.17,647.79,526596.0_LIBERTSHOE
Libord Finance,511593.0,__NA__,Finance & Investments,14.8,0.24,0.25,0.11,-0.05,0.06,0.04,0.02,0.01,0.01,0.0,-0.51,0.0,-0.51,44.0,-204.0,15.7,-0.32,23.24,511593.0___NA__
Libord Securitie,531027.0,__NA__,Finance & Investments,20.02,-0.1,0.0,-0.14,0.03,-0.11,0.0,-0.11,0.0,-0.11,-0.03,-0.08,0.0,-0.08,,,5.0,-0.16,10.01,531027.0___NA__
LIC Housing Fin.,500253.0,LICHSGFIN,Finance - Housing,812.0,6118.55,6431.12,5849.57,0.11,5849.68,19.41,5830.27,4377.5,1452.77,261.89,1190.89,0.0,1190.99,90.96,18.52,110.08,21.65,44665.1,500253.0_LICHSGFIN
Life Insurance,543526.0,LICI,Finance & Investments,994.65,9238.88,201231.11,11538.72,612.26,12150.98,0.0,12150.98,0.0,12150.98,990.84,13189.42,0.0,13189.42,5.73,6.55,6325.0,20.86,629115.89,543526.0_LICI
Likhami Consult.,539927.0,__NA__,Miscellaneous,137.2,0.01,0.13,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.0,0.03,23.08,23.08,9.95,0.03,136.51,539927.0___NA__
Likhitha Infra.,543240.0,LIKHITHA,Construction,464.4,23.67,98.63,20.69,2.53,23.22,1.51,21.71,0.22,21.49,5.25,16.24,0.0,16.24,20.98,16.47,19.73,4.12,1832.05,543240.0_LIKHITHA
Lime Chemicals,507759.0,__NA__,Chemicals,28.67,-0.25,3.39,-0.07,0.01,-0.06,0.02,-0.08,0.02,-0.1,0.05,-0.14,0.0,-0.14,-2.06,-4.13,6.5,-0.22,18.65,507759.0___NA__
Linc,531241.0,LINC,Printing & Stationery,577.85,13.5,137.29,19.62,0.91,20.53,3.65,16.88,0.29,16.59,4.26,12.33,0.0,12.33,14.29,8.98,14.87,8.29,859.4,531241.0_LINC
Lincoln Pharma.,531633.0,LINCOLN,Pharmaceuticals - Indian - Formulations,627.8,29.65,112.46,16.64,3.9,20.54,2.41,18.13,1.15,16.98,4.41,12.56,0.0,12.56,14.8,11.17,20.03,6.27,1257.47,531633.0_LINCOLN
Linde India,523457.0,LINDEINDIA,Chemicals,8413.0,186.19,630.24,186.37,21.7,208.07,65.79,142.28,1.8,140.48,41.75,98.74,0.0,98.74,29.57,15.67,,11.58,71746.08,523457.0_LINDEINDIA
Link Pharma Chem,524748.0,__NA__,Chemicals,45.2,0.28,9.29,0.29,-0.03,0.26,0.23,0.03,0.26,-0.23,-0.04,-0.19,0.0,-0.19,3.12,-2.05,4.44,-0.43,20.07,524748.0___NA__
Lippi Systems,526604.0,__NA__,Engineering,16.43,-0.28,0.0,-0.39,-0.06,-0.45,0.21,-0.66,0.0,-0.66,-0.17,-0.49,0.0,-0.49,,,7.0,-0.7,11.5,526604.0___NA__
LKP Finance,507912.0,__NA__,Finance & Investments,148.05,21.32,0.01,-2.4,0.02,-2.38,0.02,-2.4,1.09,-3.49,-0.56,-2.94,0.0,-2.94,-24000.0,-29400.0,12.57,-2.34,186.09,507912.0___NA__
LKP Securities,540192.0,__NA__,Finance & Investments,21.25,5.0,16.91,0.24,0.89,1.13,0.92,0.21,0.85,-0.64,-0.19,-0.45,0.0,-0.45,1.42,-2.66,14.97,-0.06,168.27,540192.0___NA__
Lloyds Engineeri,539992.0,LLOYDSENGG,Engineering,71.53,35.71,173.85,12.89,1.25,14.14,0.77,13.37,1.25,12.12,5.7,6.42,0.0,6.42,7.41,3.69,89.87,0.06,8187.58,539992.0_LLOYDSENGG
Lloyds Enterpris,512463.0,__NA__,Trading,32.29,37.6,241.54,18.39,0.21,18.6,0.78,17.82,1.9,15.92,5.7,30.43,0.0,33.73,7.61,13.96,127.21,0.24,4107.71,512463.0___NA__
Lloyds Luxuries,-1.0,LLOYDS,Miscellaneous,105.65,-2.87,18.13,-1.51,,,,,,,,,,-2.31,,,,-1.03,239.33,-1.0_LLOYDS
Lloyds Metals,512455.0,LLOYDSME,Mining / Minerals / Metals,747.0,447.69,876.25,164.55,19.46,184.01,6.83,177.18,17.28,159.9,-109.14,269.04,0.0,269.04,18.78,30.7,37.04,5.33,37742.41,512455.0_LLOYDSME
Logica Infoway,543746.0,__NA__,Trading,254.75,6.51,393.87,5.84,,,,,,,,,,2.19,,,,1.28,435.73,543746.0___NA__
Lokesh Mach.,532740.0,LOKESHMACH,Engineering,420.5,12.94,67.0,9.14,0.62,9.76,2.35,7.41,2.49,4.92,1.95,2.96,0.0,2.96,13.64,4.42,17.9,1.65,777.8,532740.0_LOKESHMACH
Longspur Intl,504340.0,__NA__,Trading,7.52,0.51,1.8,-0.83,0.0,-0.83,0.05,-0.88,0.13,-1.01,-0.3,-0.71,0.0,-0.71,-46.11,-39.44,10.25,-0.57,10.26,504340.0___NA__
Longview Tea,526568.0,__NA__,Trading,40.97,-0.1,0.33,-0.03,0.19,0.16,0.01,0.15,0.0,0.15,0.21,-0.06,0.0,-0.06,-9.09,-18.18,3.0,-0.2,12.29,526568.0___NA__
Looks Health,534422.0,__NA__,Healthcare,6.26,-0.09,0.0,-0.22,0.11,-0.11,0.03,-0.14,0.0,-0.14,0.04,-0.18,0.0,-0.18,,,10.5,-0.17,6.57,534422.0___NA__
Lords Chloro,500284.0,LORDSCHLO,Chlor Alkali / Soda Ash,132.5,-1.65,59.88,7.23,0.65,7.88,2.06,5.82,0.46,5.36,1.63,3.73,0.0,3.73,12.07,6.23,25.15,1.48,333.24,500284.0_LORDSCHLO
Lords Ishwar,530065.0,__NA__,Hotels,16.81,0.19,2.01,0.04,0.0,0.04,0.09,-0.05,0.0,-0.05,0.04,-0.09,0.0,-0.09,1.99,-4.48,7.47,-0.12,12.56,530065.0___NA__
Lorenzini Appar.,540952.0,LAL,Textiles - Processing,22.27,2.26,10.34,1.82,0.1,1.92,0.81,1.11,0.36,0.75,0.22,0.54,0.0,0.54,17.6,5.22,,0.03,348.98,540952.0_LAL
Lotus Chocolate,523475.0,__NA__,Food - Processing - Indian,590.0,0.84,,,,,,,,,,,,,,,,,757.53,523475.0___NA__
Lotus Eye Hospit,532998.0,LOTUSEYE,Healthcare,58.11,1.58,11.17,1.39,0.36,1.75,0.78,0.97,0.02,0.95,0.3,0.65,0.0,0.65,12.44,5.82,20.8,0.31,120.87,532998.0_LOTUSEYE
Lovable Lingerie,533343.0,LOVABLE,Textiles - Products,139.45,-2.5,11.88,-7.28,4.3,-2.98,0.8,-3.78,0.44,-4.22,-0.9,-3.32,0.0,-3.32,-61.28,-27.95,14.8,-2.24,206.39,533343.0_LOVABLE
Loyal Equipments,539227.0,__NA__,Engineering,209.65,2.81,17.37,4.82,0.02,4.84,0.5,4.34,0.44,3.9,0.4,3.5,0.0,3.5,27.75,20.15,10.2,3.43,213.85,539227.0___NA__
Loyal Textile,514036.0,LOYALTEX,Textiles - Composite,595.7,-9.46,329.98,-4.36,25.15,20.79,9.24,11.55,10.1,1.45,-1.32,2.77,0.0,2.77,-1.32,0.84,4.82,5.75,287.14,514036.0_LOYALTEX
LTIMindtree,540005.0,LTIM,Computers - Software - Large,5470.05,1584.9,8691.0,1603.7,66.4,1670.1,182.3,1487.8,43.6,1444.2,330.1,1113.7,0.0,1114.1,18.45,12.82,17.5,37.65,162002.85,540005.0_LTIM
Lucent Industrie,539682.0,__NA__,Miscellaneous,123.65,-0.01,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,0.0,-0.02,,,15.0,-0.01,185.48,539682.0___NA__
Ludlow Jute,526179.0,__NA__,Textiles - Jute - Yarn / Products,85.8,0.78,134.62,3.68,-0.11,3.57,2.28,1.29,1.71,-0.42,0.08,-0.5,0.0,-0.5,2.73,-0.37,10.8,-0.46,92.41,526179.0___NA__
Luharuka Media,512048.0,__NA__,Finance & Investments,4.61,0.19,0.43,0.16,0.0,0.16,0.0,0.16,0.01,0.15,0.05,0.11,0.0,0.11,37.21,25.58,9.37,0.01,43.22,512048.0___NA__
Lumax Auto Tech.,532796.0,LUMAXTECH,Auto Ancillaries,585.05,105.92,493.33,56.65,-3.53,61.92,17.05,44.87,6.81,29.26,5.53,24.26,-8.8,23.74,11.48,6.26,13.63,2.74,3987.59,532796.0_LUMAXTECH
Lumax Industries,517206.0,LUMAXIND,Auto Ancillaries,2793.1,58.24,608.1,48.91,14.26,68.03,21.18,46.85,8.71,33.28,12.54,23.78,-4.86,20.75,8.04,3.91,9.35,22.2,2611.55,517206.0_LUMAXIND
Lupin,500257.0,LUPIN,Pharmaceuticals - Indian - Bulk Drugs & Formln,1601.65,1037.94,4430.08,577.77,37.27,615.04,263.99,351.05,92.55,258.5,16.11,235.96,0.0,242.39,13.04,5.47,90.9,5.19,73021.8,500257.0_LUPIN
Lux Industries,539542.0,LUXIND,Textiles - Composite,1421.9,34.28,716.86,42.16,9.93,52.09,5.36,46.73,5.81,40.92,11.08,29.84,0.0,29.84,5.88,4.16,6.26,10.38,4275.89,539542.0_LUXIND
LWS Knitwear,531402.0,__NA__,Trading,49.76,0.48,34.43,0.41,0.0,0.41,0.02,0.39,0.19,0.2,0.05,0.15,0.0,0.15,1.19,0.44,5.06,0.3,25.18,531402.0___NA__
Lyka Labs,500259.0,LYKALABS,Pharmaceuticals - Indian - Bulk Drugs & Formln,108.5,6.87,22.24,3.3,0.02,3.73,3.47,0.26,2.85,-3.0,0.0,-2.65,-0.41,-3.01,14.84,-11.92,28.69,-0.98,359.03,500259.0_LYKALABS
Lykis,530689.0,__NA__,Trading,57.99,2.5,142.75,10.93,1.43,12.36,0.43,11.93,2.31,9.62,3.77,5.84,0.0,5.84,7.66,4.09,19.93,3.01,112.37,530689.0___NA__
Lynx Machinery,505320.0,__NA__,Miscellaneous,125.5,-1.21,0.0,-0.19,0.01,-0.18,0.0,-0.18,0.06,-0.24,0.0,-0.24,0.0,-0.24,,,0.6,-4.0,7.53,505320.0___NA__
Lypsa Gems,534532.0,LYPSAGEMS,Trading,5.69,0.07,8.4,-44.15,0.0,-44.15,0.07,-44.22,0.0,-44.22,0.0,-44.22,0.0,-44.22,-525.6,-526.43,29.48,-15.0,16.77,534532.0_LYPSAGEMS
M & M,500520.0,M&M,Automobiles - Passenger Cars,2866.95,6223.98,32455.65,5657.73,661.74,6287.82,1194.4,5093.42,1633.56,3491.51,493.14,2613.68,31.65,2998.37,17.43,9.16,556.06,21.2,356513.55,500520.0_M&M
M & M Fin. Serv.,532720.0,M&MFIN,Finance & Investments,304.05,2643.7,3462.69,2390.19,86.08,2476.27,64.98,2411.29,1477.4,933.89,258.97,674.92,0.0,674.92,69.03,19.49,246.6,5.51,37568.05,532720.0_M&MFIN
M B Agro Prod.,-1.0,MBAPL,Fertilizers,230.87,17.98,233.83,44.73,1.15,45.88,6.8,39.08,5.04,34.04,9.77,24.27,0.0,24.27,19.13,10.38,,2.77,2023.05,-1.0_MBAPL
M E T S,538401.0,__NA__,Healthcare,168.1,-0.1,9.55,1.7,0.43,2.13,0.11,2.02,0.16,1.86,0.49,1.38,0.0,1.38,17.8,14.45,5.51,2.5,92.64,538401.0___NA__
M K Exim India,538890.0,__NA__,Trading,72.76,5.91,26.13,4.82,0.27,5.09,0.08,5.01,0.08,4.93,1.53,3.41,0.0,3.41,18.45,13.05,26.91,0.84,293.71,538890.0___NA__
M K Proteins,543919.0,MKPL,Solvent Extraction,12.48,3.56,,,,,,,,,,,,,,,,,468.45,543919.0_MKPL
M Lakhamsi Ind,512153.0,__NA__,Trading,3.76,-1.7,41.97,-0.21,0.88,0.67,0.02,0.65,0.48,0.17,0.09,0.09,0.0,0.09,-0.5,0.21,,0.15,2.24,512153.0___NA__
M M Forgings,522241.0,MMFL,Castings & Forgings,1241.5,73.05,373.33,64.01,5.33,69.34,17.74,51.6,7.25,44.35,16.01,28.33,0.0,28.33,17.15,7.59,24.14,11.74,2997.09,522241.0_MMFL
M M Rubber,509196.0,__NA__,Miscellaneous,98.16,0.13,9.83,1.07,0.01,1.08,0.3,0.78,0.1,0.68,0.26,0.43,0.0,0.43,10.89,4.37,1.25,0.69,61.16,509196.0___NA__
M P Agro Inds.,506543.0,__NA__,Fertilizers,20.33,-0.08,0.0,-0.13,0.05,-0.08,0.0,-0.08,0.0,-0.08,-0.04,-0.04,0.0,-0.04,,,5.8,-0.07,11.8,506543.0___NA__
M R P L,500109.0,MRPL,Refineries,214.75,1159.48,25365.43,3490.15,91.42,3581.57,296.2,3285.37,329.97,2955.4,1042.05,1913.35,0.0,1913.35,13.76,7.54,1752.66,10.92,37637.07,500109.0_MRPL
M T N L,500108.0,MTNL,Telecommunications - Service Provider,41.82,-125.68,219.18,-125.64,199.0,73.36,181.46,-108.1,640.94,-749.04,-0.49,-748.55,0.0,-748.55,-57.32,-341.52,630.0,-11.88,2634.66,500108.0_MTNL
M.V.K. Agro,-1.0,MVKAGRO,Sugar,42.6,12.94,,,,,,,,,,,,,,,,,66.0,-1.0_MVKAGRO
Maagh Advertisin,543624.0,__NA__,Miscellaneous,13.28,2.15,9.59,0.62,,,,,,,,,,0.24,,,,0.05,298.82,543624.0___NA__
Maan Aluminium,532906.0,MAANALU,Aluminium and Aluminium Products,143.45,10.86,262.87,20.8,1.5,22.3,1.32,20.98,1.62,19.36,4.9,14.46,0.0,14.46,7.91,5.5,13.52,2.68,775.86,532906.0_MAANALU
Mac Charles(I),507836.0,__NA__,Power Generation And Supply,455.0,-6.94,2.0,-1.41,5.61,4.2,0.47,3.73,15.66,-11.93,-0.9,-11.03,0.0,-11.03,-70.5,-551.5,13.1,-8.42,596.05,507836.0___NA__
Mac Hotels,541973.0,__NA__,Hotels,38.5,-0.67,3.29,1.42,,,,,,,,,,0.85,,,,2.83,11.55,541973.0___NA__
Macfos,543787.0,__NA__,Trading,761.0,5.47,,,,,,,,,,,,,,,,,716.62,543787.0___NA__
Machhar Industri,543934.0,__NA__,Miscellaneous,368.1,,,,,,,,,,,,,,,,,,27.27,543934.0___NA__
Machino Plastics,523248.0,__NA__,Auto Ancillaries,230.0,6.79,80.69,4.7,0.18,4.88,3.04,1.84,1.73,0.11,-0.07,0.18,0.0,0.18,5.82,0.22,6.14,0.29,141.22,523248.0___NA__
Macpower CNC,-1.0,MACPOWER,Engineering,1420.35,10.09,54.32,5.06,-0.03,5.03,0.9,4.13,0.04,4.09,1.09,3.0,0.0,3.0,9.32,5.52,10.0,3.0,1420.94,-1.0_MACPOWER
Macro Intl.,512600.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,54.75,0.49,3.43,0.03,0.09,0.12,0.0,0.12,0.0,0.12,0.02,0.1,0.0,0.1,0.87,2.92,3.99,0.25,53.82,512600.0___NA__
Macrotech Devel.,543287.0,LODHA,Construction,1513.3,876.0,3255.4,768.7,16.3,785.0,29.6,755.4,117.2,638.2,-108.0,744.4,0.0,746.2,23.61,22.92,481.51,7.73,150564.93,543287.0_LODHA
Madhav Copper,-1.0,MCL,Mining / Minerals / Metals,36.67,-0.09,0.0,-0.52,-0.01,-0.53,0.56,-1.09,0.02,-1.11,0.04,-1.16,0.0,-1.16,,,,-0.43,99.55,-1.0_MCL
Madhav Infra,539894.0,__NA__,Construction,10.86,16.22,204.31,23.58,0.51,24.09,4.29,19.8,6.55,13.25,5.98,5.02,0.0,5.92,11.54,2.9,63.52,0.19,292.76,539894.0___NA__
Madhav Marbles,515093.0,MADHAV,Miscellaneous,48.2,-1.62,11.61,0.59,0.58,1.17,1.27,-0.1,-0.23,0.13,-0.72,0.42,0.0,0.42,5.08,3.62,8.95,0.47,43.13,515093.0_MADHAV
Madhucon Project,531497.0,MADHUCON,Construction,12.09,2.71,445.41,-149.66,727.45,577.79,661.59,-83.8,25.23,-109.03,-12.24,-77.37,0.0,-96.79,-33.6,-21.73,7.4,-10.48,89.23,531497.0_MADHUCON
Madhur Inds,519279.0,__NA__,Food - Processing - Indian,7.13,-0.07,0.0,-0.08,0.0,-0.08,0.1,-0.18,0.0,-0.18,0.0,-0.18,0.0,-0.18,,,4.09,-0.44,2.92,519279.0___NA__
Madhusudan Inds.,515059.0,__NA__,Miscellaneous,64.29,-0.09,0.29,0.09,2.25,2.34,0.03,2.31,0.0,2.31,0.72,1.59,0.0,1.59,31.03,548.28,2.69,2.96,34.58,515059.0___NA__
Madhusudan Masa,-1.0,MADHUSUDAN,Food - Processing - Indian,159.15,5.83,,,,,,,,,,,,,,,,,205.3,-1.0_MADHUSUDAN
Madhusudan Sec.,511000.0,__NA__,Finance & Investments,32.48,-0.03,0.0,-0.06,0.0,-0.06,0.0,-0.06,0.0,-0.06,0.0,-0.06,0.0,-0.06,,,8.7,-0.07,34.42,511000.0___NA__
Madhuveer Com,531910.0,__NA__,Miscellaneous,123.3,0.01,0.0,-0.05,0.04,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,0.0,-0.01,,,9.48,-0.01,116.89,531910.0___NA__
Madhya Prad. Tod,-1.0,MPTODAY,Entertainment / Electronic Media Software,35.15,1.88,12.25,2.41,,,,,,,,,,1.28,,,,2.8,16.06,-1.0_MPTODAY
Madras Fertilize,590134.0,MADRASFERT,Fertilizers,110.35,13.4,768.13,84.3,6.5,90.8,0.59,90.21,19.02,71.19,23.87,47.32,0.0,47.32,10.97,6.16,162.14,2.94,1777.74,590134.0_MADRASFERT
Mafatlal Inds.,500264.0,__NA__,Textiles - Composite,209.0,5.5,338.42,7.18,13.01,20.19,3.89,16.3,4.54,11.76,0.0,11.76,0.0,11.76,2.12,3.47,14.07,1.66,1501.74,500264.0___NA__
Mafia Trends,543613.0,__NA__,Trading,15.64,0.22,4.32,0.41,,,,,,,,,,0.15,,,,0.34,6.93,543613.0___NA__
Magadh Sugar,540650.0,MAGADSUGAR,Sugar,769.2,61.32,298.55,68.05,0.83,68.88,6.29,62.59,9.24,53.35,18.3,35.05,0.0,35.05,22.79,11.74,14.09,24.87,1083.91,540650.0_MAGADSUGAR
Magellanic Cloud,538891.0,__NA__,Computers - Software - Medium / Small,605.1,50.82,114.69,32.25,2.28,34.53,7.16,27.37,3.06,24.31,6.3,18.01,0.0,18.01,28.12,15.7,25.17,1.54,7072.35,538891.0___NA__
Magenta Life,544188.0,__NA__,Miscellaneous,44.02,,,,,,,,,,,,,,,,,,30.25,544188.0___NA__
Magna Electrocas,517449.0,__NA__,Castings & Forgings,464.05,5.66,36.82,4.56,0.8,5.36,1.43,3.93,0.06,3.87,1.12,2.75,0.0,2.75,12.38,7.47,4.23,6.5,196.39,517449.0___NA__
