Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Price to Earning,Dividend yield,Price to book value,Return on assets,Debt to equity,Return on equity,Promoter holding,Earnings yield,Pledged percentage,Industry PE,Enterprise Value,Number of equity shares,Book value,Inventory turnover ratio,Quick ratio,Exports percentage,Piotroski score,G Factor,Asset Turnover Ratio,Financial leverage,Number of Shareholders,Unpledged promoter holding,Return on invested capital,Debtor days,Industry PBV,Credit rating,Working Capital Days,Earning Power,Graham Number,Cash Conversion Cycle,Days Payable Outstanding,Days Receivable Outstanding,Days Inventory Outstanding,Public holding,FII holding,Change in FII holding,Change in DII holding,DII holding,Book value preceding year,Return on capital employed preceding year,Return on assets preceding year,Return on equity preceding year,Number of Shareholders preceding quarter,join_key
Kaushalya,-1.0,KLL,Trading,87.25,161.67,17.77,0.0,3.33,6.47,1.38,47.05,73.65,8.52,0.0,39.0,218.24,1.85,26.22,54.46,1.62,0.0,3.0,5.0,10.42,7.28,1361.0,73.65,20.94,7.71,6.1,,9.23,10.98,53.83,0.07,14.34,7.71,6.7,22.39,1.27,,,2.69,,18.75,4.92,32.02,,-1.0_KLL
Kaushalya Infra.,532925.0,KAUSHALYA,Hotels,745.7,25.83,1.7,0.0,0.35,19.5,0.0,23.59,51.42,73.1,0.0,47.22,25.26,0.03,2080.28,,6.1,0.0,6.0,3.0,0.0,1.07,14416.0,51.42,235.57,6622.14,4.25,,6231.07,24.09,4517.67,6622.14,,6622.14,0.0,48.58,0.0,0.0,0.0,0.0,1866.0,22.55,21.85,33.41,22615.0,532925.0_KAUSHALYA
Kaveri Seed Co.,532899.0,KSCL,Miscellaneous,932.25,4795.41,16.07,0.54,3.89,14.63,0.0,23.0,60.5,6.71,0.0,34.07,4771.33,5.14,239.64,0.79,1.0,1.76,8.0,5.0,0.56,1.66,52447.0,60.5,28.76,35.54,3.2,,229.42,15.65,559.59,347.42,155.42,35.54,467.29,15.87,17.22,-0.47,0.25,4.83,244.1,17.11,11.03,16.3,49174.0,532899.0_KSCL
Kavveri Telecom,590041.0,KAVVERITEL,Telecommunications - Equipment,22.44,45.15,,0.0,0.96,-1.33,0.0,-2.2,15.14,-2.5,34.47,75.7,43.7,2.01,23.37,0.62,0.7,0.0,3.0,3.0,0.02,1.75,14535.0,9.92,-2.11,881.44,13.89,,-2248.24,-1.23,,-537.17,1983.04,881.44,564.43,71.84,13.01,0.0,0.0,0.02,25.96,24.97,18.79,102.88,13584.0,590041.0_KAVVERITEL
Kay Cee,-1.0,KCEIL,Construction,333.6,365.62,55.82,0.0,8.19,8.17,0.59,29.9,70.26,3.48,0.0,23.53,385.74,1.1,40.72,1.39,1.46,0.0,4.0,4.0,0.8,3.66,683.0,70.26,20.93,35.72,2.74,,144.48,12.24,74.0,33.83,265.36,35.72,263.46,28.34,0.0,-2.04,-2.59,1.41,,30.64,7.66,28.76,765.0,-1.0_KCEIL
Kay Power &Paper,530255.0,__NA__,Paper,41.56,44.22,29.46,0.0,12.74,3.73,7.85,55.25,44.83,2.15,0.0,8.71,71.27,1.06,3.26,9.69,0.82,0.0,5.0,3.0,0.9,11.58,6314.0,44.83,5.19,29.64,1.1,,7.99,4.25,10.17,-4.99,59.8,29.64,25.16,55.17,0.0,0.0,0.0,0.0,1.84,5.47,4.03,111.9,6237.0,530255.0___NA__
Kaya Ltd,539276.0,KAYA,Miscellaneous,447.35,584.4,,0.0,,-38.97,,,59.79,-10.9,0.0,,867.78,1.31,-173.59,0.48,0.26,0.0,4.0,2.0,1.22,-1.47,20890.0,59.79,-143.45,3.54,,,-115.21,-31.85,,3.54,,3.54,,37.49,0.74,0.01,0.63,1.97,-79.42,-43.54,-32.09,,21774.0,539276.0_KAYA
Kaycee Inds.,504084.0,__NA__,Electric Equipment,63077.4,397.39,88.51,0.1,26.47,14.06,0.17,20.6,73.51,1.65,0.0,58.82,393.58,0.01,2383.0,7.97,3.28,0.0,8.0,5.0,1.53,1.34,1598.0,73.51,17.3,104.54,8.34,,89.44,18.33,4906.55,91.33,59.71,104.54,46.5,26.38,0.0,0.0,0.0,0.09,1977.0,23.61,13.75,19.15,1476.0,504084.0___NA__
Kaynes Tech,543664.0,KAYNES,Electronics - Components,3970.5,25378.68,138.48,0.0,10.19,7.83,0.13,10.64,57.83,1.22,0.0,74.31,24175.67,6.39,389.07,2.77,2.77,14.76,4.0,5.0,0.77,0.94,97423.0,57.83,9.03,71.92,6.5,,126.02,8.73,501.03,123.32,99.08,71.92,150.49,9.61,14.19,1.48,-0.68,18.36,164.95,21.54,9.32,16.38,86158.0,543664.0_KAYNES
KBC Global,541161.0,KBCGLOBAL,Construction,1.81,198.55,,0.0,0.19,-2.09,0.12,-2.85,1.98,-10.32,0.0,33.28,301.4,109.7,9.43,0.0,8.44,0.0,3.0,1.0,0.15,0.78,201133.0,1.98,-0.3,289.7,2.89,,3211.12,-2.78,,289.7,,289.7,,97.23,0.78,-1.95,0.0,0.0,2.27,17.15,5.36,13.08,160231.0,541161.0_KBCGLOBAL
KBS India,530357.0,__NA__,Finance & Investments,8.77,94.91,1355.76,0.0,2.85,0.2,0.0,0.22,28.77,0.18,0.0,17.68,90.51,10.82,3.09,0.0,4.98,0.0,5.0,3.0,0.05,1.05,8094.0,28.77,1.51,62.93,2.85,,1397.07,0.47,0.67,62.93,,62.93,,70.57,0.65,0.0,0.0,0.0,3.05,0.79,0.55,0.6,6289.0,530357.0___NA__
KCD Industries,540696.0,__NA__,Construction,9.63,24.34,10.19,0.0,0.58,7.04,0.0,10.19,25.3,15.38,0.0,33.28,24.29,2.53,16.61,1.21,2.49,,4.0,2.0,0.57,0.81,3733.0,25.3,7.42,240.94,2.89,,655.3,6.04,18.83,7.46,827.28,240.94,593.81,74.69,0.0,0.0,0.0,0.0,1.36,,,,3455.0,540696.0___NA__
KCK Industries,-1.0,KCK,Food - Processing - Indian,211.0,149.59,93.49,0.0,6.75,2.58,1.04,14.26,40.93,2.78,0.0,38.34,172.6,0.71,31.24,1.49,0.23,0.0,5.0,3.0,1.24,5.52,192.0,40.93,7.0,12.66,3.49,,181.55,9.41,39.83,215.66,42.15,12.66,245.15,59.07,0.0,0.0,0.0,0.0,20.4,9.66,2.48,15.75,181.0,-1.0_KCK
KCL Infra,531784.0,__NA__,Construction,1.36,22.98,26.41,0.0,0.43,1.49,0.07,1.84,21.35,7.82,1.52,23.53,23.34,16.89,3.24,1.34,12.49,0.0,3.0,3.0,0.15,1.07,23037.0,21.03,2.73,220.02,2.74,,1868.07,2.84,1.94,407.27,28.46,220.02,215.7,78.64,0.0,0.0,0.0,0.0,5.17,4.54,1.62,2.61,13516.0,531784.0___NA__
KCP Sugar &Inds.,533192.0,KCPSUGIND,Sugar,45.36,514.3,8.66,0.44,1.15,9.19,0.33,14.66,40.59,13.56,0.0,16.08,614.06,11.34,38.69,1.16,0.96,0.0,8.0,6.0,0.53,1.47,52442.0,40.59,16.64,30.83,1.31,,280.23,12.32,71.27,302.37,24.45,30.83,295.99,59.36,0.04,-0.24,0.0,0.0,32.79,4.98,1.7,2.99,46862.0,533192.0_KCPSUGIND
KDDL Ltd,532054.0,KDDL,Miscellaneous,3190.8,4000.35,38.98,1.82,5.45,9.83,0.34,17.25,50.21,5.64,0.0,55.84,3720.81,1.25,585.42,1.82,2.09,0.0,8.0,6.0,0.99,1.91,21672.0,50.21,12.14,18.53,4.46,,106.83,12.94,1038.65,186.77,57.05,18.53,225.29,36.58,11.46,-0.37,-0.04,1.63,363.94,18.14,8.15,15.13,21113.0,532054.0_KDDL
Keerthi Indus,518011.0,__NA__,Cement - South India,126.0,101.06,,0.0,1.59,-8.67,0.95,-21.93,74.92,-9.54,40.04,25.9,160.15,0.8,79.35,4.4,0.26,0.0,3.0,2.0,1.17,2.85,12756.0,44.92,-10.05,10.31,2.04,,-9.55,-8.41,,5.45,289.56,10.31,284.7,25.05,0.0,0.0,0.0,0.04,99.18,-5.89,-4.13,-8.63,12833.0,518011.0___NA__
KEI Industries,517569.0,KEI,Cables - Power,4467.5,40315.37,69.35,0.08,12.8,13.79,0.05,20.26,37.08,2.1,0.0,41.72,39781.23,9.02,348.87,4.97,1.65,0.0,6.0,5.0,1.92,1.34,129055.0,37.08,19.32,68.36,4.61,,76.84,17.72,710.93,88.47,60.54,68.36,80.64,15.6,31.0,0.05,0.25,16.3,287.05,25.82,13.08,20.21,130692.0,517569.0_KEI
Kellton Tech,519602.0,KELLTONTEC,Computers - Software - Medium / Small,107.2,1044.16,16.32,0.0,2.38,10.19,0.31,15.68,51.94,7.93,16.69,34.11,1154.58,9.74,45.52,,3.36,0.0,5.0,2.0,1.56,1.42,165970.0,43.27,14.35,99.84,3.7,,171.93,13.67,82.04,99.84,,99.84,,47.27,0.79,0.35,0.0,0.0,38.64,14.3,11.06,16.47,153949.0,519602.0_KELLTONTEC
Keltech Energies,506528.0,__NA__,Chemicals,3752.25,375.23,19.34,0.04,3.77,9.07,0.24,21.47,54.33,8.15,0.0,39.79,367.18,0.1,995.6,8.65,1.01,0.0,8.0,5.0,2.1,2.15,4960.0,54.33,18.1,39.12,3.67,,18.02,13.71,2085.19,5.16,72.99,39.12,39.02,45.53,0.0,0.0,0.0,0.14,812.2,20.79,6.3,15.91,4707.0,506528.0___NA__
Kemistar Corp.,531163.0,__NA__,Trading,41.88,45.06,85.01,0.96,2.52,2.01,0.39,2.99,74.98,2.01,0.0,34.16,51.59,1.08,16.69,3.16,0.92,0.0,6.0,4.0,0.42,1.47,1260.0,74.98,4.15,80.45,3.16,,112.76,3.59,13.6,78.98,146.59,80.45,145.11,25.02,0.0,0.0,0.0,0.0,16.29,5.52,3.18,4.55,1172.0,531163.0___NA__
Kemp & Co.,506530.0,__NA__,Construction,949.1,102.5,,1.26,0.48,-0.1,0.0,-0.11,70.31,-0.24,0.0,33.28,102.32,0.11,1960.75,2.17,4.14,0.0,4.0,3.0,0.01,1.17,573.0,70.31,-5.26,152.19,2.89,,311.8,-0.11,,140.78,188.2,152.19,176.8,29.61,0.0,0.0,0.0,0.09,2270.32,0.49,0.4,0.44,560.0,506530.0___NA__
KEN Fin.Serv.,530547.0,__NA__,Finance & Investments,15.71,4.71,58.88,0.0,0.66,0.84,0.3,1.12,1.4,4.25,0.0,23.18,6.82,0.3,23.97,,0.47,0.0,4.0,3.0,0.06,1.32,808.0,1.4,3.12,0.0,1.78,,-81.81,3.05,11.99,0.0,,0.0,,98.61,0.0,0.0,0.0,0.0,23.53,9.01,3.32,9.15,734.0,530547.0___NA__
Kennametal India,505890.0,__NA__,Castings & Forgings,3393.85,7459.09,83.27,0.88,10.22,10.29,0.0,12.96,75.0,1.77,0.0,32.3,7349.09,2.2,332.42,2.41,1.9,17.09,6.0,5.0,1.28,1.22,11527.0,75.0,14.27,48.12,3.65,,82.35,14.2,580.44,151.22,45.56,48.12,148.65,10.58,0.96,-0.02,0.28,13.45,294.06,24.79,14.18,18.54,13438.0,505890.0___NA__
Kenvi Jewels,540953.0,__NA__,Diamond Cutting / Jewellery,5.75,72.63,110.11,0.0,5.04,3.43,0.58,4.71,60.06,1.73,0.0,24.82,80.02,12.64,1.14,7.43,0.35,0.0,4.0,4.0,6.31,1.34,28770.0,60.06,4.8,2.53,2.38,,64.19,5.75,1.16,63.0,1.18,2.53,61.65,39.94,0.0,0.0,0.0,0.0,1.09,7.29,3.67,4.03,23561.0,540953.0___NA__
Kerala Ayurveda,530163.0,__NA__,Pharmaceuticals - Indian - Formulations,310.6,373.72,,0.0,11.62,-0.68,2.1,-4.61,58.58,1.37,0.0,26.15,418.51,1.2,26.73,1.57,1.1,0.0,7.0,4.0,0.8,3.97,8581.0,58.58,-5.24,56.35,3.36,,18.05,4.07,,184.89,129.21,56.35,257.74,41.37,0.0,0.0,0.0,0.03,5.29,2.28,-2.22,-42.77,8552.0,530163.0___NA__
Kernex Microsys.,532686.0,KERNEX,Electronics - Components,400.45,671.14,,0.0,7.68,-19.98,0.2,-26.32,29.15,-2.0,8.77,81.92,670.91,1.68,51.95,0.13,1.74,0.0,2.0,4.0,0.02,1.08,16240.0,26.59,-19.15,1711.85,10.27,,6097.32,-11.35,,5189.91,959.26,1711.85,4437.31,70.77,0.01,0.0,0.0,0.01,46.88,-13.16,-14.11,-20.19,15007.0,532686.0_KERNEX
Kesar Enterprise,507180.0,__NA__,Sugar,186.0,187.48,,0.0,0.99,-1.24,0.06,-6.0,70.98,3.6,0.0,16.08,183.82,1.01,190.22,4.03,0.1,0.0,7.0,4.0,0.87,3.18,4406.0,70.98,2.97,8.9,1.31,,-184.79,1.01,595.77,-126.6,226.55,8.9,91.06,27.28,0.0,0.0,0.0,1.75,59.25,-9.25,-7.21,-53.11,4339.0,507180.0___NA__
Kesar India,543542.0,__NA__,Construction,795.0,1964.66,195.11,0.0,67.19,31.91,0.74,52.53,74.99,0.74,0.0,33.28,1949.94,2.47,11.83,2.96,0.61,0.0,5.0,4.0,1.67,1.65,111.0,74.99,44.65,10.82,2.89,,89.53,14.36,32.94,134.31,0.0,10.82,123.49,6.39,18.62,2.92,0.0,0.0,7.76,8.76,3.84,7.08,140.0,543542.0___NA__
Kesar Petroprod.,524174.0,__NA__,Chemicals,19.55,189.0,38.03,0.0,1.52,2.51,0.5,4.08,63.85,2.85,0.0,39.79,230.92,9.67,12.87,5.13,1.25,0.0,5.0,3.0,0.75,1.59,40111.0,63.85,5.3,68.65,3.67,,104.37,3.03,12.2,93.21,54.32,68.65,78.88,36.13,0.0,0.0,0.0,0.01,12.36,1.31,0.27,0.39,37742.0,524174.0___NA__
Kesar Terminals,533289.0,__NA__,Miscellaneous,106.0,115.84,,0.0,,-25.2,,,61.13,-0.98,0.0,34.07,193.27,1.09,-88.29,0.0,0.05,0.0,4.0,2.0,0.15,-2.13,5552.0,61.13,-22.52,49.24,3.2,,-2424.13,-0.93,,49.24,,49.24,,36.42,0.0,0.0,0.0,2.45,-40.85,16.65,-6.35,,5717.0,533289.0___NA__
Kesoram Inds.,502937.0,KESORAMIND,Cement - North India,210.65,6544.55,,0.0,69.04,-10.43,23.94,-125.01,43.34,3.07,51.11,29.59,8590.05,31.07,3.05,7.44,0.81,0.0,5.0,3.0,1.17,35.92,88669.0,21.19,13.32,42.85,3.08,,5.55,7.78,,-206.15,461.23,42.85,212.22,34.83,8.95,1.77,-0.55,12.82,15.23,9.87,-0.63,-4.38,91486.0,502937.0_KESORAMIND
Kewal Kir.Cloth.,532732.0,KKCL,Textiles - Products,730.45,4501.41,29.14,0.67,6.65,18.67,0.03,25.25,74.26,4.74,0.0,30.63,4302.08,6.16,109.79,3.45,4.21,0.0,8.0,4.0,1.04,1.22,33372.0,74.26,24.07,86.02,5.02,,138.91,24.35,248.89,118.88,37.31,86.02,70.17,14.8,2.1,-0.43,0.24,8.85,88.83,26.21,14.35,21.82,32016.0,532732.0_KKCL
Key Corp,507948.0,__NA__,Finance & Investments,171.4,102.84,3.25,0.0,1.63,56.92,0.0,57.25,69.08,32.3,0.0,23.18,102.63,0.6,105.43,,0.83,0.0,7.0,7.0,0.58,0.88,9962.0,69.08,11275.0,0.11,1.78,,-2.97,49.68,353.3,0.11,,0.11,,30.9,0.0,0.0,0.0,0.02,78.38,32.08,31.6,32.08,9601.0,507948.0___NA__
Keynote Finan.,512597.0,KEYFINSERV,Finance & Investments,165.6,116.25,4.35,0.59,0.93,21.46,0.01,24.09,56.43,33.32,0.0,23.18,104.89,0.7,177.09,2.0,4.67,0.0,8.0,6.0,0.38,1.0,4060.0,56.43,66.23,71.97,1.78,,103.59,25.56,390.0,71.97,,71.97,,36.22,7.35,0.0,0.0,0.0,139.81,0.17,-1.31,-1.64,3881.0,512597.0_KEYFINSERV
Keystone Realtor,543669.0,RUSTOMJEE,Construction,669.6,8437.57,75.99,0.0,4.25,2.12,0.61,6.4,78.36,2.0,0.0,33.28,9172.52,12.6,157.86,0.59,0.39,0.0,6.0,3.0,0.42,2.92,15935.0,78.36,5.68,17.21,2.89,,291.59,3.09,187.07,618.3,125.82,17.21,726.91,2.1,3.26,0.82,8.07,16.26,146.6,5.48,1.89,6.11,16739.0,543669.0_RUSTOMJEE
KFin Technolog.,543720.0,KFINTECH,Miscellaneous,711.95,12196.03,49.57,0.0,10.67,18.44,0.04,24.47,38.97,2.85,0.0,52.68,11992.97,17.13,66.73,,5.14,0.0,8.0,5.0,0.63,1.17,91348.0,38.97,19.6,66.2,14.52,,102.47,23.67,146.99,66.2,,66.2,,23.31,16.73,4.6,-3.66,20.98,51.42,29.34,17.2,25.86,89509.0,543720.0_KFINTECH
KG Petrochem,531609.0,__NA__,Textiles - Products,219.25,114.45,123.06,0.0,0.65,0.26,0.69,0.54,74.66,4.6,0.0,31.14,235.29,0.52,337.0,2.36,0.87,0.0,6.0,4.0,0.91,2.06,721.0,74.66,1.16,115.3,2.37,,178.13,3.01,116.22,186.46,77.86,115.3,149.02,25.35,0.0,0.0,0.0,0.0,328.73,7.07,2.08,4.65,749.0,531609.0___NA__
Khadim India,540775.0,KHADIM,Leather / Leather Products,350.65,635.89,101.24,0.0,2.67,0.86,1.34,2.7,60.63,4.22,0.0,73.86,939.28,1.81,132.13,1.8,0.8,0.0,5.0,2.0,0.84,3.06,34855.0,60.63,5.85,109.64,2.81,,151.81,5.4,101.47,150.65,169.31,109.64,210.33,32.6,0.1,0.09,0.29,6.66,125.33,10.4,2.23,7.15,36789.0,540775.0_KHADIM
Khaitan (India),590068.0,KHAITANLTD,Trading,79.09,37.57,28.03,0.0,1.85,1.9,0.58,6.89,60.25,8.67,32.85,34.16,49.24,0.47,42.61,7.24,0.21,0.0,5.0,5.0,0.83,3.49,5571.0,40.46,17.09,42.02,3.16,,-142.95,6.04,52.01,-89.37,180.92,42.02,49.53,39.72,0.0,0.0,0.0,0.03,39.22,7.52,-0.95,-3.88,4566.0,590068.0_KHAITANLTD
Khaitan Chemical,507794.0,KHAICHEM,Fertilizers,71.88,697.16,,0.42,3.15,-10.59,1.43,-27.41,74.99,-4.0,0.0,32.06,1009.12,9.7,22.73,1.51,0.54,0.0,2.0,3.0,0.81,3.02,65909.0,74.99,-7.33,33.35,2.11,,273.58,-6.45,,241.59,47.16,33.35,255.4,24.99,0.02,-0.09,0.0,0.0,30.29,15.43,5.84,13.68,62410.0,507794.0_KHAICHEM
Khandelwal Extra,519064.0,__NA__,Solvent Extraction,71.5,6.08,17.88,0.0,2.32,8.8,0.18,13.88,38.54,11.61,0.0,21.13,4.48,0.09,30.82,,2.55,,8.0,5.0,0.2,1.48,2291.0,38.54,12.88,0.0,2.46,,116.99,13.65,52.66,0.0,,0.0,,61.47,0.0,0.0,0.0,0.0,26.82,11.47,4.82,8.7,2241.0,519064.0___NA__
Khandwala Sec.,531892.0,KHANDSE,Finance & Investments,28.5,43.48,255.72,0.0,1.43,0.37,0.05,0.56,47.76,1.01,23.79,17.68,44.29,1.53,19.86,,1.0,0.0,4.0,3.0,0.18,1.52,4081.0,36.4,7.87,284.89,2.85,,-26.13,0.91,7.06,284.89,,284.89,,52.24,0.0,0.0,0.0,0.0,19.75,2.8,0.96,1.73,4128.0,531892.0_KHANDSE
Khazanchi Jewell,543953.0,__NA__,Trading,407.75,1009.06,36.93,0.0,5.38,18.83,0.29,75.78,74.51,3.96,0.0,34.16,1063.0,2.47,75.88,6.06,0.7,0.0,4.0,3.0,5.66,4.02,812.0,74.51,25.78,0.9,3.16,,47.47,16.32,137.29,50.39,10.74,0.9,60.23,24.01,0.0,0.0,-0.05,1.49,,14.07,5.45,22.67,826.0,543953.0___NA__
KHFM Hospitality,-1.0,KHFM,Miscellaneous,79.85,160.03,46.25,0.0,3.41,3.18,0.9,7.9,37.03,5.14,0.0,34.07,191.68,2.0,23.43,0.0,1.77,0.0,6.0,1.0,0.99,2.48,538.0,37.03,9.77,65.22,3.2,,144.88,9.41,30.17,65.22,,65.22,,62.97,0.0,0.0,0.0,0.0,21.86,10.99,2.76,8.64,559.0,-1.0_KHFM
Khoobsurat Ltd,535730.0,__NA__,Finance & Investments,1.15,54.08,386.28,0.0,2.21,0.52,0.14,0.55,0.45,0.53,0.0,23.18,57.29,47.03,0.52,0.0,9.76,0.0,2.0,3.0,0.0,1.09,65609.0,0.45,9.13,,1.78,,,1.11,0.18,,,,,99.55,0.0,0.0,0.0,0.0,0.53,1.42,1.06,1.06,64813.0,535730.0___NA__
Khyati Multimed.,531692.0,__NA__,Entertainment / Electronic Media Software,2.66,2.87,31.88,0.0,1.42,3.07,0.0,4.56,16.79,5.29,0.0,41.23,2.4,1.08,1.87,,9.5,0.0,8.0,4.0,0.33,1.45,9052.0,16.79,17.65,26.61,2.96,,15.21,3.79,1.87,26.61,,26.61,0.0,83.22,0.0,0.0,0.0,0.0,1.79,-7.39,-5.45,-7.48,9222.0,531692.0___NA__
KIC Metaliks,513693.0,__NA__,Steel - Pig Iron,46.26,164.21,72.02,0.0,0.91,0.55,0.72,1.27,66.19,4.28,0.0,54.01,289.92,3.55,50.76,4.17,0.11,0.0,7.0,2.0,2.08,2.28,6551.0,66.19,3.67,3.18,0.92,,62.34,2.93,27.08,72.06,30.03,3.18,98.91,33.81,0.0,0.0,0.0,0.0,50.09,13.37,4.71,11.02,6404.0,513693.0___NA__
Kiduja India,507946.0,__NA__,Finance & Investments,240.0,48.0,1.41,0.0,,48.08,,,65.01,23.09,0.0,23.18,188.35,0.2,-102.0,,0.15,,3.0,3.0,0.64,-3.46,1586.0,65.01,62.36,0.0,1.78,,-2.92,35.9,,0.0,,0.0,,34.99,0.0,0.0,0.0,0.0,-339.07,-7.6,-10.16,,1604.0,507946.0___NA__
KIFS Financial,535566.0,__NA__,Finance & Investments,165.2,178.75,25.11,0.83,3.53,2.31,4.85,14.95,74.41,10.86,0.0,23.18,410.93,1.08,46.64,,5.01,0.0,9.0,5.0,0.15,6.11,1494.0,74.41,220.83,0.0,1.78,,4.85,14.88,83.11,0.0,,0.0,,25.58,0.0,0.0,0.0,0.0,41.42,9.75,2.08,15.12,1531.0,535566.0___NA__
Kilburn Engg.,522101.0,__NA__,Engineering,431.0,1802.48,35.67,0.23,7.12,,0.33,,49.94,4.02,20.68,43.13,1856.29,4.18,60.83,,1.51,,1.0,1.0,,,14650.0,39.61,18.78,86.84,5.46,,131.28,15.78,128.61,57.71,97.31,86.84,68.19,50.05,0.0,-0.03,0.0,0.0,,,,,13346.0,522101.0___NA__
Kilitch Drugs,524500.0,KILITCH,Pharmaceuticals - Indian - Formulations,336.25,540.77,39.85,0.0,3.06,5.91,0.18,8.41,69.23,4.6,0.0,26.15,552.78,1.61,109.62,26.19,2.21,0.0,5.0,4.0,0.67,1.3,9525.0,69.23,10.11,149.48,3.36,,221.74,10.53,149.64,49.63,118.29,149.48,18.44,30.77,0.0,0.0,0.0,0.0,94.07,9.88,3.56,5.4,9062.0,524500.0_KILITCH
Kimia Bioscien.,530313.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs,53.0,250.75,,0.0,759.87,-4.8,132.42,-183.42,74.94,-0.73,0.0,32.0,293.92,4.73,0.07,1.9,0.44,0.0,5.0,3.0,0.95,335.27,12110.0,74.94,-3.42,95.88,3.4,,47.16,-2.13,,51.31,193.95,95.88,149.38,24.67,0.0,0.0,0.0,0.38,1.15,-12.45,-7.19,-81.57,12063.0,530313.0___NA__
Kinetic Engg.,500240.0,__NA__,Auto Ancillaries,208.05,461.06,88.33,0.0,7.71,3.19,0.56,15.11,59.35,2.12,0.0,36.73,493.61,2.22,27.07,1.66,0.45,0.0,7.0,2.0,0.88,2.73,20747.0,59.35,13.74,79.98,3.72,,34.01,6.24,37.88,120.87,194.57,79.98,235.46,40.63,0.0,0.0,0.0,0.01,4.57,11.12,1.98,276.71,20747.0,500240.0___NA__
Kinetic Trust,531274.0,__NA__,Finance & Investments,17.27,5.8,64.44,0.0,1.51,0.86,2.87,2.37,71.43,1.6,0.0,23.18,14.98,0.34,11.43,,11.25,0.0,6.0,2.0,0.05,2.72,1152.0,71.43,7.26,311.77,1.78,,167.29,1.59,8.3,311.77,,311.77,,28.57,0.0,0.0,0.0,0.0,11.16,-3.4,-1.85,-2.63,1160.0,531274.0___NA__
Kingfa Science,524019.0,KINGFA,Plastics Products,2135.1,2585.7,21.09,0.0,4.39,12.22,0.06,23.24,74.99,6.55,0.0,34.93,2613.14,1.21,486.01,4.35,1.2,0.0,7.0,4.0,1.48,1.7,9452.0,74.99,20.89,99.15,3.72,,85.71,17.08,1051.81,65.91,109.72,99.15,76.48,18.67,6.33,-0.03,0.0,0.0,384.78,24.72,8.61,19.13,9266.0,524019.0_KINGFA
Kings Infra,530215.0,__NA__,Aquaculture,159.65,391.24,50.36,0.0,6.75,9.02,0.64,16.55,68.78,3.33,0.0,47.56,425.83,2.45,23.64,2.88,1.07,0.0,4.0,4.0,1.05,1.49,9311.0,68.78,13.79,108.2,1.65,,207.59,14.01,41.06,247.84,2.33,108.2,141.97,31.21,0.0,0.0,0.0,0.0,15.31,17.62,9.05,17.5,7816.0,530215.0___NA__
KIOCL,540680.0,KIOCL,Mining / Minerals / Metals,453.55,27564.57,,0.0,14.35,-3.09,0.09,-4.25,99.03,-0.18,0.0,19.15,27287.13,60.78,31.57,3.81,2.87,0.0,7.0,4.0,0.69,1.41,29345.0,99.03,-2.5,1.39,3.52,,120.93,-2.03,,94.44,35.66,1.39,128.7,0.86,0.01,0.01,-0.01,0.09,32.94,-4.54,-3.47,-4.72,27539.0,540680.0_KIOCL
Kiran Print Pack,531413.0,__NA__,Trading,17.75,8.88,295.83,0.0,3.19,1.0,0.0,1.08,70.76,0.22,0.0,34.16,8.72,0.5,5.58,204.0,3.2,0.0,5.0,3.0,0.29,1.08,2534.0,70.76,8.33,8.39,3.16,,25.17,0.66,2.74,8.39,,8.39,0.0,29.24,0.0,0.0,0.0,0.0,5.5,-7.02,-6.55,-7.02,2267.0,531413.0___NA__
Kiran Syntex,530443.0,__NA__,Textiles - Spinning - Synthetic / Blended,8.65,3.68,,0.0,1.78,-3.9,0.0,-4.3,44.36,-2.47,0.0,23.18,3.65,0.42,4.85,,20.0,0.0,3.0,4.0,0.0,1.13,2877.0,44.36,-22.5,,0.85,,,-4.35,,,,,,55.43,0.0,0.0,0.0,0.22,5.04,-3.37,-3.15,-3.67,2769.0,530443.0___NA__
Kiran Vyapar,537750.0,__NA__,Finance & Investments,187.2,510.76,9.9,0.54,0.29,2.73,0.05,3.19,74.96,13.32,0.0,23.18,553.84,2.73,649.9,33.75,8.02,0.0,9.0,5.0,0.05,1.06,3898.0,74.96,60.3,9.46,1.78,,80.56,3.59,528.57,20.68,0.0,9.46,11.21,25.04,0.0,0.0,0.0,0.0,536.92,3.32,2.33,2.68,3354.0,537750.0___NA__
Kiri Industries,532967.0,KIRIINDUS,Dyes And Pigments,331.95,1720.63,12.93,0.0,0.61,4.02,0.04,4.85,26.72,-3.04,0.43,37.72,1748.23,5.18,542.44,3.55,0.63,0.0,6.0,5.0,0.29,1.18,30810.0,26.61,-9.32,87.77,1.55,,-1.87,-1.53,559.65,-13.99,206.66,87.77,104.9,30.74,42.07,-3.66,-0.08,0.48,516.89,4.77,3.4,4.06,30285.0,532967.0_KIRIINDUS
Kirl. Brothers,500241.0,KIRLOSBROS,Pumps,2211.1,17558.06,51.06,0.27,10.21,10.88,0.11,22.0,65.95,2.98,0.0,50.43,17457.56,7.94,216.47,2.53,1.09,0.0,8.0,5.0,1.26,1.84,43058.0,65.95,20.39,47.84,9.76,,73.44,15.03,462.14,82.66,122.05,47.84,156.88,20.18,4.11,0.23,0.37,9.77,176.79,21.71,8.05,18.28,40363.0,500241.0_KIRLOSBROS
