Name,BSE Code,NSE Code,Industry,Current Price,Price to Sales,Price to Free Cash Flow,EVEBITDA,Current ratio,Interest Coverage Ratio,PEG Ratio,Working Capital to Sales ratio,QoQ Profits,QoQ Sales,Net worth,Market Cap to Sales,Interest Coverage,Enterprise Value to EBIT,Debt Capacity,Debt To Profit,Total Capital Employed,CROIC,debtplus,Leverage,Dividend Payout,Intrinsic Value,cash debt contingent liabilities by mcap,Cash by market cap,52w Index,Down from 52w high,Up from 52w low,From 52w high,Mkt Cap To Debt Cap,Dividend Payout Ratio,Graham,Price to Cash Flow,ROCE3yr avg,PB X PE,NCAVPS,Market Capt to Cash Flow,Altman Z Score,Market cap to quarterly profit,Market Capitalization,join_key
Kaarya Facilit.,540756.0,__NA__,Miscellaneous,4.42,0.14,207.74,-2.81,0.79,-5.19,,9.22,15.69,15.83,-1.64,0.14,-5.19,-2.27,-0.9,-1.37,5.32,0.22,-4.86,4.97,0.0,,-154.24,0.39,16.85,40.91,16.32,0.59,0.66,0.0,,-6.49,-18.39,,2.86,-6.45,1.4,,4.13,540756.0___NA__
Kabra Drugs,524322.0,__NA__,Pharmaceuticals - Indian - Formulations,7.91,,-15.13,-3.39,1.3,,,,-236.36,,1.08,,,-3.39,0.1,-2.31,2.77,-13.37,1.58,2.44,0.0,,27.67,0.38,100.0,0.0,148.74,1.0,-1.4,0.0,,-16.57,-41.44,,6.3,-16.52,1.74,-9.38,3.47,524322.0___NA__
Kabra Extrusion,524109.0,KABRAEXTRU,Engineering,413.55,2.38,-33.47,22.01,1.9,5.32,8.6,49.33,420.36,35.62,450.38,2.38,5.32,28.6,0.04,2.7,503.53,-8.7,0.24,1.5,38.66,244.93,-4.52,0.04,54.85,19.71,42.48,0.8,17.62,38.66,161.98,44.14,12.96,147.97,85.66,44.11,5.72,84.48,1446.29,524109.0_KABRAEXTRU
Kabsons Industri,524675.0,__NA__,Trading,24.3,1.56,184.89,12.31,1.27,41.83,0.65,5.18,342.11,50.0,11.87,1.56,41.83,16.23,0.2,0.13,9.58,2.1,0.09,1.38,0.0,37.39,2.36,0.04,80.64,12.75,155.52,0.87,2.76,0.0,15.12,29.33,16.46,61.8,0.81,29.26,6.78,50.51,42.43,524675.0___NA__
Kachchh Minerals,531778.0,__NA__,Mining / Minerals / Metals,31.99,6.49,50.36,22.67,6.35,13.4,1.51,63.6,-135.48,-100.0,1.92,6.49,13.4,24.36,0.09,0.45,2.2,16.3,0.15,1.16,0.0,8.76,3.72,0.04,51.11,28.19,69.62,0.72,4.46,0.0,9.76,21.19,13.86,241.77,3.13,21.19,14.59,-154.09,16.95,531778.0___NA__
Kahan Packaging,543979.0,__NA__,Packaging,65.0,0.72,-10.24,10.07,1.88,3.08,,34.21,-18.18,2.96,7.01,0.72,3.08,11.84,-0.38,6.34,15.03,-18.09,0.73,8.38,0.0,62.24,-35.63,0.0,1.11,63.06,1.96,0.37,-5.8,0.0,51.53,-16.56,18.92,35.89,31.3,-16.68,4.05,,17.68,543979.0___NA__
Kaira Can,504840.0,__NA__,Packaging,1918.0,0.79,37.42,19.09,2.7,36.0,38.69,21.34,-15.73,6.54,86.75,0.79,36.0,29.81,0.26,0.0,80.39,5.4,0.3,1.32,29.28,859.23,-5.56,0.09,5.39,30.51,2.57,0.69,1.42,29.28,930.29,21.34,13.58,95.49,530.78,21.81,6.05,235.28,176.46,504840.0___NA__
Kaiser Corporat.,531780.0,__NA__,Printing & Stationery,10.09,2.08,-119.71,26.83,1.24,1.37,-19.43,72.83,1900.0,-31.81,7.25,2.08,1.37,28.87,-0.24,21.95,22.28,-2.02,2.34,5.22,0.0,2.28,-30.67,0.02,5.69,65.21,12.74,0.35,-10.07,0.0,1.37,-63.94,11.31,1212.8,3.54,-63.99,4.04,230.91,53.11,531780.0___NA__
Kaizen Agro,538833.0,__NA__,Trading,21.9,3.44,-61.85,693.81,90.05,,19.25,351.39,-78.0,169.15,114.94,3.44,,792.93,0.66,0.0,114.94,-1.97,0.0,0.86,0.0,1.87,1.42,0.01,81.33,10.94,115.13,0.89,-32.41,0.0,3.13,13.55,0.24,1103.44,22.35,13.55,4.41,1023.73,112.61,538833.0___NA__
Kajaria Ceramics,500233.0,KAJARIACER,Ceramics - Tiles / Sanitaryware,1450.7,5.05,121.07,30.65,2.64,28.25,4.34,26.7,-3.42,7.73,2616.53,5.05,28.25,38.26,0.07,0.55,2928.09,6.86,0.1,1.31,45.29,301.39,1.15,0.02,82.32,4.8,30.65,0.95,4.5,45.29,313.01,38.41,21.64,483.09,76.74,38.4,13.73,225.53,23103.57,500233.0_KAJARIACER
Kaka Industries,543939.0,__NA__,Plastics Products,204.0,1.64,-24.13,15.01,1.38,8.52,,19.72,0.15,-5.63,47.82,1.64,8.52,16.35,-0.11,3.43,91.83,-19.52,0.86,3.39,0.0,247.94,-13.51,0.03,66.24,18.98,85.12,0.81,12.77,0.0,89.83,23.53,28.25,116.2,24.5,23.46,7.27,,278.67,543939.0___NA__
Kakatiya Cement,500234.0,KAKATCEM,Cement - South India,229.25,1.14,-4.22,26.08,1.88,0.7,,126.8,150.0,-34.38,225.24,1.14,0.7,43.39,-0.16,-70.25,245.17,-13.43,0.81,1.55,-173.96,,-37.8,0.46,47.31,17.6,23.72,0.82,-0.87,-173.96,,-13.61,4.21,,253.53,-13.56,2.87,125.44,178.12,500234.0_KAKATCEM
Kakatiya Textile,521054.0,__NA__,Textiles - Cotton/Blended,25.78,18.96,5.09,-26.17,0.19,,,-2053.16,-7.14,10.53,-14.21,18.96,,-18.34,-0.4,-10.69,0.39,47.79,-1.11,-1.72,0.0,,-104.41,0.01,35.68,32.16,35.68,0.68,0.38,0.0,,5.77,5.11,,-27.97,5.78,-0.75,-33.29,14.98,521054.0___NA__
Kalahridhaan,-1.0,KTL,Textiles - Products,39.5,0.35,-18.31,6.91,1.96,2.32,,56.4,-33.33,30.41,37.52,0.35,2.32,7.17,-1.23,8.33,115.17,-4.69,1.38,6.05,0.0,46.64,-95.77,0.03,17.47,32.36,11.27,0.68,-0.88,0.0,54.6,-10.26,18.32,11.8,63.67,-10.26,4.14,,67.89,-1.0_KTL
Kallam Textiles,530201.0,__NA__,Textiles - Cotton/Blended,7.86,0.11,1.05,-76.19,0.52,-0.58,,31.59,1.79,-20.76,163.19,0.11,-0.58,-17.28,-5.1,-8.46,477.1,8.04,1.94,3.32,0.0,,-762.41,0.02,35.27,37.87,49.71,0.62,0.1,0.0,,1.73,2.62,,21.98,1.73,1.43,-3.78,41.5,530201.0___NA__
Kalpataru Proj.,522287.0,KPIL,Transmisson Line Towers / Equipment,1145.8,0.95,61.1,11.48,1.24,2.0,20.94,30.6,17.36,21.96,5137.99,0.95,2.0,15.34,-0.02,7.77,9112.56,3.46,0.82,4.04,25.5,652.55,-17.12,0.06,73.23,16.36,115.09,0.84,1.82,25.5,472.5,22.07,14.43,134.06,369.84,22.08,3.11,112.81,18613.06,522287.0_KPIL
Kalyan Capitals,538778.0,__NA__,Finance & Investments,16.97,2.81,19.55,6.83,1.51,1.45,0.53,7.13,-22.17,2.4,46.98,2.81,1.45,6.98,-1.2,16.92,5.62,2.86,2.66,3.46,0.0,36.51,-137.83,0.01,13.25,39.18,10.92,0.61,2.57,0.0,15.18,13.32,14.38,28.33,0.43,13.32,1.88,63.64,89.09,538778.0___NA__
Kalyan Jewellers,543278.0,KALYANKJIL,Diamond Cutting / Jewellery,488.15,2.71,77.32,38.82,1.31,3.44,0.48,31.54,-23.77,-13.18,4189.05,2.71,3.44,48.4,-0.03,7.52,8198.87,7.84,1.14,2.81,20.69,111.25,-7.54,0.02,85.7,10.62,247.44,0.89,5.67,20.69,72.85,38.03,11.81,1014.61,56.77,38.03,9.02,365.91,50309.39,543278.0_KALYANKJIL
Kalyani Cast-Tec,544023.0,__NA__,Castings & Forgings,481.0,3.66,-273.41,24.29,3.99,78.47,,52.91,-36.56,-8.05,48.18,3.66,78.47,25.74,0.04,0.8,56.98,-7.17,0.17,1.71,0.0,471.34,-0.96,0.02,56.21,26.0,82.13,0.74,65.79,0.0,145.24,-39.44,58.72,246.82,69.43,-39.34,12.67,,345.38,544023.0___NA__
Kalyani Forge,513509.0,KALYANIFRG,Castings & Forgings,555.0,0.85,-34.61,14.49,1.42,1.95,-5.48,34.57,-52.98,-4.82,82.01,0.85,1.95,22.31,-0.12,13.39,143.48,-4.03,0.85,2.5,24.0,150.18,-31.12,0.03,63.81,23.76,121.91,0.76,1.61,24.0,251.86,19.98,6.65,109.22,227.39,20.2,3.96,284.54,202.02,513509.0_KALYANIFRG
Kalyani Invest.,533302.0,KICL,Finance & Investments,6422.55,39.28,-1062.38,35.38,85.39,,4.22,252.75,901.75,418.58,8111.01,39.28,,35.43,3.03,0.0,180.73,-0.04,0.0,0.88,0.0,10782.4,6.5,0.06,89.12,8.16,267.5,0.92,-59.46,0.0,7400.73,-377.29,0.95,16.68,410.43,-374.72,1.92,122.35,2806.65,533302.0_KICL
Kalyani Steels,500235.0,KSL,Steel - Medium / Small,989.55,2.2,,8.82,2.33,13.83,1.17,53.06,72.04,10.35,,2.2,13.83,10.32,,1.36,1552.42,,,,17.57,615.78,,,88.02,8.18,188.96,0.92,,17.57,633.78,14.34,22.71,54.97,237.91,14.33,,62.04,4320.35,500235.0_KSL
Kama Holdings,532468.0,__NA__,Finance & Investments,2990.0,0.71,72.07,4.86,1.98,7.36,0.49,20.26,144.55,23.4,6608.68,0.71,7.36,6.33,0.33,3.26,16795.57,0.82,0.81,3.07,0.0,5626.25,-49.84,0.06,55.69,14.57,27.29,0.85,0.37,0.0,3551.91,4.51,19.95,16.06,848.32,4.51,2.28,23.4,9595.1,532468.0___NA__
Kamadgiri Fash.,514322.0,__NA__,Textiles - Processing,75.48,0.2,3.01,8.35,1.38,0.76,,25.93,330.0,-3.75,34.38,0.2,0.76,15.11,-0.01,-29.6,74.5,16.67,1.54,4.02,0.0,,-118.98,0.04,18.21,45.68,23.03,0.54,0.27,0.0,,1.83,8.15,,95.64,1.82,3.49,19.26,44.3,514322.0___NA__
Kamanwala Housin,511131.0,__NA__,Construction,16.85,8.47,2375.85,-11.03,5.07,,,1292.14,-2537.5,,69.7,8.47,,-10.93,0.35,-0.72,36.44,0.01,0.26,1.1,0.0,,-75.84,0.01,56.97,28.72,114.38,0.71,1.18,0.0,,-17.6,-2.14,,25.66,-17.57,2.29,-11.24,23.72,511131.0___NA__
Kamat Hotels,526668.0,KAMATHOTEL,Hotels,226.0,1.92,5.51,7.95,0.59,1.4,-43.71,-13.07,-94.88,-1.88,205.64,1.92,1.4,9.61,-0.07,5.91,357.48,22.13,1.61,2.98,0.0,130.49,-50.72,0.05,20.93,39.65,21.05,0.6,0.79,0.0,175.84,8.15,16.9,82.51,-15.36,8.15,2.85,274.87,585.47,526668.0_KAMATHOTEL
Kamdhenu,532741.0,KAMDHENU,Steel - Medium / Small,521.1,1.94,21.79,18.64,6.1,114.42,1.61,24.64,50.36,13.55,213.12,1.94,114.42,20.03,0.21,0.05,224.04,31.34,0.32,1.04,10.75,172.83,-0.99,0.02,63.69,22.22,100.46,0.78,2.16,10.75,182.26,13.73,24.46,183.96,66.39,13.74,13.05,83.8,1403.61,532741.0_KAMDHENU
Kamdhenu Venture,543747.0,KAMOPAINTS,Trading,40.94,4.41,-156.46,55.83,2.22,6.86,,48.6,3.19,7.69,159.36,4.41,6.86,69.65,,1.49,186.53,-5.19,0.14,1.54,0.0,6.45,-1.07,0.0,64.49,16.45,55.67,0.84,,0.0,7.09,-82.99,2.41,751.64,4.51,-82.98,10.37,306.42,1286.98,543747.0_KAMOPAINTS
Kanani Industrie,506184.0,KANANIIND,Diamond Cutting / Jewellery,2.88,0.26,12.29,42.59,3.68,1.88,-4.15,30.95,137.5,142.23,63.26,0.26,1.88,43.18,0.17,9.6,69.18,5.68,0.09,1.78,0.0,0.9,-8.41,0.08,3.71,61.85,6.67,0.38,0.98,0.0,1.5,2.97,2.52,79.05,3.49,2.97,5.16,1898.67,56.96,506184.0_KANANIIND
Kanchi Karpooram,538896.0,__NA__,Chemicals,477.9,1.43,,37.85,19.84,14.0,,87.26,4.0,57.43,197.42,1.43,14.0,113.56,,-2.23,197.33,,0.0,1.04,0.0,70.87,23.42,0.17,69.67,10.58,37.33,0.89,,0.0,118.85,5.98,0.71,,295.56,6.04,4.45,99.81,207.61,538896.0___NA__
Kanco Tea,541005.0,__NA__,Tea,69.9,0.47,21.74,-18.36,0.53,-3.24,,14.95,-131.67,-83.42,67.24,0.47,-3.24,-10.41,0.5,-4.22,79.76,1.54,0.6,1.85,0.0,,-87.86,0.33,30.92,20.16,12.74,0.8,0.33,0.0,,-7.87,6.45,,22.43,-7.91,1.81,-3.86,35.82,541005.0___NA__
Kandagiri Spinng,521242.0,__NA__,Trading,28.0,7.19,76.0,33.95,0.44,0.24,,-92.0,17.92,,-6.46,7.19,0.24,51.54,-2.75,-10.23,9.0,1.31,-6.68,-2.33,0.0,,-394.81,0.0,66.23,22.57,133.33,0.77,-0.2,0.0,,-7.09,15.41,,-3.63,-7.19,0.67,-12.39,10.78,521242.0___NA__
Kandarp Digi,-1.0,KANDARP,Computers - Software - Medium / Small,29.6,1.61,-5.86,10.67,2.06,4.18,-3.57,70.08,125.81,39.07,17.93,1.61,4.18,14.84,-0.31,4.77,22.81,-23.29,0.27,1.54,0.0,16.71,-17.24,0.01,76.74,12.81,94.1,0.87,-1.83,0.0,22.5,-19.17,12.07,38.92,12.86,-19.11,4.09,,26.56,-1.0_KANDARP
Kanel Indust.,500236.0,__NA__,Trading,1.62,,-9.72,-54.6,2.4,,,,,,-7.37,,,-50.56,-3.85,-39.52,3.3,-8.99,-1.45,-0.72,0.0,,-356.52,0.0,57.14,18.18,42.11,0.82,-0.88,0.0,,-49.68,-3.99,,1.49,-49.83,-0.59,-11.96,2.99,500236.0___NA__
Kanishk Steel,513456.0,__NA__,Steel - Medium / Small,28.45,0.21,-5.05,9.68,1.66,1.88,-3.4,20.12,-248.31,5.02,97.5,0.21,1.88,15.9,-0.17,20.95,131.19,-10.8,0.63,1.87,0.0,19.52,-69.22,0.06,29.08,34.88,28.15,0.65,1.07,0.0,26.59,2.41,14.52,25.52,27.5,2.42,4.03,-23.11,80.9,513456.0___NA__
Kanoria Chem.,506525.0,KANORICHEM,Chemicals,131.1,0.39,-222.63,14.85,1.11,0.22,,17.86,-3.02,5.75,601.27,0.39,0.22,112.73,-0.56,-9.21,1160.46,-0.23,0.87,2.47,0.0,,-89.07,0.03,54.56,16.5,31.1,0.84,0.88,0.0,,15.25,1.91,,60.35,15.25,2.4,-61.87,572.89,506525.0_KANORICHEM
Kanoria Energy,539620.0,__NA__,Cement Products,31.3,0.77,-33.65,14.09,1.23,1.81,3.17,37.24,-95.14,0.62,88.72,0.77,1.81,16.21,-0.36,14.87,227.56,-3.91,1.46,3.16,5.43,12.67,-46.77,0.02,54.26,24.76,64.05,0.75,3.95,5.43,14.69,-208.59,12.25,103.25,15.18,-208.56,3.81,3813.71,266.96,539620.0___NA__
Kanpur Plastipa.,507779.0,KANPRPLA,Packaging,105.15,0.45,-18.32,14.32,1.08,1.09,,30.82,148.22,23.41,179.99,0.45,1.09,24.36,-0.61,276.68,433.0,-3.29,1.3,2.45,0.0,18.66,-102.41,0.02,28.24,29.67,19.9,0.7,0.7,0.0,26.68,-46.61,8.24,348.35,71.3,-46.54,2.84,69.24,225.72,507779.0_KANPRPLA
Kansai Nerolac,500165.0,KANSAINER,Paints / Varnishes,273.05,2.83,87.13,20.49,2.25,30.4,4.09,26.17,-24.85,-7.78,5582.56,2.83,30.4,24.88,0.13,0.24,4376.32,4.73,0.08,1.23,25.57,125.61,-0.79,0.01,20.1,23.58,8.42,0.76,3.43,25.57,150.95,24.44,14.07,134.81,25.25,24.44,7.6,193.13,22072.81,500165.0_KANSAINER
Kanungo Financi.,540515.0,__NA__,Finance & Investments,5.23,,-0.91,14.81,40.48,1.67,0.1,,600.0,,6.03,,1.67,14.81,-8.85,48.23,18.58,-17.1,2.1,2.59,0.0,27.02,-493.8,0.14,36.48,36.68,49.86,0.63,-0.06,0.0,12.82,-0.38,-2.64,3.72,40.39,-0.38,2.03,17.29,2.42,540515.0___NA__
Kapil Cotex,512036.0,__NA__,Textiles - Processing,144.0,,54.68,3.48,20.98,,0.06,,-54.21,,10.84,,,3.48,0.74,0.0,8.19,3.68,0.0,0.72,0.0,,56.28,0.28,61.5,23.79,99.45,0.76,-16.64,0.0,186.35,-10.75,8.19,13.43,81.9,-11.18,4.79,30.57,14.98,512036.0___NA__
Kapil Raj Financ,539679.0,__NA__,Finance & Investments,22.8,,-39.24,-1244.0,444.0,,,,-300.0,,9.31,,,-1244.0,0.12,0.0,4.43,-9.41,0.0,1.52,0.0,,5.33,0.05,56.63,22.97,63.79,0.77,-6.52,0.0,,-621.3,0.95,,4.06,-623.5,4.75,-623.5,24.94,539679.0___NA__
Kapston Services,-1.0,KAPSTON,Miscellaneous,375.0,0.73,-51.98,19.71,1.4,1.94,3.76,28.57,2.6,3.22,71.57,0.73,1.94,23.18,-0.27,8.13,166.38,-4.49,1.45,2.7,0.0,244.68,-25.36,0.02,85.81,9.45,171.15,0.91,-11.69,0.0,140.25,83.61,9.0,160.63,147.11,83.97,7.14,137.83,380.4,-1.0_KAPSTON
Karma Energy Ltd,533451.0,KARMAENG,Power Generation And Supply,56.7,5.31,26.96,21.98,2.23,0.75,35.0,59.03,-75.76,-31.79,38.44,5.31,0.75,740.0,0.4,9.0,30.58,5.79,0.11,1.37,0.0,5.25,-6.6,0.0,24.84,46.72,40.8,0.53,1.11,0.0,8.81,14.85,2.92,940.32,6.28,14.81,3.6,-37.71,65.61,533451.0_KARMAENG
Karnataka Bank,532652.0,KTKBANK,Banks - Private Sector,224.2,1.02,17.25,13.9,7.56,1.31,0.29,151.27,-17.17,4.16,8213.36,1.02,1.31,13.9,-6.66,68.08,13428.68,0.51,10.26,12.06,15.88,362.67,-1130.22,0.73,38.57,21.76,21.16,0.78,0.68,15.88,452.63,23.36,5.9,5.54,332.54,23.36,0.71,30.86,8462.69,532652.0_KTKBANK
Karnavati Financ,538928.0,__NA__,Finance & Investments,2.44,8.07,-9.22,,0.25,0.0,,-30.26,89.53,128.21,11.91,8.07,0.0,,-0.56,-9.31,-0.91,-9.9,1.3,2.35,0.0,,-62.82,0.04,13.85,57.93,28.42,0.42,3.79,0.0,,-8.79,3.99,,-0.09,-8.79,2.01,-136.28,24.53,538928.0___NA__
Karnika Industri,-1.0,KARNIKA,Textiles - Products,250.05,2.44,-24.73,18.2,1.76,3.78,,78.32,23.95,-2.19,49.81,2.44,3.78,18.97,,5.16,104.76,-17.78,0.98,5.57,0.0,222.14,-16.3,0.0,68.33,24.5,233.4,0.75,,0.0,88.6,-52.38,28.99,179.29,80.39,-52.37,7.29,,310.05,-1.0_KARNIKA
Kartik Invest.,501151.0,__NA__,Finance & Investments,785.5,479.25,-294.56,-1862.0,18.67,,,1325.0,-300.0,-100.0,4.47,479.25,,-1862.0,0.27,0.0,0.53,-1.26,0.0,1.12,0.0,,2.87,0.03,100.0,0.0,55.24,1.0,-30.67,0.0,,-314.2,-0.66,,26.5,-383.4,7.09,-958.5,19.17,501151.0___NA__
Karur Vysya Bank,590003.0,KARURVYSYA,Banks - Private Sector,210.0,2.06,11.9,13.9,2.18,1.48,0.21,50.85,10.8,2.11,8584.05,2.06,1.48,13.9,-2.85,48.65,4606.78,1.64,10.6,10.51,12.03,130.7,-512.49,0.28,90.47,4.52,81.82,0.95,0.65,12.03,219.2,5.72,6.06,20.87,51.86,5.72,0.82,37.04,16893.18,590003.0_KARURVYSYA
Kashyap TeleMed.,531960.0,__NA__,Computers - Software - Medium / Small,2.43,61.0,-869.33,-383.33,2.0,,,26.32,,-20.0,0.64,61.0,,-383.33,0.01,0.0,0.05,-2.04,0.0,1.06,0.0,,0.78,0.01,73.38,13.21,72.34,0.87,-92.72,0.0,,,-5.9,,0.01,,28.81,-386.33,11.59,531960.0___NA__
Katare Spinning,502933.0,__NA__,Textiles - Cotton/Blended,225.85,16.09,267.2,-150.87,0.95,-5.65,,84.5,,-43.31,117.59,16.09,-5.65,-38.79,-0.07,-1.92,118.87,0.19,0.03,1.05,0.0,,-5.47,0.0,19.37,24.44,8.43,0.76,-19.21,0.0,,-316.19,0.99,,12.07,-321.85,2.21,-37.64,64.37,502933.0___NA__
Kaushalya,-1.0,KLL,Trading,87.25,0.11,-23.31,11.19,1.79,2.87,,5.79,,,30.21,0.11,2.87,11.61,-0.46,7.38,114.27,-10.35,1.39,7.28,0.0,188.31,-41.35,0.0,18.17,32.31,11.86,0.68,-4.85,0.0,53.83,-6.02,21.58,59.17,45.89,-6.03,11.28,75.2,161.67,-1.0_KLL
Kaushalya Infra.,532925.0,KAUSHALYA,Hotels,743.0,183.86,3.57,1.41,6.1,,-0.22,2114.29,2413.33,25.0,72.04,183.86,,1.41,2.62,0.0,6.41,8.18,0.54,1.07,0.0,2797.87,-128.55,0.02,47.09,31.14,67.34,0.69,0.55,0.0,4517.67,1.2,14.55,0.59,98.67,1.38,2.76,1.85,25.74,532925.0_KAUSHALYA
Kaveri Seed Co.,532899.0,KSCL,Miscellaneous,932.25,4.18,26.62,13.67,1.98,1337.58,1.64,64.96,-103.61,-31.05,1232.7,4.18,1337.58,14.86,0.26,0.0,1177.09,13.82,0.08,1.66,0.0,762.75,-1.51,0.0,79.81,10.32,83.48,0.9,1.55,0.0,559.59,12.3,19.13,62.51,145.14,12.31,6.09,-17760.78,4795.41,532899.0_KSCL
Kavveri Telecom,590041.0,KAVVERITEL,Telecommunications - Equipment,22.44,24.02,-23.61,-52.02,0.74,-26.25,,-538.83,18.92,48.0,47.03,24.02,-26.25,-41.62,0.69,0.0,-8.41,-3.85,5.79,1.75,0.0,,-599.16,0.02,100.0,0.0,216.06,1.0,1.33,0.0,,-3.98,7.35,,-5.04,-3.98,1.46,-150.5,45.15,590041.0_KAVVERITEL
Kay Cee,-1.0,KCEIL,Construction,333.6,5.67,-35.03,29.9,2.12,3.1,,79.14,34.77,67.18,33.92,5.67,3.1,30.09,,4.04,69.7,-23.39,0.59,3.66,0.0,171.54,-6.04,0.01,66.87,19.41,94.63,0.81,,0.0,74.0,-30.48,27.81,457.17,46.38,-30.37,7.64,302.17,365.62,-1.0_KCEIL
Kay Power &Paper,530255.0,__NA__,Paper,41.56,1.23,-13.78,23.37,1.23,149.0,0.25,2.74,22.22,23.54,3.47,1.23,149.0,47.83,-0.47,18.17,28.73,-10.19,7.89,11.58,0.0,6.06,-61.17,0.0,83.93,14.36,706.99,0.86,1.77,0.0,10.17,4.73,3.6,375.32,0.93,4.75,3.36,67.0,44.22,530255.0___NA__
Kaya Ltd,539276.0,KAYA,Miscellaneous,446.15,1.44,29.65,-27.88,0.36,-2.65,,-27.09,-1079.79,-6.68,-226.78,1.44,-2.65,-9.21,-0.21,-2.33,65.6,17.9,-1.33,-1.47,0.0,,-48.97,0.06,71.37,13.87,67.07,0.86,1.11,0.0,,15.07,-50.62,,-83.6,15.03,1.95,-5.88,582.83,539276.0_KAYA
Kaycee Inds.,504084.0,__NA__,Electric Equipment,63077.4,8.14,1455.63,53.11,3.85,15.51,3.26,40.79,49.52,9.96,23.83,8.14,15.51,61.88,0.03,0.92,27.8,1.66,0.17,1.34,14.03,7847.19,0.96,0.02,100.0,0.0,506.51,1.0,15.2,14.03,4906.55,102.23,21.39,2342.86,1991.0,64.41,21.98,253.11,397.39,504084.0___NA__
Kaynes Tech,543664.0,KAYNES,Electronics - Components,3967.3,14.05,-175.52,77.9,3.51,5.34,,119.06,79.82,25.13,2486.89,14.05,5.34,84.77,0.06,1.76,2572.93,-7.36,0.18,0.94,0.0,1528.65,4.25,0.04,94.95,3.19,162.71,0.97,84.18,0.0,501.03,361.43,20.56,1408.5,336.25,361.54,15.12,312.06,25358.23,543664.0_KAYNES
KBC Global,541161.0,KBCGLOBAL,Construction,1.81,1.83,-0.73,-9.83,9.84,-1.45,,909.87,-1560.0,-378.32,919.36,1.83,-1.45,-9.76,-2.85,-7.02,985.56,-42.37,0.2,0.78,0.0,,-101.56,0.01,14.72,43.44,15.29,0.57,-0.1,0.0,,-0.24,12.35,,8.98,-0.24,2.51,-6.64,198.55,541161.0_KBCGLOBAL
KBS India,530357.0,__NA__,Finance & Investments,8.77,54.55,99.19,196.76,5.24,1.55,-104.77,635.63,263.83,100.0,33.42,54.55,1.55,532.41,0.15,0.0,11.28,2.84,0.0,1.05,0.0,0.55,4.64,0.04,17.16,38.97,15.24,0.61,6.41,0.0,0.67,91.24,1.21,3863.92,1.02,91.26,5.95,123.26,94.91,530357.0___NA__
KCD Industries,540696.0,__NA__,Construction,9.63,1.26,,6.67,2.92,13.92,,179.79,-86.9,-82.88,41.86,1.26,13.92,6.71,,0.0,34.83,,,0.81,0.0,39.69,,0.0,3.12,70.18,8.2,0.3,,0.0,18.83,-0.89,0.0,5.91,13.72,-0.89,2.84,221.27,24.34,540696.0___NA__
KCK Industries,-1.0,KCK,Food - Processing - Indian,211.0,1.95,-17.09,31.38,1.76,1.81,1.87,42.52,1400.0,26.25,18.43,1.95,1.81,36.03,-0.22,14.41,45.13,-17.07,1.04,5.52,0.0,59.27,-15.28,0.0,96.69,2.99,904.76,0.97,-3.54,0.0,39.83,14.16,10.49,631.06,45.93,14.14,7.79,,149.59,-1.0_KCK
KCL Infra,531784.0,__NA__,Construction,1.36,2.68,-13.78,12.35,13.91,2.92,1.07,555.02,-205.88,-41.7,54.64,2.68,2.92,12.9,-0.22,4.67,47.88,-3.23,0.07,1.07,0.0,2.52,-1.57,0.11,3.03,62.22,5.43,0.38,-1.19,0.0,1.94,-15.31,4.61,11.36,2.81,-15.32,2.9,-42.56,22.98,531784.0___NA__
KCP Sugar &Inds.,533192.0,KCPSUGIND,Sugar,45.3,1.49,8.83,6.98,2.16,7.33,0.29,90.35,374.07,-10.84,438.68,1.49,7.33,7.48,0.57,2.22,413.46,10.19,0.35,1.47,3.43,42.5,-20.98,0.09,70.74,16.19,87.58,0.84,0.99,3.43,71.27,12.1,7.84,9.95,27.54,12.1,3.65,85.46,513.62,533192.0_KCPSUGIND
KDDL Ltd,532054.0,KDDL,Miscellaneous,3184.8,2.87,789.36,13.39,3.59,8.1,1.08,67.35,-6.2,-6.61,733.95,2.87,8.1,17.48,0.12,1.82,1333.58,0.43,0.4,1.91,4.89,1729.82,5.91,0.1,85.83,8.67,135.12,0.91,4.69,4.89,1038.65,40.68,17.32,211.67,749.54,40.8,6.48,156.15,3992.83,532054.0_KDDL
Keerthi Indus,518011.0,__NA__,Cement - South India,126.0,0.48,-12.32,-60.66,0.69,-2.42,,-1.91,-331.73,-10.61,63.61,0.48,-2.42,-10.92,-0.06,-3.86,112.14,-6.09,1.04,2.85,0.0,,-63.9,0.03,46.94,17.11,22.33,0.83,0.5,0.0,,6.5,2.0,,-5.06,6.52,2.35,-22.51,101.06,518011.0___NA__
KEI Industries,517569.0,KEI,Cables - Power,4458.6,4.96,151.61,44.78,2.58,18.79,2.65,29.69,12.03,12.62,3148.27,4.96,18.79,48.11,0.04,0.29,3297.73,8.75,0.1,1.34,5.44,1352.18,0.97,0.02,79.35,11.54,100.57,0.88,10.77,5.44,710.93,65.86,25.63,884.63,266.8,65.89,17.72,238.37,40235.06,517569.0_KEI
