Name,BSE Code,NSE Code,Industry,Current Price,Sales growth 3Years,Sales growth 5Years,Profit growth 3Years,Profit growth 5Years,Sales growth 10years median,Sales growth 5years median,Sales growth 7Years,Sales growth 10Years,EBIDT growth 3Years,EBIDT growth 5Years,EBIDT growth 7Years,EBIDT growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,Profit growth 7Years,Profit growth 10Years,Change in promoter holding 3Years,Average Earnings 5Year,Average Earnings 10Year,Average EBIT 5Year,Average EBIT 10Year,Market Capitalization,join_key
Patels Airtemp,517417.0,__NA__,Engineering,720.0,13.23,19.69,8.85,14.95,12.34,18.72,15.4,18.01,11.53,15.35,10.98,13.83,6.13,13.22,8.03,11.29,9.21,12.14,-0.77,12.19,9.82,26.34,20.54,393.86,517417.0___NA__
Patidar Buildcon,524031.0,__NA__,Construction,9.5,-39.53,-35.18,,,-32.34,-32.34,-18.94,-22.9,,,,,,,,,,,0.0,0.0,0.11,0.0,0.14,5.23,524031.0___NA__
Patron Exim,543798.0,__NA__,Trading,8.6,,,,,-49.19,-49.19,,,,,,,,,,,,,,,,,,19.94,543798.0___NA__
Patspin India,514326.0,__NA__,Textiles - Cotton/Blended,14.1,-33.35,-39.67,20.86,,-10.48,-41.45,-29.99,-23.14,35.08,-45.35,-38.74,-29.61,20.86,,,,,,0.0,-21.95,-12.33,-5.95,12.07,43.6,514326.0___NA__
Pattech Fitwell,-1.0,PATTECH,Castings & Forgings,114.0,,,,,-35.66,-35.66,,,,,,,,,,,,,,,,,,88.43,-1.0_PATTECH
Paul Merchants,539113.0,__NA__,Finance & Investments,841.3,29.9,6.23,18.15,20.3,13.87,9.68,12.68,,32.99,33.94,28.16,,18.36,20.43,22.82,,22.73,,1.94,39.99,48.27,69.92,67.53,259.45,539113.0___NA__
Paushak,532742.0,__NA__,Chemicals,6000.0,13.52,8.13,14.93,12.06,6.45,2.24,16.15,14.33,15.95,14.86,31.2,19.33,14.93,12.06,36.89,20.42,36.11,19.94,0.0,41.83,29.08,55.8,38.78,1849.26,532742.0___NA__
Pavna Industries,543915.0,PAVNAIND,Auto Ancillaries,532.55,13.21,,19.01,,15.17,15.17,,,23.18,,,,19.07,,,,,,0.0,7.31,,20.21,,648.69,543915.0_PAVNAIND
PB Fintech.,543390.0,POLICYBZR,Computers - Software - Medium / Small,1469.15,57.1,47.51,33.16,16.75,47.41,56.69,,,53.87,20.84,,,26.0,14.87,,,,,,-361.66,,-338.76,,66998.31,543390.0_POLICYBZR
PBM Polytex,514087.0,__NA__,Textiles - Cotton/Blended,83.25,7.54,-1.91,,,-7.11,-9.83,1.0,,,,,,,,,,,,-0.68,2.41,3.54,3.86,6.44,57.26,514087.0___NA__
PC Jeweller,534809.0,PCJEWELLER,Diamond Cutting / Jewellery,51.27,-40.16,-41.28,,,-9.76,-43.19,-31.4,-19.54,,,,,,,,,,,0.0,-215.78,56.21,220.37,490.39,2386.11,534809.0_PCJEWELLER
PCBL Ltd,506590.0,PCBL,Chemicals,255.85,34.14,12.72,16.54,5.42,8.46,11.18,18.76,10.92,26.42,11.33,21.47,36.56,13.06,3.52,30.89,21.87,32.61,22.69,-2.15,385.33,262.32,567.54,417.83,9657.4,506590.0_PCBL
PCS Technology,517119.0,__NA__,Computers - Software - Medium / Small,25.94,10.79,-9.5,25.52,29.99,-36.94,6.25,-46.14,-43.38,6.54,2.02,-17.67,-16.71,25.52,29.99,-19.94,-13.78,-19.94,-13.78,0.0,-0.46,1.18,0.2,2.68,54.35,517119.0___NA__
PDS,538730.0,PDSL,Trading,558.0,18.63,9.85,20.58,26.89,6.67,2.5,12.26,10.9,16.48,23.33,29.37,21.53,20.06,26.56,38.82,-33.77,39.08,21.73,-0.84,153.28,89.44,296.74,182.49,7368.47,538730.0_PDSL
Pearl Global Ind,532808.0,PGIL,Textiles - Products,811.35,32.09,14.35,173.64,27.19,8.79,8.79,12.17,-3.08,55.72,20.85,18.91,10.62,173.04,27.03,23.17,14.97,23.29,15.04,-0.39,80.63,57.48,158.95,117.53,3537.26,532808.0_PGIL
Pearl Green Club,543540.0,__NA__,Trading,155.95,156.06,,65.1,,101.05,101.05,,,73.25,,,,-54.37,,,,,,,0.12,,0.16,,36.92,543540.0___NA__
Pearl Polymers,523260.0,PEARLPOLY,Trading,32.3,-47.23,-37.98,27.09,16.19,-10.93,-19.98,-28.64,-23.03,34.2,-25.5,-29.03,-24.1,27.09,16.19,22.04,3.3,22.04,3.3,0.0,-2.14,-2.1,0.45,1.45,54.36,523260.0_PEARLPOLY
Pecos Hotels,539273.0,__NA__,Hotels,184.8,53.94,5.95,55.1,19.8,12.93,12.93,8.74,14.87,88.62,9.25,15.83,23.9,55.1,19.8,19.67,11.45,19.67,60.86,4.66,0.36,0.32,0.53,0.49,24.2,539273.0___NA__
Pee Cee Cosma,524136.0,__NA__,Detergents / Intermediates,448.95,17.56,11.94,30.11,29.74,6.28,11.22,9.48,5.85,30.21,27.16,24.0,14.78,30.11,29.74,31.44,18.7,31.44,18.7,-1.48,4.29,3.29,6.2,5.05,118.98,524136.0___NA__
Peeti Securities,531352.0,__NA__,Trading,23.8,7.02,1.84,-31.4,-12.29,9.22,9.22,3.64,9.99,-30.66,-11.89,-5.48,4.67,-31.4,-12.29,-4.6,4.66,-4.6,4.66,0.52,0.61,0.58,0.82,0.78,8.93,531352.0___NA__
Peninsula Land,503031.0,PENINLAND,Construction,70.57,29.44,11.78,38.86,16.84,-32.04,46.84,11.34,7.43,98.03,19.14,53.89,-1.27,37.73,16.66,13.12,7.01,13.38,8.09,3.69,-91.97,-154.32,-2.38,-33.16,2178.49,503031.0_PENINLAND
Pennar Industrie,513228.0,PENIND,Steel - Medium / Small,174.8,27.08,7.97,119.46,7.85,13.66,8.15,10.65,10.78,41.07,9.25,9.84,12.94,122.59,5.41,14.25,13.13,16.13,14.42,1.92,51.42,52.01,156.13,151.97,2358.84,513228.0_PENIND
Pentagon Rubber,-1.0,PENTAGON,Miscellaneous,117.0,36.01,,59.22,,24.29,24.29,,,44.56,,,,27.94,,,,,,,2.51,,3.91,,90.2,-1.0_PENTAGON
Pentokey Organy,524210.0,__NA__,Trading,41.1,,-13.88,77.84,27.11,-29.79,-83.21,28.51,-28.36,78.72,28.17,14.51,-8.65,77.84,27.11,11.92,9.2,11.92,9.2,-1.46,0.64,-1.6,0.65,-0.46,25.77,524210.0___NA__
Peoples Invest,501144.0,__NA__,Finance & Investments,124.76,6.27,0.0,,,33.33,-14.29,5.96,,,,,,,,,,,,-22.5,0.01,0.0,0.01,0.0,2.5,501144.0___NA__
Perfect Infraeng,-1.0,PERFECT,Electric Equipment,31.4,73.9,-10.19,34.82,42.41,-17.62,-17.62,-12.92,-11.84,54.52,-10.08,-10.15,-3.91,35.35,41.47,0.94,-0.66,5.33,9.87,-15.27,-0.52,-0.05,-0.2,1.01,54.91,-1.0_PERFECT
Perfect-Octave,521062.0,__NA__,Entertainment / Electronic Media Software,2.37,12.07,7.27,38.84,87.22,-30.32,-2.56,85.65,-19.67,81.71,69.52,11.74,9.22,38.84,87.22,10.77,7.44,10.77,7.45,0.0,0.07,-1.75,0.31,-1.57,8.22,521062.0___NA__
Perfectpac,526435.0,__NA__,Packaging,114.3,15.34,5.46,72.9,6.54,1.19,1.19,4.58,1.86,30.35,4.93,5.61,15.78,73.25,6.67,11.66,16.44,11.57,16.4,0.76,2.24,1.75,3.48,3.06,76.11,526435.0___NA__
Peria Kara. Tea,-1.0,PKTEA,Tea,490.1,-9.64,1.77,-22.11,12.83,4.19,4.19,2.48,3.8,-25.56,4.85,14.33,13.56,-22.11,12.83,27.04,16.9,27.04,16.9,9.27,1.95,1.29,7.42,4.76,151.72,-1.0_PKTEA
Permanent Magnet,504132.0,__NA__,Electronics - Components,1089.55,,,,,,,,,,,,,,,,,,,-2.02,,,,,937.02,504132.0___NA__
Persistent Sys,533179.0,PERSISTENT,Computers - Software - Large,4351.55,32.86,23.88,35.94,26.93,17.45,17.62,19.16,19.39,32.85,23.91,18.15,14.95,35.6,27.89,20.42,16.29,19.77,15.85,-0.27,683.34,489.78,936.76,667.4,67035.62,533179.0_PERSISTENT
Petronet LNG,532522.0,PETRONET,Miscellaneous,333.45,26.54,6.55,6.23,10.4,-7.67,-7.67,11.5,3.4,4.6,9.23,10.26,14.0,6.23,10.4,10.98,17.51,10.98,17.51,0.0,3165.87,2345.69,4478.95,3407.92,50017.5,532522.0_PETRONET
Pfizer,500680.0,PFIZER,Pharmaceuticals - Multinational,4609.55,-0.68,1.05,3.11,4.92,3.37,3.37,1.57,7.03,0.93,2.16,8.85,8.93,3.11,4.92,11.57,4.94,11.57,9.52,0.0,553.07,420.71,735.72,605.85,21087.63,500680.0_PFIZER
PFL Infotech,531769.0,__NA__,Computers - Software - Medium / Small,4.51,,,,,,,,,,,,,,,,,,,0.0,-1.73,-0.75,-1.7,-0.68,3.38,531769.0___NA__
PG Electroplast,533581.0,PGEL,Electronics - Components,3841.95,57.48,,124.39,,58.08,58.08,,,74.18,,,,104.48,,,,,,-16.13,,,,,10026.65,533581.0_PGEL
PG Foils,526747.0,__NA__,Aluminium and Aluminium Products,196.1,8.02,4.15,3.64,1.31,4.2,-5.98,4.23,5.52,0.81,-3.5,-2.91,11.92,-8.53,-6.01,-7.77,42.49,-2.7,47.66,-6.8,19.29,14.96,35.75,28.76,231.3,526747.0___NA__
PH Trading,512026.0,__NA__,Trading,2.04,,,67.11,-15.44,-41.74,-97.12,,,78.28,-14.09,-21.43,-17.07,67.11,-15.44,18.24,3.82,,3.82,8.69,-0.06,0.0,-0.02,0.61,0.1,512026.0___NA__
Phaarmasia,523620.0,__NA__,Pharmaceuticals - Indian - Bulk Drugs & Formln,52.95,23.6,5.0,,,4.75,4.2,11.44,7.27,,,,,,,,,,,0.0,-0.5,-0.08,-0.39,0.04,36.17,523620.0___NA__
Phantom Digital,-1.0,PHANTOMFX,Entertainment / Electronic Media Software,382.0,136.42,56.03,570.45,231.75,54.31,54.31,,,278.43,102.36,,,-39.46,-21.61,,,,,,9.08,,13.09,,518.73,-1.0_PHANTOMFX
Pharmaids Pharma,524572.0,__NA__,Pharmaceuticals - Indian - Formulations,49.9,,,,,-100.0,-100.0,,,,,,,,,,,,,-60.17,,,,,175.99,524572.0___NA__
Phoenix Intl.,526481.0,__NA__,Leather / Leather Products,48.9,4.42,-8.38,43.23,-4.84,1.11,1.11,-5.54,-2.9,-5.6,-3.88,0.83,2.75,43.23,-4.84,25.5,13.69,25.5,13.69,0.0,2.07,1.59,11.44,10.85,82.1,526481.0___NA__
Phoenix Mills,503100.0,PHOENIXLTD,Construction,3555.0,56.41,15.01,180.32,23.77,7.91,40.41,11.85,10.68,59.07,16.74,14.42,12.56,176.71,20.03,27.68,22.25,30.53,24.85,1.77,513.99,349.0,1049.5,868.55,63536.76,503100.0_PHOENIXLTD
Phoenix Township,537839.0,__NA__,Hotels,134.0,,,,,,,,,,,,,,,,,,,0.0,,,,,187.39,537839.0___NA__
Phosphate Co,542123.0,__NA__,Fertilizers,150.0,23.38,9.81,-6.86,7.15,1.21,1.21,9.06,5.14,-0.04,-3.26,-1.37,5.0,-6.86,7.15,,,22.79,16.72,0.0,2.78,1.0,7.28,6.48,54.11,542123.0___NA__
Photon Capital,509084.0,__NA__,Finance & Investments,73.3,192.4,22.67,,,-30.0,19.05,-30.14,-18.27,159.62,31.12,-28.39,8.08,,,,-7.14,,-7.14,0.0,-0.22,,0.29,,11.07,509084.0___NA__
Photoquip India,526588.0,__NA__,Photographic And Allied Products,24.25,19.44,-15.69,10.62,-19.61,-11.37,-6.85,-14.31,-15.91,15.67,,,,14.03,-7.74,-0.37,2.81,-4.61,1.4,-12.0,-2.97,-2.7,-1.13,-1.18,14.55,526588.0___NA__
Phyto Chem (I),524808.0,__NA__,Pesticides / Agrochemicals - Indian,31.9,-30.7,-24.18,,,0.36,-25.19,-14.53,-6.59,,,,,,,,,,,0.0,-0.43,0.11,1.69,2.22,13.72,524808.0___NA__
Piccadily Agro,530305.0,__NA__,Breweries & Distilleries,723.95,16.87,16.02,69.65,110.29,7.65,17.12,13.1,7.56,40.82,33.29,17.45,11.37,69.65,110.29,40.74,15.2,40.74,15.19,0.07,35.44,20.24,60.57,42.32,6829.65,530305.0___NA__
Piccadily Sugar,507498.0,__NA__,Breweries & Distilleries,75.3,-41.15,-31.89,,,-14.63,-38.93,-6.73,-10.26,,,,,,,,,,,0.0,-1.93,-1.37,-1.84,-1.16,175.07,507498.0___NA__
Picturehouse,532355.0,__NA__,Entertainment / Electronic Media Software,8.08,265.93,-39.96,25.71,14.79,-45.84,-2.37,-54.31,-41.32,33.6,15.87,-13.69,-15.93,25.71,14.79,10.0,,10.0,,1.85,-32.95,-33.44,-8.73,-5.92,42.22,532355.0___NA__
Pidilite Inds.,500331.0,PIDILITIND,Chemicals,3161.0,19.3,11.84,16.28,13.67,8.22,4.95,11.96,11.2,17.12,13.34,10.88,14.99,16.24,13.65,11.06,14.97,10.94,14.88,-0.39,1311.15,1062.16,1812.5,1492.01,160771.42,500331.0_PIDILITIND
Pil Italica Life,500327.0,PILITA,Plastics Products,12.13,20.72,12.64,7.51,12.93,14.24,14.4,7.36,10.65,11.92,18.79,16.16,22.76,7.51,12.93,11.28,30.35,12.51,35.22,-16.03,2.9,2.85,5.24,3.7,285.07,500327.0_PILITA
Pilani Invest.,539883.0,PILANIINVS,Finance & Investments,5212.9,12.95,62.63,19.86,-39.28,2.7,29.62,35.25,20.23,12.83,66.03,36.67,19.8,19.86,-39.25,21.49,16.81,21.44,16.79,0.0,177.08,294.25,221.06,123.1,5771.83,539883.0_PILANIINVS
Pion. Embroider.,514300.0,PIONEEREMB,Textiles - Products,49.84,14.16,4.18,-42.57,-6.2,-0.61,1.53,5.19,2.1,-2.96,4.13,0.18,-0.12,-44.51,-9.28,-12.95,10.65,-8.96,12.52,-3.21,8.07,9.26,13.91,16.62,146.89,514300.0_PIONEEREMB
Pioneer Invest,507864.0,__NA__,Finance & Investments,47.72,4.61,-1.15,66.61,16.09,-5.09,9.99,-7.85,1.45,13.91,12.73,-10.29,6.94,66.61,16.09,-19.01,9.96,-19.01,9.96,-0.01,2.77,3.92,13.8,14.93,58.68,507864.0___NA__
Piotex,544178.0,__NA__,Textiles - Cotton/Blended,72.7,29.62,,71.19,,37.73,37.73,,,63.59,,,,-40.45,,,,,,,,,,,37.09,544178.0___NA__
Piramal Enterp.,500302.0,PEL,Finance & Investments,929.95,-7.58,-3.18,-34.42,-27.21,12.57,9.98,2.5,8.43,-21.3,-11.33,0.87,16.46,-34.34,-28.27,-17.55,10.27,-16.41,10.54,0.13,1087.82,1490.86,5276.11,4423.04,20968.31,500302.0_PEL
Piramal Pharma,543635.0,PPLPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,158.75,8.97,,-73.23,,7.97,7.97,,,-4.4,,,,,,,,,,,,,,,21046.22,543635.0_PPLPHARMA
Pitti Engg.,513519.0,PITTIENG,Engineering,1012.25,32.36,14.07,44.46,29.57,9.22,9.22,22.93,17.26,31.15,19.16,29.82,20.62,44.46,27.72,51.58,33.58,55.35,35.89,0.0,49.51,28.8,105.97,69.43,3244.28,513519.0_PITTIENG
Pix Transmission,500333.0,PIXTRANS,Miscellaneous,1372.8,9.04,10.8,8.05,23.67,5.97,8.24,10.87,9.42,5.57,15.87,14.66,14.13,8.05,23.67,26.68,27.14,26.68,27.14,0.09,62.69,39.12,92.17,65.47,1871.12,500333.0_PIXTRANS
Plada Infotech S,-1.0,PLADAINFO,Computers - Software - Medium / Small,32.8,12.46,9.56,51.83,23.7,9.43,9.43,,,12.84,8.35,,,-84.02,-67.96,,,,,,1.62,,4.28,,28.13,-1.0_PLADAINFO
Plastiblends (I),523648.0,PLASTIBLEN,Chemicals,269.05,13.05,5.06,-2.55,2.06,6.4,6.8,5.67,5.84,-4.5,0.39,-0.54,2.2,-2.55,2.06,0.78,2.46,0.78,2.45,0.4,34.46,33.12,49.36,49.84,699.24,523648.0_PLASTIBLEN
Platinum Industr,544134.0,PLATIND,Chemicals,201.8,43.61,,107.91,,23.02,23.02,,,100.86,,,,-44.36,,,,,,,,,,,1108.4,544134.0_PLATIND
Platinumone Bus.,543352.0,__NA__,Computers - Software - Medium / Small,175.0,9.58,7.6,10.82,-3.54,29.4,8.25,16.32,33.44,0.12,-5.04,12.16,31.0,-0.07,-64.97,-43.25,8.36,16.99,44.15,,1.83,1.31,2.86,2.1,27.68,543352.0___NA__
Plaza Wires,544003.0,PLAZACABLE,Cables - Power,87.5,11.0,4.74,-5.64,-12.12,3.24,3.24,,,-0.24,-4.09,,,-58.14,-65.95,,,,,,5.11,,11.12,,382.83,544003.0_PLAZACABLE
PMC Fincorp,534060.0,__NA__,Finance & Investments,4.61,42.13,12.9,84.07,48.16,14.94,22.63,11.32,4.49,66.02,35.46,17.0,11.3,81.15,46.74,46.32,23.11,48.28,24.39,-0.26,2.01,1.76,3.73,4.18,246.23,534060.0___NA__
PNB Gilts,532366.0,PNBGILTS,Finance & Investments,136.8,14.43,25.43,-47.4,4.87,19.26,22.51,17.82,16.38,14.27,25.6,17.83,16.38,-47.4,4.87,-12.23,0.88,-12.23,0.88,0.0,169.8,119.33,993.45,698.81,2462.55,532366.0_PNBGILTS
PNB Housing,540173.0,PNBHOUSING,Finance - Housing,786.65,-2.49,-1.28,18.08,7.15,13.33,5.69,8.72,20.13,-0.34,-1.5,8.87,20.37,17.91,6.96,16.19,20.04,16.52,27.95,-4.51,1003.24,798.44,5924.72,4851.15,20431.52,540173.0_PNBHOUSING
PNC Infratech,539150.0,PNCINFRA,Construction,482.2,14.33,18.04,24.7,22.36,10.38,10.38,21.19,20.32,11.94,15.22,18.34,27.32,24.7,22.36,34.01,30.12,34.01,33.47,0.0,621.94,408.55,1354.14,900.93,12370.35,539150.0_PNCINFRA
PNGS Gargi FJ,543709.0,__NA__,Trading,600.0,1615.43,,,,382.66,382.66,,,,,,,,,,,,,,2.85,,3.9,,577.68,543709.0___NA__
POCL Enterprises,539195.0,__NA__,Mining / Minerals / Metals,429.0,52.03,19.82,124.88,36.64,28.14,28.14,19.74,52.22,57.75,45.47,27.07,52.67,124.88,36.64,139.0,37.9,139.0,67.84,-3.71,7.03,3.48,18.02,12.59,239.24,539195.0___NA__
Poddar Housing,523628.0,PODDARHOUS,Construction,90.99,-16.87,-3.62,,,14.41,14.41,-21.13,0.22,-5.92,,,,,,,,,,-7.99,-21.95,-6.94,-9.71,1.35,66.11,523628.0_PODDARHOUS
Poddar Pigments,524570.0,PODDARMENT,Dyes And Pigments,452.75,12.28,0.66,8.43,11.62,1.65,8.32,1.67,1.65,12.56,10.52,5.34,6.59,8.43,11.62,5.13,7.46,5.13,7.46,0.0,24.05,20.9,32.76,29.26,480.38,524570.0_PODDARMENT
Pokarna,532486.0,POKARNA,Miscellaneous,710.4,32.66,8.4,47.86,2.52,-5.45,-5.45,9.48,11.79,35.63,7.6,6.7,16.34,47.86,2.52,3.83,28.89,3.83,28.89,0.0,66.88,61.67,128.94,116.76,2202.52,532486.0_POKARNA
Polo Hotels,526687.0,__NA__,Hotels,8.29,-59.63,-50.49,,-22.78,-2.89,-53.66,-36.49,,,,,,,-22.78,,,,,0.0,-0.56,-0.3,-0.53,-0.2,18.54,526687.0___NA__
Polo Queen Ind.,540717.0,__NA__,Trading,45.0,28.68,5.76,131.94,34.17,17.18,35.79,1.58,,47.85,18.97,6.67,,131.96,34.18,14.1,,14.1,,0.0,1.32,,3.47,,1510.87,540717.0___NA__
Polson,507645.0,__NA__,Dyes And Pigments,16739.0,2.84,-2.42,-15.11,-12.14,0.65,-8.37,-1.65,-0.06,-4.36,-5.13,-4.84,1.25,-15.11,-12.14,-8.1,6.09,-8.1,6.09,0.0,6.18,7.1,13.43,16.19,200.88,507645.0___NA__
Poly Medicure,531768.0,POLYMED,Healthcare,1983.65,20.55,17.66,24.09,31.89,14.38,17.47,17.15,15.64,20.92,22.86,21.69,18.51,24.05,29.69,23.48,20.04,24.97,21.06,8.27,160.42,108.64,224.8,157.56,19037.35,531768.0_POLYMED
Polycab India,542652.0,POLYCAB,Cables - Power,6730.0,27.07,17.7,25.46,28.07,15.6,15.6,18.49,16.3,27.77,20.99,24.84,23.93,25.15,26.49,31.87,24.63,33.04,34.4,-3.18,1088.19,687.74,1465.22,1004.32,101148.42,542652.0_POLYCAB
Polychem,506605.0,__NA__,Petrochemicals,2829.0,29.8,5.33,105.47,14.15,15.17,5.11,10.54,,72.68,10.13,39.15,,105.47,14.15,34.59,,34.59,,0.0,3.11,,4.43,,113.16,506605.0___NA__
Polycon Intl.,531397.0,__NA__,Plastics Products,20.3,-5.88,-9.31,30.06,-15.59,-9.98,-12.2,-7.44,-6.29,0.53,-0.13,0.18,-2.23,30.06,-15.59,-17.47,-13.96,-17.47,-13.96,-0.2,-0.28,-0.05,1.86,2.0,9.93,531397.0___NA__
Polylink Poly.,531454.0,__NA__,Plastics Products,29.0,25.88,9.68,13.28,9.28,4.63,10.22,12.86,7.75,12.98,3.99,2.94,-0.69,13.28,9.28,6.14,8.72,6.14,8.72,-0.3,1.11,1.15,1.72,2.04,64.12,531454.0___NA__
Polymac Thermof.,537573.0,__NA__,Plastics Products,41.05,33.32,16.67,45.81,23.03,22.56,17.18,27.68,41.89,26.54,22.42,4.13,13.35,45.81,23.03,4.36,,4.36,,0.0,0.23,0.14,0.48,0.31,19.62,537573.0___NA__
Polymechplast Ma,526043.0,__NA__,Engineering,59.95,-1.02,1.61,-34.26,-18.45,-0.93,-14.71,8.33,9.63,-17.58,-8.7,1.86,9.51,-37.63,-20.99,-3.96,17.67,-4.37,17.31,-6.26,2.06,1.47,3.2,2.52,33.58,526043.0___NA__
Polyplex Corpn,524051.0,POLYPLEX,Packaging,1031.2,8.64,6.66,-58.04,-35.16,1.01,9.61,10.17,7.11,-30.66,-13.82,-3.94,12.73,-58.04,-34.92,-20.8,22.45,-21.01,22.29,-24.27,343.64,249.26,722.5,538.3,3237.2,524051.0_POLYPLEX
Polysil Irrigati,-1.0,POLYSIL,Plastics Products,35.25,-6.38,,47.12,,1.34,1.34,,,21.06,,,,-76.62,,,,,,,0.94,,3.02,,39.98,-1.0_POLYSIL
Polyspin Exports,539354.0,__NA__,Packaging,46.0,-4.83,-0.94,,,5.33,-12.83,2.37,,-49.37,-33.3,-20.93,,,,,,,,0.16,5.37,,10.53,,46.0,539354.0___NA__
Polytex India,512481.0,__NA__,Finance & Investments,9.24,,,,,-3.9,-83.33,,,,,,,,,,,,,0.0,-0.11,0.02,0.07,0.14,12.47,512481.0___NA__
Pondy Oxides,532626.0,POCL,Mining / Minerals / Metals,828.0,14.91,7.76,53.86,3.24,11.61,3.54,10.47,13.03,40.75,2.39,4.85,17.99,49.71,0.85,4.05,38.07,5.8,30.4,0.16,32.94,27.15,53.36,47.84,1042.57,532626.0_POCL
Ponni Sug.Erode,532460.0,PONNIERODE,Sugar,485.0,18.03,17.91,22.17,38.01,-3.24,12.54,7.69,9.58,18.51,21.72,6.38,46.54,22.17,38.01,12.33,22.65,12.33,22.65,0.0,34.14,19.36,40.67,25.97,417.12,532460.0_PONNIERODE
Poojawes. Metal.,540727.0,__NA__,Mining / Minerals / Metals,44.5,59.34,41.3,93.91,36.45,49.76,49.76,56.21,,50.97,26.15,47.76,,93.91,36.33,26.48,,39.53,,-8.15,0.92,,2.1,,45.13,540727.0___NA__
Poona Dal & Oil,519359.0,__NA__,Solvent Extraction,65.0,-15.38,-11.69,-10.56,-3.87,-14.16,-14.16,-14.5,-9.92,-18.26,-9.32,-29.94,-11.79,-10.56,-3.87,-29.67,-6.99,-29.67,-6.99,0.0,1.07,1.92,1.73,3.35,37.11,519359.0___NA__
Poonawalla Fin,524000.0,POONAWALLA,Finance & Investments,416.15,32.69,17.14,56.98,28.02,2.3,2.3,11.53,9.46,77.94,7.32,9.39,5.02,38.39,3.64,58.51,5.37,87.73,21.26,37.74,244.32,216.62,1202.66,1311.63,32251.35,524000.0_POONAWALLA
Popees Care,530565.0,__NA__,Trading,103.16,,,,,-65.03,-88.37,,,,,,,,,,,,,0.01,-0.57,-0.28,-0.64,-0.32,62.62,530565.0___NA__
Popular Estate,531870.0,__NA__,Construction,17.81,,,12.0,9.86,-100.0,-100.0,,,14.75,10.18,,6.91,12.0,9.86,,6.77,,6.77,0.01,-0.48,-0.34,-0.18,-0.08,24.93,531870.0___NA__
Popular Vehicles,544144.0,PVSL,Trading,242.45,24.73,7.55,37.02,28.66,15.19,15.19,,,18.34,14.47,,,-23.19,-9.08,,,,,,37.76,,123.43,,1726.19,544144.0_PVSL
Porwal Auto Comp,532933.0,__NA__,Castings & Forgings,70.9,28.08,3.95,610.72,0.92,11.26,4.12,7.54,12.27,17.56,-1.73,3.64,11.61,610.72,0.92,8.11,23.09,8.11,23.09,0.01,0.39,1.49,2.03,3.93,107.05,532933.0___NA__
Power & Instrum.,543912.0,PIGL,Electric Equipment,76.01,4.5,2.13,19.52,13.92,3.42,3.28,7.17,,14.61,9.56,11.25,,-1.63,1.36,-16.09,,20.9,,-17.5,3.91,,8.91,,96.03,543912.0_PIGL
Power Fin.Corpn.,532810.0,PFC,Finance - Term-Lending Institutions,487.75,8.33,10.98,18.92,14.77,11.49,14.94,18.61,15.58,12.34,11.77,22.54,16.05,18.92,14.77,36.52,13.72,36.52,13.72,0.0,13709.47,9958.27,70537.42,51900.43,160962.46,532810.0_PFC
Power Grid Corpn,532898.0,POWERGRID,Power Generation And Supply,328.05,4.97,5.51,6.56,7.67,9.51,5.02,8.62,11.41,3.19,7.26,8.12,11.38,6.56,7.67,11.1,13.01,11.1,13.01,0.0,13576.48,10206.38,25259.4,20058.12,305106.31,532898.0_POWERGRID
Power Mech Proj.,539302.0,POWERMECH,Engineering - Turnkey Services,4898.35,30.7,13.22,95.13,15.57,13.83,16.81,17.78,13.36,111.52,11.31,16.93,12.1,91.77,13.91,19.97,9.71,21.21,13.83,-4.93,136.13,109.13,274.7,221.54,7743.38,539302.0_POWERMECH
Powergrid Infra.,543290.0,PGINVIT,Power Generation And Supply,96.0,,-0.66,,32.76,7.8,7.8,,,,2.45,,,,-14.66,,,,,0.0,,,,,8735.99,543290.0_PGINVIT
PPAP Automotive,532934.0,PPAP,Auto Ancillaries,220.0,17.52,5.29,,,2.31,2.31,6.19,,6.4,-12.36,-7.71,,,,,,,,0.23,0.13,,10.63,,309.9,532934.0_PPAP
Prabhhans Inds,530361.0,__NA__,Construction,73.5,,,127.11,89.86,-34.52,8.38,144.68,,170.39,117.07,30.25,50.53,118.77,85.16,22.74,41.26,24.04,43.1,2.93,0.46,0.17,0.75,0.33,45.93,530361.0___NA__
Pradeep Metals,513532.0,__NA__,Castings & Forgings,239.0,21.04,7.64,28.06,19.2,3.32,3.32,11.18,9.39,18.4,9.64,20.12,12.39,28.06,19.2,14.79,14.69,14.79,14.69,0.0,18.34,7.6,30.09,22.07,412.76,513532.0___NA__
Pradhin,530095.0,__NA__,Trading,46.51,-42.27,-32.43,63.21,18.38,-25.18,-19.49,-22.69,-22.86,74.9,19.01,7.27,1.11,63.21,18.38,22.56,9.9,22.56,9.9,-5.78,0.2,-0.02,0.29,0.12,16.97,530095.0___NA__
Prag Bosimi Syn.,500192.0,__NA__,Textiles - Manmade,3.14,-66.73,-74.71,1.59,-0.52,-69.42,-69.42,-41.07,-52.38,1.8,11.14,5.24,,1.59,-0.52,4.74,4.59,4.74,4.59,-0.39,-12.94,-16.41,-6.73,-8.64,23.35,500192.0___NA__
